Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
MARCUS STOINIS,2016-04-11,1,27,13.5,0.0,0.0,0.0,0.0,0.0,0.0,25
MARCUS STOINIS,2016-05-01,0,23,5.75,1.0,27.0,13.5,1.0,27.0,13.5,4
MARCUS STOINIS,2016-05-04,0,26,8.67,0.5,25.0,9.62,0.5,25.0,9.62,0
MARCUS STOINIS,2016-05-07,3,40,10.0,0.33,25.33,9.31,0.33,25.33,9.31,75
MARCUS STOINIS,2016-05-09,0,35,11.67,1.0,29.0,9.48,1.0,29.0,9.48,0
MARCUS STOINIS,2016-05-13,4,15,3.75,0.8,30.2,9.92,0.75,31.0,9.02,106
MARCUS STOINIS,2016-05-15,0,28,9.33,1.33,27.67,8.89,1.75,29.0,8.52,0
MARCUS STOINIS,2017-04-08,1,28,9.33,1.14,27.71,8.95,1.75,29.5,8.69,25
MARCUS STOINIS,2017-04-10,0,28,9.33,1.12,27.75,9.0,1.25,26.5,8.52,0
MARCUS STOINIS,2017-04-13,0,14,10.77,1.0,27.78,9.04,1.25,24.75,7.94,0
MARCUS STOINIS,2017-04-20,1,28,14.0,0.9,26.4,9.21,0.25,24.5,9.69,25
MARCUS STOINIS,2017-04-23,0,12,12.0,0.91,26.55,9.65,0.5,24.5,10.86,0
MARCUS STOINIS,2018-04-08,0,7,7.0,0.83,25.33,9.84,0.25,20.5,11.52,0
MARCUS STOINIS,2018-05-04,1,37,12.33,0.77,23.92,9.62,0.25,15.25,10.94,25
MARCUS STOINIS,2018-05-06,0,6,6.0,0.79,24.86,9.82,0.5,21.0,11.33,2
MARCUS STOINIS,2018-05-08,1,15,7.5,0.73,23.6,9.56,0.25,15.5,9.33,25
MARCUS STOINIS,2018-05-14,0,12,12.0,0.75,23.06,9.43,0.5,16.25,8.21,0
MARCUS STOINIS,2018-05-16,1,43,14.33,0.71,22.41,9.58,0.5,17.5,9.46,25
MARCUS STOINIS,2019-04-02,0,28,9.33,0.72,23.56,9.85,0.5,19.0,9.96,0
MARCUS STOINIS,2019-04-05,0,28,20.0,0.68,23.79,9.82,0.5,24.5,10.79,0
MARCUS STOINIS,2019-04-19,1,32,8.0,0.65,24.0,10.33,0.25,27.75,13.92,25
MARCUS STOINIS,2019-04-21,0,20,6.67,0.67,24.38,10.22,0.5,32.75,12.92,2
