Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
SUYASH SHARMA,2023-04-06,3,30,7.5,0.0,0.0,0.0,0.0,0.0,0.0,75
SUYASH SHARMA,2023-04-09,1,35,8.75,3.0,30.0,7.5,3.0,30.0,7.5,25
SUYASH SHARMA,2023-04-14,0,44,11.0,2.0,32.5,8.12,2.0,32.5,8.12,0
SUYASH SHARMA,2023-04-16,2,27,6.75,1.33,36.33,9.08,1.33,36.33,9.08,52
SUYASH SHARMA,2023-04-23,1,29,7.25,1.5,34.0,8.5,1.5,34.0,8.5,25
SUYASH SHARMA,2023-04-26,2,30,7.5,1.4,33.0,8.25,1.0,33.75,8.44,50
SUYASH SHARMA,2023-04-29,0,37,9.25,1.5,32.5,8.12,1.25,32.5,8.12,0
SUYASH SHARMA,2023-05-08,1,26,6.5,1.29,33.14,8.29,1.25,30.75,7.69,27
SUYASH SHARMA,2023-05-11,0,22,7.33,1.25,32.25,8.06,1.0,30.5,7.62,0
SUYASH SHARMA,2023-05-14,0,29,9.67,1.11,31.11,7.98,0.75,28.75,7.64,0
SUYASH SHARMA,2023-05-20,0,12,12.0,1.0,30.9,8.15,0.25,28.5,8.19,0
SUYASH SHARMA,2024-03-23,0,18,9.0,0.91,29.18,8.5,0.25,22.25,8.88,0
SUYASH SHARMA,2024-04-21,0,33,16.5,0.83,28.25,8.54,0.0,20.25,9.5,0
SUYASH SHARMA,2025-03-22,1,47,11.75,0.77,28.62,9.15,0.0,23.0,11.79,25
SUYASH SHARMA,2025-03-28,0,32,8.0,0.79,29.93,9.34,0.25,27.5,12.31,0
SUYASH SHARMA,2025-04-07,0,32,8.0,0.73,30.07,9.25,0.25,32.5,11.31,0
SUYASH SHARMA,2025-04-10,1,25,6.25,0.69,30.19,9.17,0.25,36.0,11.06,27
SUYASH SHARMA,2025-04-13,0,39,9.75,0.71,29.88,9.0,0.5,34.0,8.5,0
SUYASH SHARMA,2025-04-18,0,25,8.33,0.67,30.39,9.04,0.25,32.0,8.0,0
SUYASH SHARMA,2025-04-20,2,26,6.5,0.63,30.11,9.0,0.25,30.25,8.08,52
SUYASH SHARMA,2025-04-24,0,31,7.75,0.7,29.9,8.88,0.75,28.75,7.71,0
SUYASH SHARMA,2025-04-27,0,22,5.5,0.67,29.95,8.83,0.5,30.25,8.08,4
SUYASH SHARMA,2025-05-03,0,43,10.75,0.64,29.59,8.67,0.5,26.0,7.02,0
SUYASH SHARMA,2025-05-23,1,45,15.0,0.61,30.17,8.76,0.5,30.5,7.62,25
SUYASH SHARMA,2025-05-27,0,39,13.0,0.62,30.79,9.02,0.25,35.25,9.75,0
SUYASH SHARMA,2025-05-29,3,17,5.67,0.6,31.12,9.18,0.25,37.25,11.06,79
