Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
JASPRIT BUMRAH,2013-04-04,3,32,8.0,0.0,0.0,0.0,0.0,0.0,0.0,75
JASPRIT BUMRAH,2013-04-21,0,38,12.67,3.0,32.0,8.0,3.0,32.0,8.0,0
JASPRIT BUMRAH,2014-04-19,0,14,7.0,1.5,35.0,10.34,1.5,35.0,10.34,0
JASPRIT BUMRAH,2014-05-03,0,25,6.25,1.0,28.0,9.22,1.0,28.0,9.22,2
JASPRIT BUMRAH,2014-05-06,2,22,5.5,0.75,27.25,8.48,0.75,27.25,8.48,54
JASPRIT BUMRAH,2014-05-10,0,33,8.25,1.0,26.2,7.88,0.5,24.75,7.86,0
JASPRIT BUMRAH,2014-05-12,0,24,6.0,0.83,27.33,7.94,0.5,23.5,6.75,2
JASPRIT BUMRAH,2014-05-14,0,23,7.67,0.71,26.86,7.67,0.5,26.0,6.5,0
JASPRIT BUMRAH,2014-05-19,0,23,7.67,0.62,26.38,7.67,0.5,25.5,6.86,0
JASPRIT BUMRAH,2014-05-21,2,31,7.75,0.56,26.0,7.67,0.0,25.75,7.4,50
JASPRIT BUMRAH,2014-05-23,0,36,9.0,0.7,26.5,7.68,0.5,25.25,7.27,0
JASPRIT BUMRAH,2014-05-25,1,30,7.5,0.64,27.36,7.8,0.5,28.25,8.02,25
JASPRIT BUMRAH,2014-05-28,0,40,11.76,0.67,27.58,7.77,0.75,30.0,7.98,0
JASPRIT BUMRAH,2015-04-08,1,38,12.67,0.62,28.54,8.08,0.75,34.25,9.0,25
JASPRIT BUMRAH,2015-04-19,1,39,9.75,0.64,29.21,8.41,0.5,36.0,10.23,25
JASPRIT BUMRAH,2015-04-23,1,55,13.75,0.67,29.87,8.5,0.75,36.75,10.42,25
JASPRIT BUMRAH,2015-05-10,0,52,13.0,0.69,31.44,8.82,0.75,43.0,11.98,0
JASPRIT BUMRAH,2016-04-09,0,30,10.0,0.65,32.65,9.07,0.75,46.0,12.29,0
JASPRIT BUMRAH,2016-04-13,0,32,8.0,0.61,32.5,9.12,0.5,44.0,11.62,0
JASPRIT BUMRAH,2016-04-16,2,32,8.0,0.58,32.47,9.06,0.25,42.25,11.19,50
JASPRIT BUMRAH,2016-04-18,0,19,6.33,0.65,32.45,9.01,0.5,36.5,9.75,2
