Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
SANDEEP SHARMA,2013-05-11,3,21,5.25,0.0,0.0,0.0,0.0,0.0,0.0,79
SANDEEP SHARMA,2013-05-14,0,36,9.0,3.0,21.0,5.25,3.0,21.0,5.25,0
SANDEEP SHARMA,2013-05-16,3,23,5.75,1.5,28.5,7.12,1.5,28.5,7.12,79
SANDEEP SHARMA,2013-05-18,2,39,9.75,2.0,26.67,6.67,2.0,26.67,6.67,50
SANDEEP SHARMA,2014-04-22,1,26,6.5,2.0,29.75,7.44,2.0,29.75,7.44,27
SANDEEP SHARMA,2014-04-26,3,21,5.25,1.8,29.0,7.25,1.5,31.0,7.75,79
SANDEEP SHARMA,2014-04-28,3,15,5.0,2.0,27.67,6.92,2.25,27.25,6.81,79
SANDEEP SHARMA,2014-05-03,2,29,9.35,2.14,25.86,6.64,2.25,25.25,6.62,50
SANDEEP SHARMA,2014-05-07,1,37,9.25,2.12,26.25,6.98,2.25,22.75,6.52,25
SANDEEP SHARMA,2014-05-09,3,25,6.25,2.0,27.44,7.23,2.25,25.5,7.21,77
SANDEEP SHARMA,2014-05-11,0,32,8.0,2.1,27.2,7.14,2.25,26.5,7.46,0
SANDEEP SHARMA,2014-05-14,1,65,16.25,1.91,27.64,7.21,1.5,30.75,8.21,25
SANDEEP SHARMA,2014-05-19,3,35,8.75,1.83,30.75,7.97,1.25,39.75,9.94,75
SANDEEP SHARMA,2014-05-21,0,37,12.33,1.92,31.08,8.03,1.75,39.25,9.81,0
SANDEEP SHARMA,2014-05-30,1,32,10.67,1.79,31.5,8.33,1.0,42.25,11.33,25
SANDEEP SHARMA,2015-04-10,1,19,4.75,1.73,31.53,8.49,1.25,42.25,12.0,31
SANDEEP SHARMA,2015-04-12,1,12,3.0,1.69,30.75,8.26,1.25,30.75,9.12,31
SANDEEP SHARMA,2015-04-15,1,30,7.5,1.65,29.65,7.95,0.75,25.0,7.69,25
SANDEEP SHARMA,2015-04-18,4,25,6.25,1.61,29.67,7.92,1.0,23.25,6.48,102
SANDEEP SHARMA,2015-04-21,1,25,6.25,1.74,29.42,7.83,1.75,21.5,5.38,27
SANDEEP SHARMA,2015-04-25,0,32,8.0,1.7,29.2,7.76,1.75,23.0,5.75,0
SANDEEP SHARMA,2015-04-27,1,35,8.75,1.62,29.33,7.77,1.5,28.0,7.0,25
SANDEEP SHARMA,2015-05-01,0,10,3.33,1.59,29.59,7.81,1.5,29.25,7.31,6
SANDEEP SHARMA,2015-05-03,0,24,8.0,1.52,28.74,7.62,0.5,25.5,6.58,0
SANDEEP SHARMA,2015-05-06,2,41,10.25,1.46,28.54,7.63,0.25,25.25,7.02,50
SANDEEP SHARMA,2015-05-09,0,35,8.75,1.48,29.04,7.74,0.75,27.5,7.58,0
SANDEEP SHARMA,2015-05-11,0,33,8.25,1.42,29.27,7.78,0.5,27.5,7.58,0
SANDEEP SHARMA,2015-05-13,1,20,10.0,1.37,29.41,7.79,0.5,33.25,8.81,25
SANDEEP SHARMA,2015-05-16,1,9,4.5,1.36,29.07,7.87,0.75,32.25,9.31,31
SANDEEP SHARMA,2016-04-11,1,21,7.0,1.34,28.38,7.76,0.5,24.25,7.88,25
SANDEEP SHARMA,2016-04-15,1,6,3.0,1.33,28.13,7.73,0.75,20.75,7.44,31
SANDEEP SHARMA,2016-04-17,2,23,5.75,1.32,27.42,7.58,1.0,14.0,6.12,54
SANDEEP SHARMA,2016-04-19,0,21,10.5,1.34,27.28,7.52,1.25,14.75,5.06,0
SANDEEP SHARMA,2016-04-23,1,30,7.5,1.3,27.09,7.61,1.0,17.75,6.56,25
SANDEEP SHARMA,2016-04-25,1,20,5.0,1.29,27.18,7.61,1.0,20.0,6.69,29
SANDEEP SHARMA,2016-05-01,1,31,7.75,1.29,26.97,7.53,1.0,23.5,7.19,25
SANDEEP SHARMA,2016-05-04,0,25,6.25,1.28,27.08,7.54,0.75,25.5,7.69,2
SANDEEP SHARMA,2016-05-07,1,36,9.0,1.24,27.03,7.5,0.75,26.5,6.62,25
SANDEEP SHARMA,2016-05-09,2,49,12.25,1.24,27.26,7.54,0.75,28.0,7.0,50
SANDEEP SHARMA,2016-05-13,2,11,2.75,1.26,27.82,7.66,1.0,35.25,8.81,56
SANDEEP SHARMA,2016-05-15,1,35,8.75,1.27,27.4,7.54,1.25,30.25,7.56,25
SANDEEP SHARMA,2016-05-18,1,29,9.67,1.27,27.59,7.57,1.5,32.75,8.19,25
SANDEEP SHARMA,2016-05-21,1,29,7.25,1.26,27.62,7.62,1.5,31.0,8.36,25
SANDEEP SHARMA,2017-04-08,2,33,8.25,1.26,27.65,7.61,1.25,26.0,7.1,50
SANDEEP SHARMA,2017-04-10,1,26,6.5,1.27,27.77,7.63,1.25,31.5,8.48,27
SANDEEP SHARMA,2017-04-13,0,28,9.33,1.27,27.73,7.6,1.25,29.25,7.92,0
SANDEEP SHARMA,2017-04-15,1,41,10.25,1.24,27.74,7.64,1.0,29.0,7.83,25
SANDEEP SHARMA,2017-04-17,1,35,8.75,1.23,28.02,7.7,1.0,32.0,8.58,25
SANDEEP SHARMA,2017-04-20,0,39,13.0,1.23,28.17,7.72,0.75,32.5,8.71,0
SANDEEP SHARMA,2017-04-23,2,40,10.0,1.2,28.39,7.83,0.5,35.75,10.33,50
SANDEEP SHARMA,2017-04-30,4,20,5.0,1.22,28.62,7.87,1.0,38.75,10.5,104
SANDEEP SHARMA,2017-05-05,3,22,5.5,1.27,28.45,7.81,1.75,33.5,9.19,79
SANDEEP SHARMA,2017-05-07,2,29,7.25,1.31,28.33,7.77,2.25,30.25,8.38,50
SANDEEP SHARMA,2017-05-09,0,31,7.75,1.32,28.34,7.76,2.75,27.75,6.94,0
SANDEEP SHARMA,2017-05-11,1,42,10.5,1.3,28.39,7.76,2.25,25.5,6.38,25
SANDEEP SHARMA,2017-05-14,0,12,6.0,1.29,28.64,7.81,1.5,31.0,7.75,2
SANDEEP SHARMA,2018-04-12,2,25,6.25,1.27,28.34,7.78,0.75,28.5,7.88,52
SANDEEP SHARMA,2018-04-24,1,9,3.0,1.28,28.28,7.75,0.75,27.5,7.62,31
SANDEEP SHARMA,2018-04-26,2,17,4.25,1.28,27.95,7.67,1.0,22.0,6.44,56
SANDEEP SHARMA,2018-04-29,1,15,3.75,1.29,27.76,7.61,1.25,15.75,4.88,31
SANDEEP SHARMA,2018-05-05,0,35,8.75,1.28,27.55,7.54,1.5,16.5,4.31,0
SANDEEP SHARMA,2018-05-07,1,20,5.0,1.26,27.67,7.56,1.0,19.0,4.94,29
SANDEEP SHARMA,2018-05-10,0,24,6.0,1.26,27.55,7.52,1.0,21.75,5.44,2
SANDEEP SHARMA,2018-05-13,1,36,9.0,1.24,27.49,7.5,0.5,23.5,5.88,25
SANDEEP SHARMA,2018-05-17,1,40,10.0,1.23,27.62,7.52,0.5,28.75,7.19,25
SANDEEP SHARMA,2018-05-19,0,30,15.0,1.23,27.82,7.56,0.75,30.0,7.5,0
SANDEEP SHARMA,2018-05-22,2,30,10.0,1.21,27.85,7.67,0.5,32.5,10.0,50
SANDEEP SHARMA,2018-05-27,1,52,13.0,1.22,27.88,7.71,1.0,34.0,11.0,25
SANDEEP SHARMA,2019-03-24,1,42,10.5,1.22,28.24,7.79,1.0,38.0,12.0,25
SANDEEP SHARMA,2019-03-29,0,38,9.5,1.22,28.43,7.83,1.0,38.5,12.12,0
SANDEEP SHARMA,2019-03-31,3,19,5.43,1.2,28.57,7.85,1.0,40.5,10.75,79
SANDEEP SHARMA,2019-04-04,1,25,6.25,1.23,28.44,7.81,1.25,37.75,9.61,27
SANDEEP SHARMA,2019-04-06,1,20,6.67,1.22,28.39,7.79,1.25,31.0,7.92,27
SANDEEP SHARMA,2019-04-08,2,21,5.25,1.22,28.27,7.78,1.25,25.5,6.96,54
SANDEEP SHARMA,2019-04-14,0,30,7.5,1.23,28.18,7.74,1.75,21.25,5.9,0
SANDEEP SHARMA,2019-04-17,0,33,8.25,1.21,28.2,7.74,1.0,24.0,6.42,0
SANDEEP SHARMA,2019-04-21,1,37,9.25,1.2,28.26,7.75,0.75,26.0,6.92,25
SANDEEP SHARMA,2019-04-23,1,54,15.43,1.19,28.38,7.77,0.75,30.25,7.56,25
SANDEEP SHARMA,2019-04-29,2,33,8.25,1.19,28.71,7.86,0.5,38.5,10.11,50
SANDEEP SHARMA,2020-09-21,0,36,9.0,1.2,28.76,7.87,1.0,39.25,10.3,0
SANDEEP SHARMA,2020-10-04,2,41,10.25,1.19,28.85,7.88,1.0,40.0,10.48,50
SANDEEP SHARMA,2020-10-08,0,27,6.75,1.2,29.0,7.91,1.25,41.0,10.73,2
SANDEEP SHARMA,2020-10-11,0,32,8.0,1.18,28.98,7.9,1.0,34.25,8.56,0
SANDEEP SHARMA,2020-10-13,2,19,4.75,1.17,29.01,7.9,0.5,34.0,8.5,56
SANDEEP SHARMA,2020-10-18,0,27,6.75,1.18,28.89,7.86,1.0,29.75,7.44,2
SANDEEP SHARMA,2020-10-22,0,31,7.75,1.16,28.87,7.85,0.5,26.25,6.56,0
SANDEEP SHARMA,2020-10-24,2,29,7.25,1.15,28.9,7.85,0.5,27.25,6.81,50
SANDEEP SHARMA,2020-10-27,2,27,6.75,1.16,28.9,7.84,1.0,26.5,6.62,52
SANDEEP SHARMA,2020-10-31,2,20,5.0,1.17,28.88,7.83,1.0,28.5,7.12,54
SANDEEP SHARMA,2020-11-03,3,34,8.5,1.18,28.78,7.8,1.5,26.75,6.69,75
SANDEEP SHARMA,2020-11-06,0,21,5.25,1.2,28.83,7.81,2.25,27.5,6.88,4
SANDEEP SHARMA,2020-11-08,1,30,7.5,1.19,28.75,7.78,1.75,25.5,6.38,25
SANDEEP SHARMA,2021-04-11,0,35,11.67,1.18,28.76,7.77,1.5,26.25,6.56,0
SANDEEP SHARMA,2021-04-28,0,24,7.27,1.17,28.83,7.82,1.0,30.0,8.23,0
SANDEEP SHARMA,2021-05-02,1,50,12.5,1.16,28.78,7.81,0.25,27.5,7.92,25
SANDEEP SHARMA,2021-09-22,0,26,8.67,1.16,29.0,7.86,0.5,34.75,9.74,0
SANDEEP SHARMA,2021-09-25,1,20,5.0,1.15,28.97,7.87,0.25,33.75,10.03,29
SANDEEP SHARMA,2021-09-27,1,30,10.0,1.14,28.88,7.84,0.5,30.0,8.36,25
SANDEEP SHARMA,2021-09-30,0,18,6.0,1.14,28.89,7.86,0.75,31.5,9.04,2
SANDEEP SHARMA,2022-03-27,0,37,9.25,1.13,28.78,7.84,0.5,23.5,7.42,0
SANDEEP SHARMA,2022-04-25,1,40,10.0,1.12,28.86,7.86,0.5,26.25,7.56,25
SANDEEP SHARMA,2022-04-29,1,18,4.5,1.12,28.97,7.88,0.5,31.25,8.81,31
SANDEEP SHARMA,2022-05-03,0,17,4.25,1.12,28.86,7.84,0.5,28.25,7.44,6
SANDEEP SHARMA,2022-05-07,0,41,10.25,1.11,28.75,7.81,0.5,28.0,7.0,0
SANDEEP SHARMA,2023-04-08,1,20,5.0,1.1,28.87,7.83,0.5,29.0,7.25,29
SANDEEP SHARMA,2023-04-12,1,30,10.0,1.1,28.78,7.81,0.5,24.0,6.0,25
SANDEEP SHARMA,2023-04-16,2,25,6.25,1.09,28.79,7.83,0.5,27.0,7.38,52
SANDEEP SHARMA,2023-04-19,1,32,8.0,1.1,28.76,7.81,1.0,29.0,7.88,25
SANDEEP SHARMA,2023-04-23,2,49,12.25,1.1,28.79,7.81,1.25,26.75,7.31,50
SANDEEP SHARMA,2023-04-27,0,24,6.0,1.11,28.97,7.85,1.5,34.0,9.12,2
SANDEEP SHARMA,2023-04-30,1,35,8.75,1.1,28.93,7.84,1.25,32.5,8.12,25
SANDEEP SHARMA,2023-05-05,0,19,6.33,1.1,28.98,7.85,1.0,35.0,8.75,2
SANDEEP SHARMA,2023-05-07,0,48,12.0,1.09,28.89,7.83,0.75,31.75,8.33,0
SANDEEP SHARMA,2023-05-11,1,34,8.5,1.08,29.06,7.87,0.25,31.5,8.27,25
SANDEEP SHARMA,2023-05-14,1,34,8.5,1.08,29.11,7.87,0.5,34.0,8.9,25
SANDEEP SHARMA,2023-05-19,0,46,11.5,1.08,29.15,7.88,0.5,33.75,8.83,0
SANDEEP SHARMA,2024-03-24,1,22,7.33,1.07,29.29,7.91,0.5,40.5,10.12,25
SANDEEP SHARMA,2024-03-28,0,36,9.0,1.07,29.23,7.91,0.75,34.0,8.96,0
SANDEEP SHARMA,2024-04-22,5,18,4.5,1.06,29.29,7.92,0.5,34.5,9.08,131
SANDEEP SHARMA,2024-04-27,2,31,7.75,1.09,29.19,7.89,1.5,30.5,8.08,50
SANDEEP SHARMA,2024-05-02,1,31,7.75,1.1,29.21,7.89,2.0,26.75,7.14,25
SANDEEP SHARMA,2024-05-07,1,42,10.5,1.1,29.22,7.88,2.0,29.0,7.25,25
SANDEEP SHARMA,2024-05-12,0,30,10.0,1.1,29.33,7.91,2.25,30.5,7.62,0
SANDEEP SHARMA,2024-05-15,0,28,7.0,1.09,29.33,7.92,1.0,33.5,9.0,0
SANDEEP SHARMA,2024-05-22,1,48,12.0,1.08,29.32,7.92,0.5,32.75,8.81,25
SANDEEP SHARMA,2024-05-24,2,25,6.25,1.08,29.47,7.95,0.5,37.0,9.88,52
SANDEEP SHARMA,2025-03-23,1,51,12.75,1.09,29.44,7.93,0.75,32.75,8.81,25
SANDEEP SHARMA,2025-03-26,0,11,5.5,1.09,29.61,7.97,1.0,38.0,9.5,4
SANDEEP SHARMA,2025-03-30,1,42,10.5,1.08,29.46,7.95,1.0,33.75,9.12,25
SANDEEP SHARMA,2025-04-05,2,21,5.25,1.08,29.56,7.97,1.0,32.25,8.75,54
SANDEEP SHARMA,2025-04-09,1,41,10.25,1.08,29.49,7.95,1.0,31.25,8.5,25
SANDEEP SHARMA,2025-04-13,0,29,12.61,1.08,29.58,7.97,1.0,28.75,7.88,0
SANDEEP SHARMA,2025-04-16,0,33,8.25,1.08,29.58,8.0,1.0,33.25,9.65,0
SANDEEP SHARMA,2025-04-19,1,55,13.75,1.07,29.6,8.01,0.75,31.0,9.09,25
