Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
RAHUL TRIPATHI,2017-04-26,0,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0
