Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
RIYAN PARAG,2019-04-11,0,24,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RIYAN PARAG,2019-04-20,0,17,8.5,0.0,24.0,8.0,0.0,24.0,8.0,0
RIYAN PARAG,2019-04-22,1,25,8.33,0.0,20.5,8.25,0.0,20.5,8.25,25
RIYAN PARAG,2019-04-25,0,7,7.0,0.33,22.0,8.28,0.33,22.0,8.28,0
RIYAN PARAG,2019-04-27,0,24,8.0,0.25,18.25,7.96,0.25,18.25,7.96,0
RIYAN PARAG,2019-04-30,1,10,10.0,0.2,19.4,7.97,0.25,18.25,7.96,25
RIYAN PARAG,2019-05-04,0,14,14.0,0.33,17.83,8.3,0.5,16.5,8.33,0
RIYAN PARAG,2020-09-30,0,14,14.0,0.29,17.29,9.12,0.25,13.75,9.75,0
RIYAN PARAG,2020-10-03,0,13,13.0,0.25,16.88,9.73,0.25,15.5,11.5,0
RIYAN PARAG,2021-04-12,1,7,7.0,0.22,16.44,10.09,0.25,12.75,12.75,25
RIYAN PARAG,2021-04-15,0,16,8.0,0.3,15.5,9.78,0.25,12.0,12.0,0
RIYAN PARAG,2021-04-19,0,16,16.0,0.27,15.55,9.62,0.25,12.5,10.5,0
RIYAN PARAG,2021-04-22,0,14,14.0,0.25,15.58,10.15,0.25,13.0,11.0,0
RIYAN PARAG,2021-09-21,0,16,16.0,0.23,15.46,10.45,0.25,13.25,11.25,0
RIYAN PARAG,2021-09-29,0,4,40.0,0.21,15.5,10.84,0.0,15.5,13.5,0
RIYAN PARAG,2022-03-29,0,14,14.0,0.2,14.73,12.79,0.0,12.5,21.5,0
RIYAN PARAG,2022-04-02,0,11,11.0,0.19,14.69,12.86,0.0,12.0,21.0,0
RIYAN PARAG,2022-04-14,1,12,12.0,0.18,14.47,12.75,0.0,11.25,20.25,25
RIYAN PARAG,2022-04-22,0,22,22.0,0.22,14.33,12.71,0.25,10.25,19.25,0
RIYAN PARAG,2024-04-06,0,10,10.0,0.21,14.74,13.2,0.25,14.75,14.75,0
RIYAN PARAG,2024-05-07,0,17,8.5,0.2,14.5,13.04,0.25,13.75,13.75,0
RIYAN PARAG,2025-03-26,0,25,6.25,0.19,14.62,12.83,0.25,15.25,13.12,2
RIYAN PARAG,2025-04-13,0,10,10.0,0.18,15.09,12.53,0.0,18.5,11.69,0
RIYAN PARAG,2025-04-16,0,6,6.0,0.17,14.87,12.42,0.0,15.5,8.69,2
