Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
VYSHAK VIJAYKUMAR,2023-04-15,3,20,5.0,0.0,0.0,0.0,0.0,0.0,0.0,79
VYSHAK VIJAYKUMAR,2023-04-17,1,62,15.5,3.0,20.0,5.0,3.0,20.0,5.0,25
VYSHAK VIJAYKUMAR,2023-04-20,0,29,9.67,2.0,41.0,10.25,2.0,41.0,10.25,0
VYSHAK VIJAYKUMAR,2023-04-23,0,24,12.0,1.33,37.0,10.06,1.33,37.0,10.06,0
VYSHAK VIJAYKUMAR,2023-04-26,2,41,10.25,1.0,33.75,10.54,1.0,33.75,10.54,50
VYSHAK VIJAYKUMAR,2023-05-09,2,37,12.33,1.2,35.2,10.48,0.75,39.0,11.86,50
VYSHAK VIJAYKUMAR,2023-05-21,1,40,10.0,1.33,35.5,10.79,1.0,32.75,11.06,25
VYSHAK VIJAYKUMAR,2024-03-29,1,23,5.75,1.29,36.14,10.68,1.25,35.5,11.14,29
VYSHAK VIJAYKUMAR,2024-04-11,1,32,10.67,1.25,34.5,10.06,1.5,35.25,9.58,25
VYSHAK VIJAYKUMAR,2024-04-15,0,64,16.0,1.22,34.22,10.13,1.25,33.0,9.69,0
VYSHAK VIJAYKUMAR,2024-05-04,2,23,6.97,1.1,37.2,10.72,0.75,39.75,10.6,52
VYSHAK VIJAYKUMAR,2025-03-25,0,28,9.33,1.18,35.91,10.38,1.0,35.5,9.85,0
VYSHAK VIJAYKUMAR,2025-05-04,0,49,16.33,1.08,35.25,10.29,0.75,36.75,10.74,0
VYSHAK VIJAYKUMAR,2025-05-26,2,44,11.0,1.0,36.31,10.75,0.5,41.0,12.16,50
VYSHAK VIJAYKUMAR,2025-06-01,1,30,10.0,1.07,36.86,10.77,1.0,36.0,10.91,25
