Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
MITCHELL SANTNER,2019-03-31,0,26,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MITCHELL SANTNER,2019-04-11,1,25,6.25,0.0,26.0,13.0,0.0,26.0,13.0,27
MITCHELL SANTNER,2019-04-14,1,30,7.5,0.5,25.5,9.62,0.5,25.5,9.62,25
MITCHELL SANTNER,2019-04-26,2,13,3.25,0.67,27.0,8.92,0.67,27.0,8.92,56
MITCHELL SANTNER,2020-10-25,1,23,5.75,1.0,23.5,7.5,1.0,23.5,7.5,29
MITCHELL SANTNER,2020-10-29,1,30,10.0,1.0,23.4,7.15,1.25,22.75,5.69,25
MITCHELL SANTNER,2022-03-26,1,31,7.75,1.0,24.5,7.62,1.25,24.0,6.62,25
MITCHELL SANTNER,2022-04-21,1,16,5.33,1.0,25.43,7.64,1.25,24.25,6.69,29
MITCHELL SANTNER,2022-04-25,0,8,4.0,1.0,24.25,7.35,1.0,25.0,7.21,6
MITCHELL SANTNER,2022-05-01,1,36,12.0,0.89,22.44,6.98,0.75,21.25,6.77,25
MITCHELL SANTNER,2022-05-15,0,24,6.0,0.9,23.8,7.48,0.75,22.75,7.27,2
MITCHELL SANTNER,2022-05-20,1,15,5.0,0.82,23.82,7.35,0.5,21.0,6.83,29
MITCHELL SANTNER,2023-03-31,0,32,8.0,0.83,23.08,7.15,0.5,20.75,6.75,0
MITCHELL SANTNER,2023-04-03,1,21,5.25,0.77,23.77,7.22,0.5,26.75,7.75,29
MITCHELL SANTNER,2023-04-08,2,28,7.0,0.79,23.57,7.08,0.5,23.0,6.06,50
MITCHELL SANTNER,2024-05-05,1,10,3.33,0.87,23.87,7.07,1.0,24.0,6.31,31
MITCHELL SANTNER,2024-05-10,0,31,15.5,0.88,23.0,6.84,1.0,22.75,5.9,0
MITCHELL SANTNER,2024-05-18,1,23,5.75,0.82,23.47,7.35,1.0,22.5,7.77,29
MITCHELL SANTNER,2025-03-23,0,24,11.43,0.83,23.44,7.26,1.0,23.0,7.9,0
MITCHELL SANTNER,2025-03-29,0,25,8.33,0.79,23.47,7.48,0.5,22.0,9.0,0
MITCHELL SANTNER,2025-03-31,1,17,5.31,0.75,23.55,7.52,0.25,25.75,10.25,29
MITCHELL SANTNER,2025-04-04,0,46,11.5,0.76,23.24,7.42,0.5,22.25,7.7,0
MITCHELL SANTNER,2025-04-07,0,40,10.0,0.73,24.27,7.6,0.25,28.0,9.14,0
MITCHELL SANTNER,2025-04-13,2,43,10.75,0.7,24.96,7.71,0.25,32.0,8.78,50
MITCHELL SANTNER,2025-04-17,0,8,8.0,0.75,25.71,7.83,0.75,36.5,9.39,0
MITCHELL SANTNER,2025-04-20,1,14,4.67,0.72,25.0,7.84,0.5,34.25,10.06,31
MITCHELL SANTNER,2025-04-23,0,19,4.75,0.73,24.58,7.72,0.75,26.25,8.36,6
MITCHELL SANTNER,2025-05-21,3,11,2.75,0.7,24.37,7.61,0.75,21.0,7.04,81
MITCHELL SANTNER,2025-05-26,2,41,10.25,0.79,23.89,7.43,1.0,13.0,5.04,50
MITCHELL SANTNER,2025-05-30,1,10,10.0,0.83,24.48,7.53,1.5,21.25,5.6,25
