Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
LIAM LIVINGSTONE,2019-04-13,0,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LIAM LIVINGSTONE,2022-03-27,0,14,14.0,0.0,13.0,13.0,0.0,13.0,13.0,0
LIAM LIVINGSTONE,2022-04-01,0,13,43.33,0.0,13.5,13.5,0.0,13.5,13.5,0
LIAM LIVINGSTONE,2022-04-03,2,25,8.33,0.0,13.33,23.44,0.0,13.33,23.44,50
LIAM LIVINGSTONE,2022-04-08,0,12,12.0,0.5,16.25,19.66,0.5,16.25,19.66,0
LIAM LIVINGSTONE,2022-04-13,0,11,11.0,0.4,15.4,18.13,0.5,16.0,19.42,0
LIAM LIVINGSTONE,2022-04-17,0,19,9.5,0.33,14.67,16.94,0.5,15.25,18.66,0
LIAM LIVINGSTONE,2022-04-25,0,12,12.0,0.29,15.29,15.88,0.5,16.75,10.21,0
LIAM LIVINGSTONE,2022-04-29,0,23,11.5,0.25,14.88,15.4,0.0,13.5,11.12,0
LIAM LIVINGSTONE,2022-05-03,1,15,6.52,0.22,15.78,14.96,0.0,16.25,11.0,27
LIAM LIVINGSTONE,2022-05-07,0,6,6.0,0.3,15.7,14.12,0.25,17.25,9.88,2
LIAM LIVINGSTONE,2022-05-16,3,27,6.75,0.27,14.82,13.38,0.25,14.0,9.01,77
LIAM LIVINGSTONE,2022-05-22,0,25,6.25,0.5,15.83,12.83,1.0,17.75,7.69,2
LIAM LIVINGSTONE,2023-04-20,0,9,9.0,0.46,16.54,12.32,1.0,18.25,6.38,0
LIAM LIVINGSTONE,2023-04-22,1,23,11.5,0.43,16.0,12.08,0.75,16.75,7.0,25
LIAM LIVINGSTONE,2023-04-28,1,19,19.0,0.47,16.47,12.05,1.0,21.0,8.38,25
LIAM LIVINGSTONE,2023-04-30,0,16,16.0,0.5,16.62,12.48,0.5,19.0,11.44,0
LIAM LIVINGSTONE,2023-05-08,0,27,13.5,0.47,16.59,12.69,0.5,16.75,13.88,0
LIAM LIVINGSTONE,2024-04-13,1,21,7.0,0.44,17.17,12.73,0.5,21.25,15.0,25
LIAM LIVINGSTONE,2024-04-18,0,16,8.0,0.47,17.37,12.43,0.5,20.75,13.88,0
LIAM LIVINGSTONE,2024-04-21,2,19,4.75,0.45,17.3,12.21,0.25,20.0,11.12,56
LIAM LIVINGSTONE,2024-05-09,0,28,9.33,0.52,17.38,11.85,0.75,20.75,8.31,0
LIAM LIVINGSTONE,2025-03-22,0,14,7.0,0.5,17.86,11.74,0.75,21.0,7.27,0
LIAM LIVINGSTONE,2025-03-28,2,28,7.0,0.48,17.7,11.53,0.5,19.25,7.27,50
LIAM LIVINGSTONE,2025-04-02,0,12,12.0,0.54,18.12,11.34,1.0,22.25,7.02,0
LIAM LIVINGSTONE,2025-04-10,0,14,14.0,0.52,17.88,11.37,0.5,20.5,8.83,0
LIAM LIVINGSTONE,2025-04-13,0,8,8.0,0.5,17.73,11.47,0.5,17.0,10.0,0
