Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
AXAR PATEL,2014-04-18,1,34,8.5,0.0,0.0,0.0,0.0,0.0,0.0,25
AXAR PATEL,2014-04-20,1,22,5.5,1.0,34.0,8.5,1.0,34.0,8.5,29
AXAR PATEL,2014-04-22,2,20,5.0,1.0,28.0,7.0,1.0,28.0,7.0,54
AXAR PATEL,2014-04-26,2,16,4.0,1.33,25.33,6.33,1.33,25.33,6.33,56
AXAR PATEL,2014-04-28,0,11,5.5,1.5,23.0,5.75,1.5,23.0,5.75,4
AXAR PATEL,2014-05-03,0,40,10.0,1.2,20.6,5.7,1.25,17.25,5.0,0
AXAR PATEL,2014-05-07,0,28,7.0,1.0,23.83,6.42,1.0,21.75,6.12,0
AXAR PATEL,2014-05-09,1,22,5.5,0.86,24.43,6.5,0.5,23.75,6.62,29
AXAR PATEL,2014-05-11,0,20,5.0,0.88,24.12,6.38,0.25,25.25,7.0,4
AXAR PATEL,2014-05-14,0,40,10.0,0.78,23.67,6.22,0.25,27.5,6.88,0
AXAR PATEL,2014-05-19,1,18,4.5,0.7,25.3,6.6,0.25,27.5,6.88,31
AXAR PATEL,2014-05-21,1,27,6.75,0.73,24.64,6.41,0.5,25.0,6.25,27
AXAR PATEL,2014-05-23,3,24,6.0,0.75,24.83,6.44,0.5,26.25,6.56,77
AXAR PATEL,2014-05-25,2,28,7.0,0.92,24.77,6.4,1.25,27.25,6.81,50
AXAR PATEL,2014-05-28,2,11,2.75,1.0,25.0,6.45,1.75,24.25,6.06,56
AXAR PATEL,2014-05-30,1,23,5.75,1.07,24.07,6.2,2.0,22.5,5.62,29
AXAR PATEL,2014-06-01,0,21,5.25,1.06,24.0,6.17,2.0,21.5,5.38,4
AXAR PATEL,2015-04-10,1,34,8.5,1.0,23.82,6.12,1.25,20.75,5.19,25
AXAR PATEL,2015-04-12,2,30,7.5,1.0,24.39,6.25,1.0,22.25,5.56,50
AXAR PATEL,2015-04-15,1,28,8.0,1.05,24.68,6.32,1.0,27.0,6.75,25
AXAR PATEL,2015-04-18,0,22,11.0,1.05,24.85,6.4,1.0,28.25,7.31,0
AXAR PATEL,2015-04-21,2,30,7.5,1.0,24.71,6.62,1.0,28.5,8.75,50
AXAR PATEL,2015-04-25,1,35,8.75,1.05,24.95,6.66,1.25,27.5,8.5,25
AXAR PATEL,2015-04-27,2,25,6.25,1.04,25.39,6.75,1.0,28.75,8.81,52
AXAR PATEL,2015-05-01,0,23,9.2,1.08,25.38,6.73,1.25,28.0,8.38,0
AXAR PATEL,2015-05-03,0,24,8.0,1.04,25.28,6.83,1.25,28.25,7.92,0
AXAR PATEL,2015-05-06,1,50,12.5,1.0,25.23,6.87,0.75,26.75,8.05,25
AXAR PATEL,2015-05-09,1,33,8.25,1.0,26.15,7.08,0.75,30.5,8.99,25
AXAR PATEL,2015-05-11,0,19,9.5,1.0,26.39,7.12,0.5,32.5,9.49,0
AXAR PATEL,2015-05-13,2,11,5.5,0.97,26.14,7.21,0.5,31.5,9.56,54
