Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
JOSH HAZLEWOOD,2020-09-25,0,28,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JOSH HAZLEWOOD,2020-10-19,1,19,4.75,0.0,28.0,7.0,0.0,28.0,7.0,31
JOSH HAZLEWOOD,2020-10-23,0,17,8.5,0.5,23.5,5.88,0.5,23.5,5.88,0
JOSH HAZLEWOOD,2021-09-19,1,34,8.5,0.33,21.33,6.75,0.33,21.33,6.75,25
JOSH HAZLEWOOD,2021-09-24,0,34,8.5,0.5,24.5,7.19,0.5,24.5,7.19,0
JOSH HAZLEWOOD,2021-09-26,2,40,10.0,0.4,26.4,7.45,0.5,26.0,7.56,50
JOSH HAZLEWOOD,2021-09-30,3,24,6.0,0.67,28.67,7.88,0.75,31.25,8.88,77
JOSH HAZLEWOOD,2021-10-02,0,54,13.5,1.0,28.0,7.61,1.5,33.0,8.25,0
JOSH HAZLEWOOD,2021-10-04,1,27,6.75,0.88,31.25,8.34,1.25,38.0,9.5,27
JOSH HAZLEWOOD,2021-10-07,0,22,7.33,0.89,30.78,8.17,1.5,36.25,9.06,0
JOSH HAZLEWOOD,2021-10-10,2,29,7.25,0.8,29.9,8.08,1.0,31.75,8.4,50
JOSH HAZLEWOOD,2021-10-15,2,29,7.25,0.91,29.82,8.01,0.75,33.0,8.71,50
JOSH HAZLEWOOD,2022-04-12,1,33,8.25,1.0,29.75,7.94,1.25,26.75,7.14,25
JOSH HAZLEWOOD,2022-04-16,3,28,7.0,1.0,30.0,7.97,1.25,28.25,7.52,75
JOSH HAZLEWOOD,2022-04-19,4,25,6.25,1.14,29.86,7.9,2.0,29.75,7.44,102
JOSH HAZLEWOOD,2022-04-23,0,31,10.33,1.33,29.53,7.79,2.5,28.75,7.19,0
JOSH HAZLEWOOD,2022-04-26,2,19,4.75,1.25,29.62,7.95,2.0,29.25,7.96,56
JOSH HAZLEWOOD,2022-04-30,0,36,10.91,1.29,29.0,7.76,2.25,25.75,7.08,0
JOSH HAZLEWOOD,2022-05-04,1,19,4.75,1.22,29.39,7.93,1.5,27.75,8.06,31
JOSH HAZLEWOOD,2022-05-08,2,17,4.25,1.21,28.84,7.77,0.75,26.25,7.68,56
JOSH HAZLEWOOD,2022-05-13,0,64,16.0,1.25,28.25,7.59,1.25,22.75,6.16,0
JOSH HAZLEWOOD,2022-05-19,2,39,9.75,1.19,29.95,7.99,0.75,34.0,8.98,50
JOSH HAZLEWOOD,2022-05-25,3,43,10.75,1.23,30.36,8.07,1.25,34.75,8.69,75
JOSH HAZLEWOOD,2022-05-27,2,23,5.75,1.3,30.91,8.19,1.75,40.75,10.19,54
JOSH HAZLEWOOD,2023-05-01,2,15,5.0,1.33,30.58,8.09,1.75,42.25,10.56,54
JOSH HAZLEWOOD,2023-05-06,1,29,9.67,1.36,29.96,7.96,2.25,30.0,7.81,25
JOSH HAZLEWOOD,2023-05-09,0,32,10.67,1.35,29.92,8.03,2.0,27.5,7.79,0
JOSH HAZLEWOOD,2025-03-22,2,22,5.5,1.3,30.0,8.13,1.25,24.75,7.77,54
JOSH HAZLEWOOD,2025-03-28,3,21,5.25,1.32,29.71,8.03,1.25,24.5,7.71,79
JOSH HAZLEWOOD,2025-04-02,1,43,12.29,1.38,29.41,7.94,1.5,26.0,7.77,25
JOSH HAZLEWOOD,2025-04-07,2,37,9.25,1.37,29.87,8.08,1.5,29.5,8.43,50
JOSH HAZLEWOOD,2025-04-10,0,40,13.33,1.39,30.1,8.12,2.0,30.75,8.07,0
JOSH HAZLEWOOD,2025-04-13,1,26,8.67,1.34,30.41,8.28,1.5,35.25,10.03,25
JOSH HAZLEWOOD,2025-04-18,3,14,4.67,1.33,30.27,8.29,1.0,36.5,10.88,81
JOSH HAZLEWOOD,2025-04-20,0,39,9.75,1.38,29.79,8.19,1.5,29.25,8.98,0
JOSH HAZLEWOOD,2025-04-24,4,33,8.25,1.34,30.06,8.23,1.0,29.75,9.1,100
JOSH HAZLEWOOD,2025-04-27,2,36,9.0,1.42,30.14,8.23,2.0,28.0,7.84,50
JOSH HAZLEWOOD,2025-05-29,3,21,6.77,1.43,30.3,8.25,2.25,30.5,7.92,77
