Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
TRISTAN STUBBS,2023-05-06,1,14,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25
TRISTAN STUBBS,2024-04-17,2,11,11.0,1.0,14.0,7.0,1.0,14.0,7.0,50
TRISTAN STUBBS,2024-05-14,1,4,4.0,1.5,12.5,9.0,1.5,12.5,9.0,31
TRISTAN STUBBS,2025-03-24,0,28,28.0,1.33,9.67,7.33,1.33,9.67,7.33,0
TRISTAN STUBBS,2025-04-16,0,12,12.0,1.0,14.25,12.5,1.0,14.25,12.5,0
