Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
JAYANT YADAV,2015-05-09,1,19,4.75,0.0,0.0,0.0,0.0,0.0,0.0,31
JAYANT YADAV,2015-05-12,1,8,4.0,1.0,19.0,4.75,1.0,19.0,4.75,31
JAYANT YADAV,2015-05-17,0,2,2.0,1.0,13.5,4.38,1.0,13.5,4.38,6
JAYANT YADAV,2016-04-15,1,23,5.75,0.67,9.67,3.58,0.67,9.67,3.58,29
JAYANT YADAV,2016-05-05,0,25,6.25,0.75,13.0,4.12,0.75,13.0,4.12,2
JAYANT YADAV,2016-05-12,1,32,8.0,0.6,15.4,4.55,0.5,14.5,4.5,25
JAYANT YADAV,2016-05-20,0,37,9.25,0.67,18.17,5.12,0.5,20.5,5.5,0
JAYANT YADAV,2016-05-22,0,8,8.0,0.57,20.86,5.71,0.5,29.25,7.31,0
JAYANT YADAV,2017-04-19,0,16,8.0,0.5,19.25,6.0,0.25,25.5,7.88,0
JAYANT YADAV,2017-05-02,0,26,6.5,0.44,18.89,6.22,0.25,23.25,8.31,2
JAYANT YADAV,2019-04-18,0,25,6.25,0.4,19.6,6.25,0.0,21.75,7.94,2
JAYANT YADAV,2019-05-07,1,25,8.33,0.36,20.09,6.25,0.0,18.75,7.19,25
JAYANT YADAV,2020-10-31,0,18,6.0,0.42,20.5,6.42,0.25,23.0,7.27,2
JAYANT YADAV,2020-11-10,1,25,6.25,0.38,20.31,6.39,0.25,23.5,6.77,27
JAYANT YADAV,2021-04-20,1,25,6.25,0.43,20.64,6.38,0.5,23.25,6.71,27
JAYANT YADAV,2021-04-23,0,20,5.0,0.47,20.93,6.37,0.75,23.25,6.71,4
JAYANT YADAV,2021-04-29,0,37,12.33,0.44,20.88,6.29,0.5,22.0,5.88,0
JAYANT YADAV,2021-10-02,1,31,7.75,0.41,21.82,6.64,0.5,26.75,7.46,25
JAYANT YADAV,2021-10-05,0,17,8.5,0.44,22.33,6.7,0.5,28.25,7.83,0
JAYANT YADAV,2023-04-22,0,26,6.5,0.42,22.05,6.8,0.25,26.25,8.4,2
