Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
ZEESHAN ANSARI,2025-03-30,3,42,10.5,0.0,0.0,0.0,0.0,0.0,0.0,75
ZEESHAN ANSARI,2025-04-03,1,25,8.33,3.0,42.0,10.5,3.0,42.0,10.5,25
ZEESHAN ANSARI,2025-04-06,0,33,8.25,2.0,33.5,9.41,2.0,33.5,9.41,0
ZEESHAN ANSARI,2025-04-12,0,41,10.25,1.33,33.33,9.03,1.33,33.33,9.03,0
ZEESHAN ANSARI,2025-04-17,0,35,11.29,1.0,35.25,9.33,1.0,35.25,9.33,0
ZEESHAN ANSARI,2025-04-23,1,36,10.59,0.8,35.2,9.72,0.25,33.5,9.53,25
