Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
SACHIN BABY,2016-05-14,2,4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,50
SACHIN BABY,2016-05-18,0,4,4.0,2.0,4.0,10.0,2.0,4.0,10.0,6
