Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
KHALEEL AHMED,2018-05-25,0,38,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0
KHALEEL AHMED,2019-04-14,3,30,7.5,0.0,38.0,12.67,0.0,38.0,12.67,75
KHALEEL AHMED,2019-04-17,1,22,5.5,1.5,34.0,10.09,1.5,34.0,10.09,29
KHALEEL AHMED,2019-04-21,3,33,8.25,1.33,30.0,8.56,1.33,30.0,8.56,75
KHALEEL AHMED,2019-04-23,0,26,6.5,1.75,30.75,8.48,1.75,30.75,8.48,2
KHALEEL AHMED,2019-04-27,1,33,8.25,1.4,29.8,8.08,1.75,27.75,6.94,25
KHALEEL AHMED,2019-04-29,3,40,10.0,1.33,30.33,8.11,1.25,28.5,7.12,75
KHALEEL AHMED,2019-05-02,3,42,10.5,1.57,31.71,8.38,1.75,33.0,8.25,75
KHALEEL AHMED,2019-05-04,3,37,9.25,1.75,33.0,8.65,1.75,35.25,8.81,75
KHALEEL AHMED,2019-05-08,2,24,9.6,1.89,33.44,8.71,2.5,38.0,9.5,50
KHALEEL AHMED,2020-09-26,1,28,9.33,1.9,32.5,8.8,2.75,35.75,9.84,25
KHALEEL AHMED,2020-09-29,1,43,10.75,1.82,32.09,8.85,2.25,32.75,9.67,25
KHALEEL AHMED,2020-10-02,0,34,9.71,1.75,33.0,9.01,1.75,33.0,9.73,0
KHALEEL AHMED,2020-10-08,2,24,8.0,1.62,33.08,9.06,1.0,32.25,9.85,50
KHALEEL AHMED,2020-10-11,2,37,10.57,1.64,32.43,8.99,1.0,32.25,9.45,50
KHALEEL AHMED,2020-10-13,2,45,11.25,1.67,32.73,9.09,1.25,34.5,9.76,50
KHALEEL AHMED,2020-10-24,0,31,7.75,1.69,33.5,9.23,1.5,35.0,9.88,0
KHALEEL AHMED,2021-04-17,1,24,6.0,1.59,33.35,9.14,1.5,34.25,9.39,27
KHALEEL AHMED,2021-04-21,3,21,5.25,1.56,32.83,8.97,1.25,34.25,8.89,79
KHALEEL AHMED,2021-04-25,0,42,10.5,1.63,32.21,8.77,1.5,30.25,7.56,0
KHALEEL AHMED,2021-04-28,0,36,9.0,1.55,32.7,8.86,1.0,29.5,7.38,0
KHALEEL AHMED,2021-05-02,0,41,10.25,1.48,32.86,8.86,1.0,30.75,7.69,0
KHALEEL AHMED,2021-09-22,1,33,8.25,1.41,33.23,8.93,0.75,35.0,8.75,25
KHALEEL AHMED,2021-09-25,0,22,7.33,1.39,33.22,8.9,0.25,38.0,9.5,0
KHALEEL AHMED,2022-03-27,2,27,6.75,1.33,32.75,8.83,0.25,33.0,8.71,52
KHALEEL AHMED,2022-04-02,2,34,8.5,1.36,32.52,8.75,0.75,30.75,8.14,50
