Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
JOFRA ARCHER,2018-04-22,3,22,5.5,0.0,0.0,0.0,0.0,0.0,0.0,79
JOFRA ARCHER,2018-04-29,3,26,6.5,3.0,22.0,5.5,3.0,22.0,5.5,77
JOFRA ARCHER,2018-05-02,1,31,10.0,3.0,24.0,6.0,3.0,24.0,6.0,25
JOFRA ARCHER,2018-05-06,1,43,12.65,2.33,26.33,7.33,2.33,26.33,7.33,25
JOFRA ARCHER,2018-05-08,1,32,8.0,2.0,30.5,8.66,2.0,30.5,8.66,25
JOFRA ARCHER,2018-05-11,2,42,10.5,1.8,30.8,8.53,1.5,33.0,9.29,50
JOFRA ARCHER,2018-05-13,2,16,4.0,1.83,32.67,8.86,1.25,37.0,10.29,56
JOFRA ARCHER,2018-05-15,0,43,10.75,1.86,30.29,8.16,1.5,33.25,8.79,0
JOFRA ARCHER,2018-05-19,0,37,9.25,1.62,31.88,8.49,1.25,33.25,8.31,0
JOFRA ARCHER,2018-05-23,2,33,8.25,1.44,32.44,8.57,1.0,34.5,8.62,50
JOFRA ARCHER,2019-03-25,0,17,4.25,1.5,32.5,8.54,1.0,32.25,8.06,6
JOFRA ARCHER,2019-03-29,0,42,10.5,1.36,31.09,8.15,0.5,32.5,8.12,0
JOFRA ARCHER,2019-03-31,2,17,4.25,1.25,32.0,8.35,0.5,32.25,8.06,56
JOFRA ARCHER,2019-04-02,1,47,11.75,1.31,30.85,8.03,1.0,27.25,6.81,25
JOFRA ARCHER,2019-04-07,0,14,4.67,1.29,32.0,8.3,0.75,30.75,7.69,6
JOFRA ARCHER,2019-04-11,1,19,4.75,1.2,30.8,8.05,0.75,30.0,7.79,31
JOFRA ARCHER,2019-04-13,3,39,9.75,1.19,30.06,7.85,1.0,24.25,6.36,75
JOFRA ARCHER,2019-04-16,3,15,3.75,1.29,30.59,7.96,1.25,29.75,7.73,81
JOFRA ARCHER,2019-04-20,1,22,5.5,1.39,29.72,7.73,1.75,21.75,5.73,29
JOFRA ARCHER,2019-04-22,0,31,7.75,1.37,29.32,7.61,2.0,23.75,5.94,0
JOFRA ARCHER,2019-04-25,0,28,7.0,1.3,29.4,7.62,1.75,26.75,6.69,0
JOFRA ARCHER,2020-09-22,1,26,6.5,1.24,29.33,7.59,1.0,24.0,6.0,27
JOFRA ARCHER,2020-09-27,0,46,11.5,1.23,29.18,7.54,0.5,26.75,6.69,0
JOFRA ARCHER,2020-09-30,2,18,4.5,1.17,29.91,7.71,0.25,32.75,8.19,56
JOFRA ARCHER,2020-10-03,1,18,4.5,1.21,29.42,7.58,0.75,29.5,7.38,31
JOFRA ARCHER,2020-10-06,1,34,8.5,1.2,28.96,7.45,1.0,27.0,6.75,25
JOFRA ARCHER,2020-10-09,3,24,6.0,1.19,29.15,7.49,1.0,29.0,7.25,77
JOFRA ARCHER,2020-10-11,1,25,6.25,1.26,28.96,7.44,1.75,23.5,5.88,27
JOFRA ARCHER,2020-10-14,3,19,4.75,1.25,28.82,7.4,1.5,25.25,6.31,81
JOFRA ARCHER,2020-10-17,0,38,11.18,1.31,28.48,7.3,2.0,25.5,6.38,0
JOFRA ARCHER,2020-10-19,1,20,5.0,1.27,28.8,7.43,1.75,26.5,7.04,29
JOFRA ARCHER,2020-10-22,2,21,5.25,1.26,28.52,7.35,1.25,25.5,6.8,54
JOFRA ARCHER,2020-10-25,2,31,7.75,1.28,28.28,7.29,1.5,24.5,6.54,50
JOFRA ARCHER,2020-10-30,2,26,6.5,1.3,28.36,7.3,1.25,27.5,7.3,52
JOFRA ARCHER,2020-11-01,1,19,4.75,1.32,28.29,7.28,1.75,24.5,6.12,31
JOFRA ARCHER,2023-04-02,0,33,8.25,1.31,28.03,7.21,1.75,24.25,6.06,0
JOFRA ARCHER,2023-04-22,1,42,10.5,1.28,28.17,7.24,1.25,27.25,6.81,25
JOFRA ARCHER,2023-04-30,1,35,8.75,1.27,28.54,7.32,1.0,30.0,7.5,25
JOFRA ARCHER,2023-05-03,0,56,14.0,1.26,28.71,7.36,0.75,32.25,8.06,0
JOFRA ARCHER,2023-05-06,0,24,6.0,1.23,29.41,7.53,0.5,41.5,10.38,2
JOFRA ARCHER,2025-03-23,0,76,19.0,1.2,29.28,7.49,0.5,39.25,9.81,0
JOFRA ARCHER,2025-03-26,0,33,14.35,1.17,30.41,7.77,0.25,47.75,11.94,0
JOFRA ARCHER,2025-03-30,1,13,4.33,1.14,30.48,7.93,0.0,47.25,13.34,31
JOFRA ARCHER,2025-04-05,3,25,6.25,1.14,30.07,7.85,0.25,36.5,10.92,77
JOFRA ARCHER,2025-04-09,1,30,7.5,1.18,29.95,7.81,1.0,36.75,10.98,25
JOFRA ARCHER,2025-04-13,0,36,9.0,1.18,29.96,7.8,1.25,25.25,8.11,0
JOFRA ARCHER,2025-04-16,2,32,8.0,1.15,30.09,7.83,1.25,26.0,6.77,50
JOFRA ARCHER,2025-04-19,1,32,8.0,1.17,30.13,7.83,1.5,30.75,7.69,25
