1,1,07/05/2024,Delhi Capitals,Arun Jaitley Stadium,1,1,1.00,,0,,1,1,,,,25 years 291 days
2,2,15/05/2024,Punjab Kings,Barsapara Cricket Stadium,7,8,4.00,,0,,,1,,,,25 years 299 days
3,3,19/04/2025,Gujarat Titans,Narendra Modi Stadium,1,9,3.00,,0,,,1,,,,26 years 272 days
