1,1,21/09/2020,Sunrisers Hyderabad,Dubai International Cricket Stadium,56,56,56.00,,0,,,0,,,,20 years 76 days
2,2,24/09/2020,Punjab Kings,Dubai International Cricket Stadium,1,57,28.50,,0,,,0,,,,20 years 79 days
3,3,28/09/2020,Mumbai Indians,Dubai International Cricket Stadium,54,111,37.00,,0,,1,1,,,,20 years 83 days
4,4,03/10/2020,Rajasthan Royals,Sheikh Zayed Stadium,63,174,43.50,,0,,2,3,,,,20 years 88 days
5,5,05/10/2020,Delhi Capitals,Dubai International Cricket Stadium,4,178,35.60,,0,,1,4,,,,20 years 90 days
6,6,10/10/2020,Chennai Super Kings,Dubai International Cricket Stadium,33,211,35.17,,0,,1,5,,,,20 years 95 days
7,7,12/10/2020,Kolkata Knight Riders,Sharjah Cricket Stadium,32,243,34.71,,0,,1,6,,,,20 years 97 days
8,8,15/10/2020,Punjab Kings,Sharjah Cricket Stadium,18,261,32.63,,0,,,6,,,,20 years 100 days
9,9,17/10/2020,Rajasthan Royals,Dubai International Cricket Stadium,35,296,32.89,,0,,,6,,,,20 years 102 days
10,10,21/10/2020,Kolkata Knight Riders,Sheikh Zayed Stadium,25,321,32.10,,0,,1,7,,,,20 years 106 days
11,11,25/10/2020,Chennai Super Kings,Dubai International Cricket Stadium,22,343,31.18,,0,,,7,,,,20 years 110 days
12,12,28/10/2020,Mumbai Indians,Sheikh Zayed Stadium,74,417,34.75,,0,,1,8,,,,20 years 113 days
13,13,31/10/2020,Sunrisers Hyderabad,Sharjah Cricket Stadium,5,422,32.46,,0,,,8,,,,20 years 116 days
14,14,02/11/2020,Delhi Capitals,Sheikh Zayed Stadium,50,472,33.71,,0,,,8,,,,20 years 118 days
15,15,06/11/2020,Sunrisers Hyderabad,Sheikh Zayed Stadium,1,473,31.53,,0,,,8,,,,20 years 122 days
16,16,14/04/2021,Sunrisers Hyderabad,MA Chidambaram Stadium,11,484,30.25,,0,,,8,,,,20 years 281 days
17,17,18/04/2021,Kolkata Knight Riders,MA Chidambaram Stadium,25,509,29.94,,0,,1,9,,,,20 years 285 days
18,18,22/04/2021,Rajasthan Royals,Wankhede Stadium,101*,610,35.88,,0,,,9,,,,20 years 289 days
19,19,25/04/2021,Chennai Super Kings,Wankhede Stadium,34,644,35.78,,0,,1,10,,,,20 years 292 days
20,20,27/04/2021,Delhi Capitals,Narendra Modi Stadium,17,661,34.79,,0,,,10,,,,20 years 294 days
21,21,30/04/2021,Punjab Kings,Narendra Modi Stadium,7,668,33.40,,0,,,10,,,,20 years 297 days
22,22,20/09/2021,Kolkata Knight Riders,Sheikh Zayed Stadium,22,690,32.86,,0,,,10,,,,21 years 75 days
23,23,24/09/2021,Chennai Super Kings,Sharjah Cricket Stadium,70,760,34.55,,0,,,10,,,,21 years 79 days
24,24,26/09/2021,Mumbai Indians,Dubai International Cricket Stadium,0,760,33.04,,0,,1,11,,,,21 years 81 days
25,25,29/09/2021,Rajasthan Royals,Dubai International Cricket Stadium,22,782,32.58,,0,,3,14,,,,21 years 84 days
26,26,03/10/2021,Punjab Kings,Sharjah Cricket Stadium,40,822,32.88,,0,,1,15,,,,21 years 88 days
27,27,06/10/2021,Sunrisers Hyderabad,Sheikh Zayed Stadium,41,863,33.19,,0,,,15,,,,21 years 91 days
28,28,08/10/2021,Delhi Capitals,Dubai International Cricket Stadium,0,863,31.96,,0,,,15,,,,21 years 93 days
29,29,11/10/2021,Kolkata Knight Riders,Sharjah Cricket Stadium,21,884,31.57,,0,,,15,,,,21 years 96 days
30,30,29/03/2022,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,41,925,31.90,,0,,1,16,,,,21 years 265 days
31,31,02/04/2022,Mumbai Indians,Dr DY Patil Sports Academy,7,932,31.07,,0,,1,17,,,,21 years 269 days
32,32,05/04/2022,Royal Challengers Bengaluru,Wankhede Stadium,37,969,31.26,,0,,,17,,,,21 years 272 days
33,33,10/04/2022,Lucknow Super Giants,Wankhede Stadium,29,998,31.19,,0,,,17,,,,21 years 277 days
34,34,14/04/2022,Gujarat Titans,Dr DY Patil Sports Academy,0,998,30.24,,0,,,17,,,,21 years 281 days
35,35,18/04/2022,Kolkata Knight Riders,Brabourne Stadium,24,1022,30.06,,0,,,17,,,,21 years 285 days
36,36,22/04/2022,Delhi Capitals,Wankhede Stadium,54,1076,30.74,,0,,1,18,,,,21 years 289 days
37,37,26/04/2022,Royal Challengers Bengaluru,Maharashtra Cricket Association Stadium,7,1083,30.08,,0,,1,19,,,,21 years 293 days
38,38,30/04/2022,Mumbai Indians,Dr DY Patil Sports Academy,15,1098,29.68,,0,,,19,,,,21 years 297 days
39,39,02/05/2022,Kolkata Knight Riders,Wankhede Stadium,2,1100,28.95,,0,,,19,,,,21 years 299 days
40,40,07/05/2022,Punjab Kings,Wankhede Stadium,31,1131,29.00,,0,,,19,,,,21 years 304 days
41,41,11/05/2022,Delhi Capitals,Dr DY Patil Sports Academy,48,1179,29.48,,0,,,19,,,,21 years 308 days
42,42,15/05/2022,Lucknow Super Giants,Brabourne Stadium,39,1218,29.71,,0,,,19,,,,21 years 312 days
43,43,20/05/2022,Chennai Super Kings,Brabourne Stadium,3,1221,29.07,,0,,1,20,,,,21 years 317 days
44,44,24/05/2022,Gujarat Titans,Eden Gardens,28,1249,29.05,,0,,,20,,,,21 years 321 days
45,45,27/05/2022,Royal Challengers Bengaluru,Narendra Modi Stadium,9,1258,28.59,,0,,,20,,,,21 years 324 days
46,46,29/05/2022,Gujarat Titans,Narendra Modi Stadium,2,1260,28.00,,0,,,20,,,,21 years 326 days
47,47,02/04/2023,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2,1262,27.43,,0,,,20,,,,22 years 269 days
48,48,05/04/2023,Punjab Kings,Barsapara Cricket Stadium,21,1283,27.30,,0,,,20,,,,22 years 272 days
49,49,12/04/2023,Chennai Super Kings,MA Chidambaram Stadium,38,1321,27.52,,0,,,20,,,,22 years 279 days
50,50,16/04/2023,Gujarat Titans,Narendra Modi Stadium,26,1347,27.49,,0,,,20,,,,22 years 283 days
51,51,19/04/2023,Lucknow Super Giants,Sawai Mansingh Stadium,26,1373,27.46,,0,,,20,,,,22 years 286 days
52,52,23/04/2023,Royal Challengers Bengaluru,M Chinnaswamy Stadium,52,1425,27.94,,0,,,20,,,,22 years 290 days
53,53,27/04/2023,Chennai Super Kings,Sawai Mansingh Stadium,27*,1452,28.47,,0,,1,21,,,,22 years 294 days
54,54,30/04/2023,Mumbai Indians,Wankhede Stadium,2,1454,27.96,,0,,,21,,,,22 years 297 days
55,55,05/05/2023,Gujarat Titans,Sawai Mansingh Stadium,12,1466,27.66,,0,,,21,,,,22 years 302 days
56,56,14/05/2023,Royal Challengers Bengaluru,Sawai Mansingh Stadium,4,1470,27.22,,0,,,21,,,,22 years 311 days
57,57,19/05/2023,Punjab Kings,Himachal Pradesh Cricket Association Stadium,51,1521,27.65,,0,,1,22,,,,22 years 316 days
58,58,24/03/2024,Rajasthan Royals,Sawai Mansingh Stadium,0,1521,27.16,,0,,,22,,,,23 years 261 days
59,59,30/03/2024,Punjab Kings,BRSABV Ekana Cricket Stadium,9,1530,26.84,,0,,,22,,,,23 years 267 days
60,60,02/04/2024,Royal Challengers Bengaluru,M Chinnaswamy Stadium,6,1536,26.48,,0,,3,25,,,,23 years 270 days
61,61,07/04/2024,Gujarat Titans,BRSABV Ekana Cricket Stadium,7,1543,26.15,,0,,,25,,,,23 years 275 days
62,62,12/04/2024,Delhi Capitals,BRSABV Ekana Cricket Stadium,3,1546,25.77,,0,,,25,,,,23 years 280 days
63,63,23/04/2024,Chennai Super Kings,MA Chidambaram Stadium,13,1559,25.56,,0,,,25,,,,23 years 291 days
64,64,17/05/2024,Mumbai Indians,Wankhede Stadium,0,1559,25.15,,0,,,25,,,,23 years 315 days
65,65,22/03/2025,Kolkata Knight Riders,Eden Gardens,10,1569,24.90,,0,,,25,,,,24 years 258 days
66,66,28/03/2025,Chennai Super Kings,MA Chidambaram Stadium,27,1596,24.94,,0,,,25,,,,24 years 264 days
67,67,02/04/2025,Gujarat Titans,M Chinnaswamy Stadium,4,1600,24.62,,0,,,25,,,,24 years 269 days
68,68,07/04/2025,Mumbai Indians,Wankhede Stadium,37,1637,24.80,,0,,,25,,,,24 years 274 days
69,69,10/04/2025,Delhi Capitals,M Chinnaswamy Stadium,1,1638,24.45,,0,,,25,,,,24 years 277 days
70,70,13/04/2025,Rajasthan Royals,Sawai Mansingh Stadium,40*,1678,25.04,,0,,1,26,,,,24 years 280 days
