1,1,22/09/2020,Chennai Super Kings,Sharjah Cricket Stadium,6,6,6.00,,0,,,0,,,,18 years 269 days
2,2,06/10/2020,Mumbai Indians,Sheikh Zayed Stadium,0,6,3.00,,0,,,0,,,,18 years 283 days
3,3,09/10/2020,Delhi Capitals,Sharjah Cricket Stadium,34,40,13.33,,0,,1,1,,,,18 years 286 days
4,4,24/04/2021,Kolkata Knight Riders,Wankhede Stadium,22,62,15.50,,0,,1,2,,,,19 years 117 days
5,5,29/04/2021,Mumbai Indians,Arun Jaitley Stadium,32,94,18.80,,0,,,2,,,,19 years 122 days
6,6,02/05/2021,Sunrisers Hyderabad,Arun Jaitley Stadium,12,106,17.67,,0,,,2,,,,19 years 125 days
7,7,21/09/2021,Punjab Kings,Dubai International Cricket Stadium,49,155,22.14,,0,,,2,,,,19 years 267 days
8,8,25/09/2021,Delhi Capitals,Sheikh Zayed Stadium,5,160,20.00,,0,,,2,,,,19 years 271 days
9,9,27/09/2021,Sunrisers Hyderabad,Dubai International Cricket Stadium,36,196,21.78,,0,,,2,,,,19 years 273 days
10,10,29/09/2021,Royal Challengers Bengaluru,Dubai International Cricket Stadium,31,227,22.70,,0,,,2,,,,19 years 275 days
11,11,02/10/2021,Chennai Super Kings,Sheikh Zayed Stadium,50,277,25.18,,0,,,2,,,,19 years 278 days
12,12,05/10/2021,Mumbai Indians,Sharjah Cricket Stadium,12,289,24.08,,0,,1,3,,,,19 years 281 days
13,13,07/10/2021,Kolkata Knight Riders,Sharjah Cricket Stadium,0,289,22.23,,0,,1,4,,,,19 years 283 days
14,14,29/03/2022,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,20,309,22.07,,0,,,4,,,,20 years 91 days
15,15,02/04/2022,Mumbai Indians,Dr DY Patil Sports Academy,1,310,20.67,,0,,,4,,,,20 years 95 days
16,16,05/04/2022,Royal Challengers Bengaluru,Wankhede Stadium,4,314,19.63,0/6,0,,,4,,,,20 years 98 days
17,17,07/05/2022,Punjab Kings,Wankhede Stadium,68,382,22.47,,0,,,4,,,,20 years 130 days
18,18,11/05/2022,Delhi Capitals,Dr DY Patil Sports Academy,19,401,22.28,,0,,,4,,,,20 years 134 days
19,19,15/05/2022,Lucknow Super Giants,Brabourne Stadium,41,442,23.26,,0,,1,5,,,,20 years 138 days
20,20,20/05/2022,Chennai Super Kings,Brabourne Stadium,59,501,25.05,,0,,,5,,,,20 years 143 days
21,21,24/05/2022,Gujarat Titans,Eden Gardens,3,504,24.00,,0,,,5,,,,20 years 147 days
22,22,27/05/2022,Royal Challengers Bengaluru,Narendra Modi Stadium,21,525,23.86,,0,,,5,,,,20 years 150 days
23,23,29/05/2022,Gujarat Titans,Narendra Modi Stadium,22,547,23.78,,0,,1,6,,,,20 years 152 days
24,24,02/04/2023,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,54,601,25.04,,0,,,6,,,,21 years 95 days
25,25,05/04/2023,Punjab Kings,Barsapara Cricket Stadium,11,612,24.48,,0,,,6,,,,21 years 98 days
26,26,08/04/2023,Delhi Capitals,Barsapara Cricket Stadium,60,672,25.85,,0,,,6,,,,21 years 101 days
27,27,12/04/2023,Chennai Super Kings,MA Chidambaram Stadium,10,682,25.26,,0,,2,8,,,,21 years 105 days
28,28,16/04/2023,Gujarat Titans,Narendra Modi Stadium,1,683,24.39,,0,,1,9,,,,21 years 109 days
29,29,19/04/2023,Lucknow Super Giants,Sawai Mansingh Stadium,44,727,25.07,,0,,,9,,,,21 years 112 days
30,30,23/04/2023,Royal Challengers Bengaluru,M Chinnaswamy Stadium,47,774,25.80,,0,,1,10,,,,21 years 116 days
31,31,27/04/2023,Chennai Super Kings,Sawai Mansingh Stadium,77,851,27.45,,0,,,10,,,,21 years 120 days
32,32,30/04/2023,Mumbai Indians,Wankhede Stadium,124,975,30.47,,0,,,10,,,,21 years 123 days
33,33,05/05/2023,Gujarat Titans,Sawai Mansingh Stadium,14,989,29.97,,0,,,10,,,,21 years 128 days
34,34,07/05/2023,Sunrisers Hyderabad,Sawai Mansingh Stadium,35,1024,30.12,,0,,1,11,,,,21 years 130 days
35,35,11/05/2023,Kolkata Knight Riders,Eden Gardens,98*,1122,33.00,,0,,,11,,,,21 years 134 days
36,36,14/05/2023,Royal Challengers Bengaluru,Sawai Mansingh Stadium,0,1122,32.06,,0,,2,13,,,,21 years 137 days
37,37,19/05/2023,Punjab Kings,Himachal Pradesh Cricket Association Stadium,50,1172,32.56,,0,,,13,,,,21 years 142 days
38,38,24/03/2024,Lucknow Super Giants,Sawai Mansingh Stadium,24,1196,32.32,,0,,,13,,,,22 years 87 days
39,39,28/03/2024,Delhi Capitals,Sawai Mansingh Stadium,5,1201,31.61,,0,,,13,,,,22 years 91 days
40,40,01/04/2024,Mumbai Indians,Wankhede Stadium,10,1211,31.05,,0,,,13,,,,22 years 95 days
41,41,06/04/2024,Royal Challengers Bengaluru,Sawai Mansingh Stadium,0,1211,30.28,,0,,1,14,,,,22 years 100 days
42,42,10/04/2024,Gujarat Titans,Sawai Mansingh Stadium,24,1235,30.12,,0,,,14,,,,22 years 104 days
43,43,13/04/2024,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,39,1274,30.33,,0,,,14,,,,22 years 107 days
44,44,16/04/2024,Kolkata Knight Riders,Eden Gardens,19,1293,30.07,,0,,,14,,,,22 years 110 days
45,45,22/04/2024,Mumbai Indians,Sawai Mansingh Stadium,104*,1397,32.49,,0,,,14,,,,22 years 116 days
46,46,27/04/2024,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,24,1421,32.30,,0,,,14,,,,22 years 121 days
47,47,02/05/2024,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,67,1488,33.07,,0,,1,15,,,,22 years 126 days
48,48,07/05/2024,Delhi Capitals,Arun Jaitley Stadium,4,1492,32.43,,0,,,15,,,,22 years 131 days
49,49,12/05/2024,Chennai Super Kings,MA Chidambaram Stadium,24,1516,32.26,,0,,,15,,,,22 years 136 days
50,50,15/05/2024,Punjab Kings,Barsapara Cricket Stadium,4,1520,31.67,,0,,1,16,,,,22 years 139 days
51,,19/05/2024,Kolkata Knight Riders,Barsapara Cricket Stadium,-,1520,31.67,,0,,,16,,,,22 years 143 days
52,51,22/05/2024,Royal Challengers Bengaluru,Narendra Modi Stadium,45,1565,31.94,,0,,1,17,,,,22 years 146 days
53,52,24/05/2024,Sunrisers Hyderabad,MA Chidambaram Stadium,42,1607,32.14,,0,,,17,,,,22 years 148 days
54,53,23/03/2025,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,1,1608,31.53,,0,,2,19,,,,23 years 85 days
55,54,26/03/2025,Kolkata Knight Riders,Barsapara Cricket Stadium,29,1637,31.48,,0,,,19,,,,23 years 88 days
56,55,30/03/2025,Chennai Super Kings,Barsapara Cricket Stadium,4,1641,30.96,,0,,1,20,,,,23 years 92 days
57,56,05/04/2025,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,67,1708,31.63,,0,,1,21,,,,23 years 98 days
58,57,09/04/2025,Gujarat Titans,Narendra Modi Stadium,6,1714,31.16,,0,,1,22,,,,23 years 102 days
59,58,13/04/2025,Royal Challengers Bengaluru,Sawai Mansingh Stadium,75,1789,31.95,,0,,1,23,,,,23 years 106 days
60,59,16/04/2025,Delhi Capitals,Arun Jaitley Stadium,51,1840,32.28,,0,,1,24,,,,23 years 109 days
61,60,19/04/2025,Lucknow Super Giants,Sawai Mansingh Stadium,74,1914,33.00,,0,,,24,,,,23 years 112 days
