1,,08/04/2010,Royal Challengers Bengaluru,M Chinnaswamy Stadium,-,0,,1/37,1,37.00,,0,,,,18 years 170 days
2,1,16/04/2010,Punjab Kings,Himachal Pradesh Cricket Association Stadium,15,15,15.00,0/32,1,69.00,,0,,,,18 years 178 days
3,2,18/04/2010,Delhi Capitals,Arun Jaitley Stadium,13,28,14.00,1/19,2,44.00,,0,,,,18 years 180 days
4,3,27/04/2011,Chennai Super Kings,Dr DY Patil Sports Academy,11,39,13.00,0/7,2,47.50,,0,,,,19 years 189 days
5,4,08/05/2011,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,2*,41,13.67,2/26,4,30.25,,0,,,,19 years 200 days
6,,10/05/2011,Deccan Chargers,Rajiv Gandhi International Stadium,-,41,13.67,4/25,8,18.25,,0,,,,19 years 202 days
7,5,16/05/2011,Deccan Chargers,Dr DY Patil Sports Academy,37,78,19.50,0/30,8,22.00,,0,,,,19 years 208 days
8,,21/05/2011,Delhi Capitals,Arun Jaitley Stadium,-,78,19.50,1/11,9,20.78,,0,,,,19 years 213 days
9,6,05/04/2013,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,7,85,17.00,,9,20.78,1,1,,,,21 years 167 days
10,7,07/04/2013,Punjab Kings,Maharashtra Cricket Association Stadium,15,100,16.67,0/24,9,23.44,,1,,,,21 years 169 days
11,,11/04/2013,Rajasthan Royals,Maharashtra Cricket Association Stadium,-,100,16.67,0/10,9,24.56,1,2,,,,21 years 173 days
12,8,13/04/2013,Mumbai Indians,Wankhede Stadium,38,138,19.71,1/24,10,24.50,1,3,,,,21 years 175 days
13,9,15/04/2013,Chennai Super Kings,MA Chidambaram Stadium,2,140,17.50,2/35,12,23.33,,3,,,,21 years 177 days
14,10,17/04/2013,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,14,154,17.11,1/26,13,23.54,1,4,,,,21 years 179 days
15,11,23/04/2013,Royal Challengers Bengaluru,M Chinnaswamy Stadium,25,179,17.90,1/56,14,25.86,2,6,,,,21 years 185 days
16,12,05/05/2013,Rajasthan Royals,Sawai Mansingh Stadium,35*,214,21.40,,14,25.86,1,7,,,,21 years 197 days
17,13,09/05/2013,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,5,219,19.91,2/7,16,23.06,,7,,,,21 years 201 days
18,,09/04/2016,Mumbai Indians,Wankhede Stadium,-,219,19.91,2/21,18,21.67,,7,,,,24 years 172 days
19,14,14/04/2016,Gujarat Lions,Saurashtra Cricket Association Stadium,7,226,18.83,0/10,18,22.22,,7,,,,24 years 177 days
20,,26/04/2016,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,-,226,18.83,2/14,20,20.70,,7,,,,24 years 189 days
21,15,21/09/2020,Royal Challengers Bengaluru,Dubai International Cricket Stadium,0,226,17.38,0/6,20,21.00,,7,,,,28 years 337 days
22,16,16/04/2022,Royal Challengers Bengaluru,Wankhede Stadium,14,240,17.14,,20,21.00,,7,,,,30 years 178 days
23,17,28/04/2022,Kolkata Knight Riders,Wankhede Stadium,13,253,16.87,,20,21.00,,7,,,,30 years 190 days
24,18,01/05/2022,Lucknow Super Giants,Wankhede Stadium,37,290,18.13,,20,21.00,,7,,,,30 years 193 days
25,19,05/05/2022,Sunrisers Hyderabad,Brabourne Stadium,10,300,17.65,1/36,21,21.71,,7,,,,30 years 197 days
26,20,08/05/2022,Chennai Super Kings,Dr DY Patil Sports Academy,25,325,18.06,1/34,22,22.27,,7,,,,30 years 200 days
27,21,11/05/2022,Rajasthan Royals,Dr DY Patil Sports Academy,89,414,21.79,2/25,24,21.46,,7,,,,30 years 203 days
28,22,16/05/2022,Punjab Kings,Dr DY Patil Sports Academy,63,477,23.85,,24,21.46,,7,,,,30 years 208 days
29,23,21/05/2022,Mumbai Indians,Wankhede Stadium,0,477,22.71,0/7,24,21.75,,7,,,,30 years 213 days
30,24,01/04/2023,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,0,477,21.68,,24,21.75,,7,,,,31 years 163 days
31,25,04/04/2023,Gujarat Titans,Arun Jaitley Stadium,4,481,20.91,1/24,25,21.84,,7,,,,31 years 166 days
32,26,15/04/2023,Royal Challengers Bengaluru,M Chinnaswamy Stadium,0,481,20.04,2/18,27,20.89,,7,,,,31 years 177 days
33,27,20/04/2023,Kolkata Knight Riders,Arun Jaitley Stadium,2,483,19.32,0/25,27,21.81,1,8,,,,31 years 182 days
34,28,24/04/2023,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,25,508,19.54,0/16,27,22.41,,8,,,,31 years 186 days
35,29,29/04/2023,Sunrisers Hyderabad,Arun Jaitley Stadium,63,571,21.15,4/27,31,20.39,,8,,,,31 years 191 days
36,30,06/05/2023,Royal Challengers Bengaluru,Arun Jaitley Stadium,26,597,21.32,2/21,33,19.79,,8,,,,31 years 198 days
37,31,10/05/2023,Chennai Super Kings,MA Chidambaram Stadium,5,602,20.76,3/18,36,18.64,1,9,,,,31 years 202 days
38,32,13/05/2023,Punjab Kings,Arun Jaitley Stadium,3,605,20.17,0/21,36,19.22,1,10,,,,31 years 205 days
39,33,23/03/2024,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,20,625,20.16,0/52,36,20.67,,10,,,,32 years 155 days
40,34,28/03/2024,Rajasthan Royals,Sawai Mansingh Stadium,23,648,20.25,,36,20.67,,10,,,,32 years 160 days
41,35,31/03/2024,Chennai Super Kings,Dr YS Rajasekhara Reddy Cricket Stadium,18,666,20.18,0/14,36,21.06,,10,,,,32 years 163 days
42,36,03/04/2024,Kolkata Knight Riders,Dr YS Rajasekhara Reddy Cricket Stadium,0,666,19.59,1/37,37,21.49,,10,,,,32 years 166 days
43,37,24/03/2025,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,72,738,21.09,,37,21.49,,10,,,,33 years 155 days
44,38,27/03/2025,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,52,790,21.94,,37,21.49,,10,,,,33 years 158 days
45,39,01/04/2025,Punjab Kings,BRSABV Ekana Cricket Stadium,0,790,21.35,,37,21.49,,10,,,,33 years 163 days
46,40,04/04/2025,Mumbai Indians,BRSABV Ekana Cricket Stadium,60,850,22.37,,37,21.49,,10,,,,33 years 166 days
47,41,08/04/2025,Kolkata Knight Riders,Eden Gardens,81,931,23.87,,37,21.49,,10,,,,33 years 170 days
48,42,14/04/2025,Chennai Super Kings,BRSABV Ekana Cricket Stadium,30,961,24.03,,37,21.49,,10,,,,33 years 176 days
49,43,19/04/2025,Rajasthan Royals,Sawai Mansingh Stadium,4,965,23.54,,37,21.49,,10,,,,33 years 181 days
50,44,22/04/2025,Delhi Capitals,BRSABV Ekana Cricket Stadium,45,1010,24.05,,37,21.49,,10,,,,33 years 184 days
51,45,27/04/2025,Mumbai Indians,Wankhede Stadium,34,1044,24.28,,37,21.49,1,11,,,,33 years 189 days
52,46,04/05/2025,Punjab Kings,Himachal Pradesh Cricket Association Stadium,0,1044,23.73,,37,21.49,,11,,,,33 years 196 days
53,47,19/05/2025,Sunrisers Hyderabad,BRSABV Ekana Cricket Stadium,65,1109,24.64,,37,21.49,,11,,,,33 years 211 days
54,48,22/05/2025,Gujarat Titans,Narendra Modi Stadium,117,1226,26.65,,37,21.49,,11,,,,33 years 214 days
55,49,27/05/2025,Royal Challengers Bengaluru,BRSABV Ekana Cricket Stadium,67,1293,27.51,,37,21.49,,11,,,,33 years 219 days
