1,1,07/04/2024,Mumbai Indians,Wankhede Stadium,0,0,0.00,,0,,,0,,,,19 years 167 days
2,,27/04/2024,Mumbai Indians,Arun Jaitley Stadium,-,0,0.00,,0,,,0,,,,19 years 187 days
3,2,29/04/2024,Kolkata Knight Riders,Eden Gardens,1,1,0.50,,0,,,0,,,,19 years 189 days
4,3,12/05/2024,Royal Challengers Bengaluru,M Chinnaswamy Stadium,2,3,1.00,,0,,1,1,,,,19 years 202 days
