1,,27/03/2024,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,-,0,,0/66,0,,,0,,,,17 years 354 days
2,,01/04/2024,Rajasthan Royals,Wankhede Stadium,-,0,,1/23,1,89.00,,0,,,,17 years 359 days
