1,1,04/04/2012,Mumbai Indians,MA Chidambaram Stadium,3,3,3.00,,0,,,0,,,,27 years 266 days
2,2,07/04/2012,Deccan Chargers,Dr YS Rajasekhara Reddy Cricket Stadium,39,42,21.00,0/16,0,,,0,,,,27 years 269 days
3,3,10/04/2012,Delhi Capitals,Arun Jaitley Stadium,15,57,19.00,,0,,,0,,,,27 years 272 days
4,4,12/04/2012,Royal Challengers Bengaluru,MA Chidambaram Stadium,71,128,32.00,,0,,1,1,,,,27 years 274 days
5,5,14/04/2012,Pune Warriors,Maharashtra Cricket Association Stadium,43,171,34.20,,0,,,1,,,,27 years 276 days
6,6,19/04/2012,Pune Warriors,MA Chidambaram Stadium,58,229,38.17,,0,,1,2,,,,27 years 281 days
7,7,21/04/2012,Rajasthan Royals,MA Chidambaram Stadium,73,302,43.14,,0,,,2,,,,27 years 283 days
8,,25/04/2012,Royal Challengers Bengaluru,M Chinnaswamy Stadium,-,302,43.14,,0,,,2,,,,27 years 287 days
9,8,28/04/2012,Punjab Kings,MA Chidambaram Stadium,29,331,41.38,,0,,,2,,,,27 years 290 days
10,9,30/04/2012,Kolkata Knight Riders,MA Chidambaram Stadium,3,334,37.11,,0,,1,3,,,,27 years 292 days
11,10,04/05/2012,Deccan Chargers,MA Chidambaram Stadium,42,376,37.60,,0,,,3,,,,27 years 296 days
12,11,06/05/2012,Mumbai Indians,Wankhede Stadium,9,385,35.00,,0,,1,4,,,,27 years 298 days
13,12,14/05/2012,Kolkata Knight Riders,Eden Gardens,13,398,33.17,,0,,,4,,,,27 years 306 days
14,,18/04/2014,Punjab Kings,Sheikh Zayed Stadium,-,398,33.17,,0,,,4,,,,29 years 279 days
15,13,21/04/2014,Delhi Capitals,Sheikh Zayed Stadium,24,422,32.46,,0,,2,6,,,,29 years 282 days
16,14,23/04/2014,Rajasthan Royals,Dubai International Cricket Stadium,7,429,30.64,,0,,2,8,,,,29 years 284 days
17,15,25/04/2014,Mumbai Indians,Dubai International Cricket Stadium,20,449,29.93,,0,,,8,,,,29 years 286 days
18,16,27/04/2014,Sunrisers Hyderabad,Sharjah Cricket Stadium,0,449,28.06,,0,,,8,,,,29 years 288 days
19,,02/05/2014,Kolkata Knight Riders,JSCA International Stadium Complex,-,449,28.06,,0,,1,9,,,,29 years 293 days
20,,05/05/2014,Delhi Capitals,Arun Jaitley Stadium,-,449,28.06,,0,,1,10,,,,29 years 296 days
21,17,07/05/2014,Punjab Kings,Barabati Stadium,52,501,29.47,,0,,,10,,,,29 years 298 days
22,18,10/05/2014,Mumbai Indians,Wankhede Stadium,31,532,29.56,,0,,2,12,,,,29 years 301 days
23,19,13/05/2014,Rajasthan Royals,JSCA International Stadium Complex,38,570,30.00,,0,,1,13,,,,29 years 304 days
24,20,20/05/2014,Kolkata Knight Riders,Eden Gardens,23,593,29.65,,0,,1,14,,,,29 years 311 days
25,21,22/05/2014,Sunrisers Hyderabad,JSCA International Stadium Complex,19,612,29.14,,0,,1,15,,,,29 years 313 days
26,22,24/05/2014,Royal Challengers Bengaluru,M Chinnaswamy Stadium,54*,666,31.71,,0,,,15,,,,29 years 315 days
27,23,28/05/2014,Mumbai Indians,Brabourne Stadium,35,701,31.86,,0,,1,16,,,,29 years 319 days
28,24,30/05/2014,Punjab Kings,Wankhede Stadium,0,701,30.48,,0,,1,17,,,,29 years 321 days
29,25,09/04/2015,Delhi Capitals,MA Chidambaram Stadium,32,733,30.54,,0,,1,18,,,,30 years 270 days
30,,11/04/2015,Sunrisers Hyderabad,MA Chidambaram Stadium,-,733,30.54,,0,,,18,,,,30 years 272 days
31,26,17/04/2015,Mumbai Indians,Wankhede Stadium,11,744,29.76,,0,,2,20,,,,30 years 278 days
32,27,19/04/2015,Rajasthan Royals,Narendra Modi Stadium,1,745,28.65,,0,,,20,,,,30 years 280 days
33,28,22/04/2015,Royal Challengers Bengaluru,M Chinnaswamy Stadium,33*,778,29.92,,0,,1,21,,,,30 years 283 days
34,,25/04/2015,Punjab Kings,MA Chidambaram Stadium,-,778,29.92,,0,,1,22,,,,30 years 286 days
35,29,28/04/2015,Kolkata Knight Riders,MA Chidambaram Stadium,29*,807,31.04,,0,,,22,,,,30 years 289 days
36,30,30/04/2015,Kolkata Knight Riders,Eden Gardens,20,827,30.63,,0,,,22,,,,30 years 291 days
37,31,02/05/2015,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,33,860,30.71,,0,,,22,,,,30 years 293 days
38,32,04/05/2015,Royal Challengers Bengaluru,MA Chidambaram Stadium,24,884,30.48,,0,,1,23,,,,30 years 295 days
39,33,08/05/2015,Mumbai Indians,MA Chidambaram Stadium,17,901,30.03,,0,,1,24,,,,30 years 299 days
40,34,10/05/2015,Rajasthan Royals,MA Chidambaram Stadium,29,930,30.00,,0,,1,25,,,,30 years 301 days
41,35,12/05/2015,Delhi Capitals,Shaheed Veer Narayan Sing International Stadium,29,959,29.97,,0,,,25,,,,30 years 303 days
42,36,16/05/2015,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,55,1014,30.73,,0,,,25,,,,30 years 307 days
43,37,19/05/2015,Mumbai Indians,Wankhede Stadium,45,1059,31.15,,0,,,25,,,,30 years 310 days
44,38,22/05/2015,Royal Challengers Bengaluru,JSCA International Stadium Complex,21,1080,30.86,,0,,,25,,,,30 years 313 days
45,39,24/05/2015,Mumbai Indians,Eden Gardens,1,1081,30.03,,0,,,25,,,,30 years 315 days
46,40,09/04/2016,Mumbai Indians,Wankhede Stadium,34,1115,30.14,,0,,1,26,,,,31 years 271 days
47,41,14/04/2016,Gujarat Lions,Saurashtra Cricket Association Stadium,69,1184,31.16,,0,,1,27,,,,31 years 276 days
48,42,17/04/2016,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,67,1251,32.08,,0,,,27,,,,31 years 279 days
49,43,22/04/2016,Royal Challengers Bengaluru,Maharashtra Cricket Association Stadium,2,1253,31.33,,0,,,27,,,,31 years 284 days
50,44,24/04/2016,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,4,1257,30.66,,0,,1,28,,,,31 years 286 days
51,45,26/04/2016,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,30,1287,30.64,,0,,1,29,,,,31 years 288 days
52,46,11/04/2017,Delhi Capitals,Maharashtra Cricket Association Stadium,8,1295,30.12,,0,,,29,,,,32 years 272 days
53,,26/04/2017,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,-,1295,30.12,,0,,,29,,,,32 years 287 days
54,47,22/04/2018,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,11,1306,29.68,,0,,,29,,,,33 years 283 days
55,48,30/04/2018,Delhi Capitals,Maharashtra Cricket Association Stadium,33,1339,29.76,,0,,,29,,,,33 years 291 days
56,49,03/05/2018,Kolkata Knight Riders,Eden Gardens,27,1366,29.70,,0,,,29,,,,33 years 294 days
57,50,20/05/2018,Punjab Kings,Maharashtra Cricket Association Stadium,14,1380,29.36,,0,,1,30,,,,33 years 311 days
58,51,22/05/2018,Sunrisers Hyderabad,Wankhede Stadium,67*,1447,30.79,,0,,,30,,,,33 years 313 days
59,52,27/05/2018,Sunrisers Hyderabad,Wankhede Stadium,10,1457,30.35,,0,,,30,,,,33 years 318 days
60,53,06/04/2019,Punjab Kings,MA Chidambaram Stadium,54,1511,30.84,,0,,2,32,,,,34 years 267 days
61,54,09/04/2019,Kolkata Knight Riders,MA Chidambaram Stadium,43*,1554,31.71,,0,,,32,,,,34 years 270 days
62,55,11/04/2019,Rajasthan Royals,Sawai Mansingh Stadium,7,1561,31.22,,0,,,32,,,,34 years 272 days
63,56,14/04/2019,Kolkata Knight Riders,Eden Gardens,24,1585,31.08,,0,,4,36,,,,34 years 275 days
64,57,17/04/2019,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,45,1630,31.35,,0,,2,38,,,,34 years 278 days
65,58,21/04/2019,Royal Challengers Bengaluru,M Chinnaswamy Stadium,5,1635,30.85,,0,,2,40,,,,34 years 282 days
66,59,23/04/2019,Sunrisers Hyderabad,MA Chidambaram Stadium,1,1636,30.30,,0,,,40,,,,34 years 284 days
