1,1,27/04/2025,Delhi Capitals,Arun Jaitley Stadium,12,12,12.00,,0,,1,1,,,,21 years 186 days
2,2,03/05/2025,Chennai Super Kings,M Chinnaswamy Stadium,55,67,33.50,,0,,,1,,,,21 years 192 days
