1,,06/04/2023,Royal Challengers Bengaluru,Eden Gardens,-,0,,3/30,3,10.00,,0,,,,19 years 326 days
2,,09/04/2023,Gujarat Titans,Narendra Modi Stadium,-,0,,1/35,4,16.25,,0,,,,19 years 329 days
3,,14/04/2023,Sunrisers Hyderabad,Eden Gardens,-,0,,0/44,4,27.25,,0,,,,19 years 334 days
4,,16/04/2023,Mumbai Indians,Wankhede Stadium,-,0,,2/27,6,22.67,,0,,,,19 years 336 days
5,,23/04/2023,Chennai Super Kings,Eden Gardens,-,0,,1/29,7,23.57,,0,,,,19 years 343 days
6,,26/04/2023,Royal Challengers Bengaluru,M Chinnaswamy Stadium,-,0,,2/30,9,21.67,,0,,,,19 years 346 days
7,,29/04/2023,Gujarat Titans,Eden Gardens,-,0,,0/37,9,25.78,,0,,,,19 years 349 days
8,,08/05/2023,Punjab Kings,Eden Gardens,-,0,,1/26,10,25.80,,0,,,,19 years 358 days
9,,11/05/2023,Rajasthan Royals,Eden Gardens,-,0,,0/22,10,28.00,,0,,,,19 years 361 days
10,,14/05/2023,Chennai Super Kings,MA Chidambaram Stadium,-,0,,0/29,10,30.90,,0,,,,19 years 364 days
11,,20/05/2023,Lucknow Super Giants,Eden Gardens,-,0,,0/12,10,32.10,,0,,,,20 years 5 days
12,,23/03/2024,Sunrisers Hyderabad,Eden Gardens,-,0,,0/18,10,33.90,1,1,,,,20 years 313 days
13,,21/04/2024,Royal Challengers Bengaluru,Eden Gardens,-,0,,0/33,10,37.20,,1,,,,20 years 342 days
14,,22/03/2025,Kolkata Knight Riders,Eden Gardens,-,0,,1/47,11,38.09,,1,,,,21 years 311 days
15,,28/03/2025,Chennai Super Kings,MA Chidambaram Stadium,-,0,,0/32,11,41.00,,1,,,,21 years 317 days
16,,07/04/2025,Mumbai Indians,Wankhede Stadium,-,0,,0/32,11,43.91,,1,,,,21 years 327 days
17,,10/04/2025,Delhi Capitals,M Chinnaswamy Stadium,-,0,,1/25,12,42.33,,1,,,,21 years 330 days
18,,13/04/2025,Rajasthan Royals,Sawai Mansingh Stadium,-,0,,0/39,12,45.58,,1,,,,21 years 333 days
19,,18/04/2025,Punjab Kings,M Chinnaswamy Stadium,-,0,,0/25,12,47.67,1,2,,,,21 years 338 days
20,,20/04/2025,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,-,0,,2/26,14,42.71,,2,,,,21 years 340 days
21,,24/04/2025,Rajasthan Royals,M Chinnaswamy Stadium,-,0,,0/31,14,44.93,,2,,,,21 years 344 days
22,,27/04/2025,Delhi Capitals,Arun Jaitley Stadium,-,0,,0/22,14,46.50,,2,,,,21 years 347 days
23,,03/05/2025,Chennai Super Kings,M Chinnaswamy Stadium,-,0,,0/43,14,49.57,,2,,,,21 years 353 days
24,,23/05/2025,Sunrisers Hyderabad,BRSABV Ekana Cricket Stadium,-,0,,1/45,15,49.27,,2,,,,22 years 8 days
25,,27/05/2025,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,-,0,,0/39,15,51.87,,2,,,,22 years 12 days
26,,29/05/2025,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,-,0,,3/17,18,44.17,,2,,,,22 years 14 days
