1,1,08/04/2018,Royal Challengers Bengaluru,Eden Gardens,6,6,6.00,,0,,1,1,,,,20 years 178 days
2,2,10/04/2018,Chennai Super Kings,MA Chidambaram Stadium,2,8,4.00,,0,,1,2,,,,20 years 180 days
3,3,03/05/2018,Chennai Super Kings,Eden Gardens,16,24,8.00,,0,,,2,,,,20 years 203 days
4,4,09/05/2018,Mumbai Indians,Eden Gardens,5,29,7.25,,0,,2,4,,,,20 years 209 days
5,5,21/04/2019,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,30,59,11.80,,0,,,4,,,,21 years 191 days
6,6,25/04/2019,Rajasthan Royals,Eden Gardens,3*,62,12.40,,0,,1,5,,,,21 years 195 days
7,,28/04/2019,Mumbai Indians,Eden Gardens,-,62,12.40,,0,,,5,,,,21 years 198 days
8,,03/05/2019,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,-,62,12.40,,0,,,5,,,,21 years 203 days
9,7,05/05/2019,Mumbai Indians,Wankhede Stadium,4,66,11.00,,0,,,5,,,,21 years 205 days
10,8,29/10/2020,Chennai Super Kings,Dubai International Cricket Stadium,11,77,11.00,,0,,1,6,,,,23 years 17 days
11,9,23/04/2022,Gujarat Titans,Dr DY Patil Sports Academy,35,112,14.00,,0,,4,10,,,,24 years 193 days
12,10,28/04/2022,Delhi Capitals,Wankhede Stadium,23,135,15.00,,0,,,10,,,,24 years 198 days
13,11,02/05/2022,Rajasthan Royals,Wankhede Stadium,42*,177,19.67,,0,,2,12,,,,24 years 202 days
14,12,07/05/2022,Lucknow Super Giants,Maharashtra Cricket Association Stadium,6,183,18.30,,0,,1,13,,,,24 years 207 days
15,13,09/05/2022,Mumbai Indians,Dr DY Patil Sports Academy,23*,206,20.60,,0,,1,14,,,,24 years 209 days
16,14,14/05/2022,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,5,211,19.18,,0,,,14,,,,24 years 214 days
17,15,18/05/2022,Lucknow Super Giants,Dr DY Patil Sports Academy,40,251,20.92,,0,,,14,,,,24 years 218 days
18,16,01/04/2023,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,4,255,19.62,,0,,1,15,,,,25 years 171 days
19,17,06/04/2023,Royal Challengers Bengaluru,Eden Gardens,46,301,21.50,,0,,,15,,,,25 years 176 days
20,18,09/04/2023,Gujarat Titans,Narendra Modi Stadium,48*,349,24.93,,0,,,15,,,,25 years 179 days
21,19,14/04/2023,Sunrisers Hyderabad,Eden Gardens,58*,407,29.07,,0,,,15,,,,25 years 184 days
22,20,16/04/2023,Mumbai Indians,Wankhede Stadium,18,425,28.33,,0,,,15,,,,25 years 186 days
23,21,20/04/2023,Delhi Capitals,Arun Jaitley Stadium,6,431,26.94,,0,,1,16,,,,25 years 190 days
24,22,23/04/2023,Chennai Super Kings,Eden Gardens,53*,484,30.25,,0,,1,17,,,,25 years 193 days
25,23,26/04/2023,Royal Challengers Bengaluru,M Chinnaswamy Stadium,18*,502,31.38,,0,,2,19,,,,25 years 196 days
26,24,29/04/2023,Gujarat Titans,Eden Gardens,19,521,30.65,,0,,,19,,,,25 years 199 days
27,25,04/05/2023,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,46,567,31.50,,0,,1,20,,,,25 years 204 days
28,26,08/05/2023,Punjab Kings,Eden Gardens,21*,588,32.67,,0,,,20,,,,25 years 208 days
29,27,11/05/2023,Rajasthan Royals,Eden Gardens,16,604,31.79,,0,,,20,,,,25 years 211 days
30,28,14/05/2023,Chennai Super Kings,MA Chidambaram Stadium,54,658,32.90,,0,,1,21,,,,25 years 214 days
31,29,20/05/2023,Lucknow Super Giants,Eden Gardens,67*,725,36.25,,0,,1,22,,,,25 years 220 days
32,30,23/03/2024,Sunrisers Hyderabad,Eden Gardens,23,748,35.62,,0,,2,24,,,,26 years 163 days
33,31,29/03/2024,Royal Challengers Bengaluru,M Chinnaswamy Stadium,5*,753,35.86,,0,,,24,,,,26 years 169 days
34,32,03/04/2024,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,26,779,35.41,,0,,,24,,,,26 years 174 days
35,33,08/04/2024,Chennai Super Kings,MA Chidambaram Stadium,9,788,34.26,,0,,,24,,,,26 years 179 days
36,,14/04/2024,Lucknow Super Giants,Eden Gardens,-,788,34.26,,0,,,24,,,,26 years 185 days
37,34,16/04/2024,Rajasthan Royals,Eden Gardens,20*,808,35.13,,0,,,24,,,,26 years 187 days
38,35,21/04/2024,Royal Challengers Bengaluru,Eden Gardens,24,832,34.67,,0,,,24,,,,26 years 192 days
39,36,26/04/2024,Punjab Kings,Eden Gardens,5,837,33.48,,0,,,24,,,,26 years 197 days
40,37,29/04/2024,Delhi Capitals,Eden Gardens,11,848,32.62,,0,,,24,,,,26 years 200 days
41,38,03/05/2024,Mumbai Indians,Wankhede Stadium,9,857,31.74,,0,,,24,,,,26 years 204 days
42,39,05/05/2024,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,16,873,31.18,,0,,,24,,,,26 years 206 days
43,40,11/05/2024,Mumbai Indians,Eden Gardens,20,893,30.79,,0,,1,25,,,,26 years 212 days
44,,19/05/2024,Rajasthan Royals,Barsapara Cricket Stadium,-,893,30.79,,0,,,25,,,,26 years 220 days
45,,21/05/2024,Sunrisers Hyderabad,Narendra Modi Stadium,-,893,30.79,,0,,,25,,,,26 years 222 days
46,,26/05/2024,Sunrisers Hyderabad,MA Chidambaram Stadium,-,893,30.79,,0,,,25,,,,26 years 227 days
