1,,30/04/2022,Rajasthan Royals,Dr DY Patil Sports Academy,-,0,,1/19,1,19.00,,0,,,,24 years 125 days
2,,06/05/2022,Gujarat Titans,Brabourne Stadium,-,0,,0/29,1,48.00,,0,,,,24 years 131 days
3,1,09/05/2022,Kolkata Knight Riders,Dr DY Patil Sports Academy,3,3,3.00,2/32,3,26.67,,0,,,,24 years 134 days
4,,12/05/2022,Chennai Super Kings,Wankhede Stadium,-,3,3.00,2/22,5,20.40,,0,,,,24 years 137 days
5,,08/04/2023,Chennai Super Kings,Wankhede Stadium,-,3,3.00,1/24,6,21.00,,0,,,,25 years 103 days
6,,25/04/2023,Gujarat Titans,Narendra Modi Stadium,-,3,3.00,1/39,7,23.57,,0,,,,25 years 120 days
7,,30/04/2023,Rajasthan Royals,Wankhede Stadium,-,3,3.00,0/14,7,25.57,,0,,,,25 years 125 days
8,,03/05/2023,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,-,3,3.00,0/24,7,29.00,,0,,,,25 years 128 days
9,,09/05/2023,Royal Challengers Bengaluru,Wankhede Stadium,-,3,3.00,1/35,8,29.75,,0,,,,25 years 134 days
10,,12/05/2023,Gujarat Titans,Wankhede Stadium,-,3,3.00,2/37,10,27.50,,0,,,,25 years 137 days
11,,21/05/2023,Sunrisers Hyderabad,Wankhede Stadium,-,3,3.00,0/39,10,31.40,1,1,,,,25 years 146 days
12,2,26/05/2023,Gujarat Titans,Narendra Modi Stadium,6,9,4.50,0/15,10,32.90,,1,,,,25 years 151 days
13,3,30/03/2025,Chennai Super Kings,Barsapara Cricket Stadium,1,10,3.33,0/10,10,33.90,,1,,,,27 years 94 days
14,,05/04/2025,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,-,10,3.33,1/21,11,32.73,,1,,,,27 years 100 days
15,,13/04/2025,Royal Challengers Bengaluru,Sawai Mansingh Stadium,-,10,3.33,1/25,12,32.08,,1,,,,27 years 108 days
