1,1,27/04/2016,Gujarat Lions,Arun Jaitley Stadium,20,20,20.00,,0,,,0,,,,18 years 206 days
2,2,30/04/2016,Kolkata Knight Riders,Arun Jaitley Stadium,4,24,12.00,,0,,,0,,,,18 years 209 days
3,3,03/05/2016,Gujarat Lions,Saurashtra Cricket Association Stadium,69,93,31.00,,0,,1,1,,,,18 years 212 days
4,4,05/05/2016,Rising Pune Supergiant,Arun Jaitley Stadium,2,95,23.75,,0,,,1,,,,18 years 214 days
5,5,07/05/2016,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,4*,99,24.75,,0,,,1,,,,18 years 216 days
6,6,12/05/2016,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,39*,138,34.50,,0,,1,2,,,,18 years 221 days
7,7,15/05/2016,Mumbai Indians,Dr YS Rajasekhara Reddy Cricket Stadium,23,161,32.20,,0,,1,3,,,,18 years 224 days
8,8,17/05/2016,Rising Pune Supergiant,Dr YS Rajasekhara Reddy Cricket Stadium,4,165,27.50,,0,,,3,,,,18 years 226 days
9,9,20/05/2016,Sunrisers Hyderabad,Shaheed Veer Narayan Sing International Stadium,32,197,28.14,,0,,,3,,,,18 years 229 days
10,10,22/05/2016,Royal Challengers Bengaluru,Shaheed Veer Narayan Sing International Stadium,1,198,24.75,,0,,,3,,,,18 years 231 days
11,11,08/04/2017,Royal Challengers Bengaluru,M Chinnaswamy Stadium,57,255,28.33,,0,,,3,,1,1,19 years 186 days
12,12,11/04/2017,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,31,286,28.60,,0,,,3,3,,4,19 years 189 days
13,13,15/04/2017,Punjab Kings,Arun Jaitley Stadium,15,301,27.36,,0,,,3,,,4,19 years 193 days
14,14,17/04/2017,Kolkata Knight Riders,Arun Jaitley Stadium,38,339,28.25,,0,,,3,1,1,6,19 years 195 days
15,15,19/04/2017,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,0,339,26.08,,0,,,3,,,6,19 years 197 days
16,16,22/04/2017,Mumbai Indians,Wankhede Stadium,0,339,24.21,,0,,,3,1,,7,19 years 200 days
17,17,28/04/2017,Kolkata Knight Riders,Eden Gardens,6,345,23.00,,0,,,3,,,7,19 years 206 days
18,18,30/04/2017,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,3,348,21.75,,0,,,3,,,7,19 years 208 days
19,19,02/05/2017,Sunrisers Hyderabad,Arun Jaitley Stadium,34,382,22.47,,0,,,3,,,7,19 years 210 days
