1,1,17/04/2013,Pune Warriors,Maharashtra Cricket Association Stadium,2,2,2.00,,0,,1,1,,,,20 years 121 days
2,2,19/04/2013,Punjab Kings,Rajiv Gandhi International Stadium,0,2,1.00,,0,,,1,1,,1,20 years 123 days
3,3,25/04/2013,Chennai Super Kings,MA Chidambaram Stadium,4,6,2.00,,0,,,1,1,1,3,20 years 129 days
4,4,25/04/2014,Sunrisers Hyderabad,Dubai International Cricket Stadium,48,54,13.50,,0,,,1,,,3,21 years 129 days
5,5,27/04/2014,Mumbai Indians,Sharjah Cricket Stadium,16,70,14.00,,0,,2,3,,,3,21 years 131 days
6,6,03/05/2014,Rajasthan Royals,Arun Jaitley Stadium,42,112,18.67,,0,,,3,,,3,21 years 137 days
7,7,05/05/2014,Chennai Super Kings,Arun Jaitley Stadium,24,136,19.43,,0,,,3,,,3,21 years 139 days
8,8,07/05/2014,Kolkata Knight Riders,Arun Jaitley Stadium,10,146,18.25,,0,,,3,,,3,21 years 141 days
9,9,10/05/2014,Sunrisers Hyderabad,Arun Jaitley Stadium,7,153,17.00,,0,,,3,,,3,21 years 144 days
10,10,13/05/2014,Royal Challengers Bengaluru,M Chinnaswamy Stadium,6,159,15.90,,0,,,3,,,3,21 years 147 days
11,11,09/05/2015,Sunrisers Hyderabad,Shaheed Veer Narayan Sing International Stadium,50,209,19.00,,0,,,3,,,3,22 years 143 days
12,12,12/05/2015,Chennai Super Kings,Shaheed Veer Narayan Sing International Stadium,3,212,17.67,,0,,,3,,,3,22 years 146 days
13,13,17/05/2015,Royal Challengers Bengaluru,M Chinnaswamy Stadium,69,281,21.62,,0,,,3,,,3,22 years 151 days
14,14,10/04/2016,Kolkata Knight Riders,Eden Gardens,17,298,21.29,,0,,,3,,,3,23 years 115 days
15,15,15/04/2016,Punjab Kings,Arun Jaitley Stadium,59*,357,25.50,,0,,,3,,1,4,23 years 120 days
16,16,17/04/2016,Royal Challengers Bengaluru,M Chinnaswamy Stadium,108,465,31.00,,0,,,3,,,4,23 years 122 days
17,17,23/04/2016,Mumbai Indians,Arun Jaitley Stadium,9,474,29.63,,0,,,3,,,4,23 years 128 days
18,18,27/04/2016,Gujarat Lions,Arun Jaitley Stadium,5,479,28.18,,0,,,3,1,,5,23 years 132 days
19,19,30/04/2016,Kolkata Knight Riders,Arun Jaitley Stadium,1,480,26.67,,0,,,3,,,5,23 years 135 days
20,20,03/05/2016,Gujarat Lions,Saurashtra Cricket Association Stadium,46,526,27.68,,0,,,3,,1,6,23 years 138 days
21,21,07/05/2016,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,52,578,28.90,,0,,,3,,,6,23 years 142 days
22,22,12/05/2016,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,44,622,29.62,,0,,,3,,,6,23 years 147 days
23,23,15/05/2016,Mumbai Indians,Dr YS Rajasekhara Reddy Cricket Stadium,40,662,30.09,,0,,,3,1,,7,23 years 150 days
24,24,17/05/2016,Rising Pune Supergiant,Dr YS Rajasekhara Reddy Cricket Stadium,2,664,28.87,,0,,,3,,,7,23 years 152 days
25,25,20/05/2016,Sunrisers Hyderabad,Shaheed Veer Narayan Sing International Stadium,2,666,27.75,,0,,,3,,,7,23 years 155 days
26,26,22/05/2016,Royal Challengers Bengaluru,Shaheed Veer Narayan Sing International Stadium,60,726,29.04,,0,,,3,,,7,23 years 157 days
27,27,08/04/2018,Kolkata Knight Riders,Eden Gardens,4,730,28.08,,0,,,3,1,,8,25 years 112 days
28,28,13/04/2018,Punjab Kings,M Chinnaswamy Stadium,45,775,28.70,,0,,,3,1,2,11,25 years 117 days
29,29,15/04/2018,Rajasthan Royals,M Chinnaswamy Stadium,26,801,28.61,,0,,,3,1,,12,25 years 119 days
30,30,17/04/2018,Mumbai Indians,Wankhede Stadium,19,820,28.28,,0,,,3,1,,13,25 years 121 days
31,31,21/04/2018,Delhi Capitals,M Chinnaswamy Stadium,18,838,27.93,,0,,,3,,,13,25 years 125 days
32,32,25/04/2018,Chennai Super Kings,M Chinnaswamy Stadium,53,891,28.74,,0,,,3,,1,14,25 years 129 days
