Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,09/04/2015,2nd,4,Chennai Super Kings,MA Chidambaram Stadium,c F du Plessis b A Nehra,7,7,100.00,,7,7,7.00,100.00
2,2,12/04/2015,1st,2,Rajasthan Royals,Arun Jaitley Stadium,c T G Southee b C H Morris,40,30,133.33,,47,37,23.50,127.03
3,3,15/04/2015,2nd,2,Punjab Kings,Maharashtra Cricket Association Stadium,c Anureet Singh b Sandeep Sharma,6,5,120.00,,53,42,17.67,126.19
4,4,18/04/2015,1st,2,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,c D A Warner b P Kumar,60,40,150.00,,113,82,28.25,137.80
5,5,20/04/2015,1st,2,Kolkata Knight Riders,Arun Jaitley Stadium,b P P Chawla,31,24,129.17,,144,106,28.80,135.85
6,6,23/04/2015,1st,2,Mumbai Indians,Arun Jaitley Stadium,b S L Malinga,83,56,148.21,,227,162,37.83,140.12
7,7,26/04/2015,1st,2,Royal Challengers Bengaluru,Arun Jaitley Stadium,lbw b M A Starc,0,1,0.00,,227,163,32.43,139.26
8,8,01/05/2015,2nd,2,Punjab Kings,Arun Jaitley Stadium,c A R Patel b S N Thakur,54,40,135.00,,281,203,35.13,138.42
9,9,03/05/2015,2nd,2,Rajasthan Royals,Brabourne Stadium,b S R Watson,9,12,75.00,,290,215,32.22,134.88
10,10,05/05/2015,1st,2,Mumbai Indians,Wankhede Stadium,c R Vinay Kumar b Harbhajan Singh,19,18,105.56,,309,233,30.90,132.62
11,11,07/05/2015,2nd,2,Kolkata Knight Riders,Eden Gardens,b G B Hogg,40,35,114.29,,349,268,31.73,130.22
12,12,09/05/2015,2nd,2,Sunrisers Hyderabad,Shaheed Veer Narayan Sing International Stadium,c & b B Kumar,0,7,0.00,,349,275,29.08,126.91
13,13,12/05/2015,2nd,2,Chennai Super Kings,Shaheed Veer Narayan Sing International Stadium,not out,70*,49,142.86,,419,324,34.92,129.32
14,14,17/05/2015,1st,2,Royal Challengers Bengaluru,M Chinnaswamy Stadium,c C H Gayle b H V Patel,20,18,111.11,,439,342,33.77,128.36
15,15,10/04/2016,1st,3,Kolkata Knight Riders,Eden Gardens,lbw b A D Russell,0,3,0.00,,439,345,31.36,127.25
16,16,15/04/2016,2nd,2,Punjab Kings,Arun Jaitley Stadium,c †W P Saha b Sandeep Sharma,3,5,60.00,,442,350,29.47,126.29
17,17,17/04/2016,2nd,2,Royal Challengers Bengaluru,M Chinnaswamy Stadium,c D Wiese b S Aravind,0,4,0.00,,442,354,27.63,124.86
18,18,23/04/2016,1st,2,Mumbai Indians,Arun Jaitley Stadium,c A T Rayudu b H H Pandya,19,20,95.00,,461,374,27.12,123.26
19,19,30/04/2016,1st,2,Kolkata Knight Riders,Arun Jaitley Stadium,lbw b A D Russell,0,1,0.00,,461,375,25.61,122.93
20,20,17/05/2016,1st,2,Rising Pune Supergiant,Dr YS Rajasekhara Reddy Cricket Stadium,c U T Khawaja b A B Dinda,8,10,80.00,,469,385,24.68,121.82
21,21,15/04/2017,1st,4,Punjab Kings,Arun Jaitley Stadium,c E J G Morgan b M M Sharma,22,17,129.41,,491,402,24.55,122.14
22,22,17/04/2017,1st,4,Kolkata Knight Riders,Arun Jaitley Stadium,run out,26,17,152.94,,517,419,24.62,123.39
23,23,19/04/2017,2nd,5,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,not out,50*,31,161.29,,567,450,27.00,126.00
24,24,22/04/2017,2nd,4,Mumbai Indians,Wankhede Stadium,c †P A Patel b M J McClenaghan,6,7,85.71,,573,457,26.05,125.38
25,25,28/04/2017,1st,3,Kolkata Knight Riders,Eden Gardens,lbw b N M Coulter-Nile,47,34,138.24,,620,491,26.96,126.27
26,26,30/04/2017,1st,4,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,c & b Sandeep Sharma,6,7,85.71,,626,498,26.08,125.70
27,27,02/05/2017,2nd,4,Sunrisers Hyderabad,Arun Jaitley Stadium,c Mohammed Siraj b B Kumar,33,25,132.00,,659,523,26.36,126.00
28,28,04/05/2017,2nd,4,Gujarat Lions,Arun Jaitley Stadium,not out,14*,8,175.00,,673,531,26.92,126.74
29,29,06/05/2017,2nd,3,Mumbai Indians,Barabati Stadium,c Harbhajan Singh b S L Malinga,3,6,50.00,,676,537,26.00,125.88
30,30,10/05/2017,2nd,4,Gujarat Lions,Green Park,b Basil Thampi,96,57,168.42,,772,594,28.59,129.97
31,31,12/05/2017,1st,3,Rising Pune Supergiant,Arun Jaitley Stadium,c †M S Dhoni b J D Unadkat,3,4,75.00,,775,598,27.68,129.60
32,32,14/05/2017,2nd,3,Royal Challengers Bengaluru,Arun Jaitley Stadium,c S R Watson b H V Patel,32,30,106.67,,807,628,27.83,128.50
33,33,08/04/2018,1st,3,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,c †K L Rahul b A R Patel,11,11,100.00,,818,639,27.27,128.01
34,34,11/04/2018,2nd,6,Rajasthan Royals,Sawai Mansingh Stadium,not out,0*,0,-,,818,639,27.27,128.01
35,35,14/04/2018,2nd,5,Mumbai Indians,Wankhede Stadium,not out,27*,20,135.00,,845,659,28.17,128.22
36,36,16/04/2018,2nd,3,Kolkata Knight Riders,Eden Gardens,c N Rana b A D Russell,4,3,133.33,,849,662,27.39,128.25
37,37,21/04/2018,1st,3,Royal Challengers Bengaluru,M Chinnaswamy Stadium,c Mohammed Siraj b Washington Sundar,52,31,167.74,,901,693,28.16,130.01
38,38,23/04/2018,2nd,4,Punjab Kings,Arun Jaitley Stadium,c A J Finch b Mujeeb Ur Rahman,57,45,126.67,,958,738,29.03,129.81
39  (c),39,27/04/2018,1st,3,Kolkata Knight Riders,Arun Jaitley Stadium,not out,93*,40,232.50,,1051,778,31.85,135.09
40  (c),40,30/04/2018,2nd,3,Chennai Super Kings,Maharashtra Cricket Association Stadium,run out,13,14,92.86,,1064,792,31.29,134.34
41  (c),41,02/05/2018,1st,3,Rajasthan Royals,Arun Jaitley Stadium,c R A Tripathi b J D Unadkat,50,35,142.86,,1114,827,31.83,134.70
42  (c),42,05/05/2018,1st,3,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c S Dhawan b S Kaul,44,36,122.22,,1158,863,32.17,134.18
43  (c),43,10/05/2018,1st,3,Sunrisers Hyderabad,Arun Jaitley Stadium,run out,3,8,37.50,,1161,871,31.38,133.30
44  (c),44,12/05/2018,1st,3,Royal Challengers Bengaluru,Arun Jaitley Stadium,c V Kohli b Mohammed Siraj,32,35,91.43,,1193,906,31.39,131.68
45  (c),45,18/05/2018,1st,2,Chennai Super Kings,Arun Jaitley Stadium,b L Ngidi,19,22,86.36,,1212,928,31.08,130.60
46  (c),46,20/05/2018,1st,3,Mumbai Indians,Arun Jaitley Stadium,c K H Pandya b M Markande,6,10,60.00,,1218,938,30.45,129.85
47  (c),47,24/03/2019,1st,3,Mumbai Indians,Wankhede Stadium,c K A Pollard b M J McClenaghan,16,10,160.00,,1234,948,30.10,130.17
48  (c),48,26/03/2019,1st,3,Chennai Super Kings,Arun Jaitley Stadium,lbw b Imran Tahir,18,20,90.00,,1252,968,29.81,129.34
