Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,22/03/2024,2nd,-,Royal Challengers Bengaluru,MA Chidambaram Stadium,did not bat,-,-,-,,0,0,,-
2,1,26/03/2024,1st,6,Gujarat Titans,MA Chidambaram Stadium,c D A Miller b M M Sharma,14,6,233.33,,14,6,14.00,233.33
3,2,31/03/2024,2nd,6,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,c K K Ahmed b M Kumar,0,1,0.00,,14,7,7.00,200.00
4,,08/04/2024,2nd,-,Kolkata Knight Riders,MA Chidambaram Stadium,did not bat,-,-,-,,14,7,7.00,200.00
5,,14/04/2024,1st,-,Mumbai Indians,Wankhede Stadium,did not bat,-,-,-,,14,7,7.00,200.00
6,3,19/04/2024,1st,6,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,st K L Rahul b K H Pandya,1,5,20.00,,15,12,5.00,125.00
7,4,01/05/2024,1st,5,Punjab Kings,MA Chidambaram Stadium,c H V Patel b K Rabada,21,23,91.30,,36,35,9.00,102.86
8,5,12/05/2024,2nd,7,Rajasthan Royals,MA Chidambaram Stadium,not out,15*,8,187.50,,51,43,12.75,118.60
9,6,24/03/2025,2nd,4,Lucknow Super Giants,Dr YS Rajasekhara Reddy Cricket Stadium,c †R R Pant b M Siddharth,4,4,100.00,,55,47,11.00,117.02
10,7,05/04/2025,1st,5,Chennai Super Kings,MA Chidambaram Stadium,c R A Jadeja b K K Ahmed,20,15,133.33,,75,62,12.50,120.97
