Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,24/03/2024,1st,4,Mumbai Indians,Narendra Modi Stadium,c Tilak Varma b G Coetzee,17,11,154.55,,17,11,17.00,154.55
2,2,26/03/2024,2nd,6,Chennai Super Kings,MA Chidambaram Stadium,c R Ravindra b T U Deshpande,11,10,110.00,,28,21,14.00,133.33
3,,31/03/2024,2nd,-,Sunrisers Hyderabad,Narendra Modi Stadium,did not bat,-,-,-,,28,21,14.00,133.33
4,,04/04/2024,1st,-,Punjab Kings,Narendra Modi Stadium,did not bat,-,-,-,,28,21,14.00,133.33
5,3,21/04/2024,2nd,5,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,c †J M Sharma b H V Patel,13,10,130.00,,41,31,13.67,132.26
6,4,24/04/2024,2nd,4,Delhi Capitals,Arun Jaitley Stadium,c J Fraser-McGurk b A R Patel,1,2,50.00,,42,33,10.50,127.27
7,,28/04/2024,1st,-,Royal Challengers Bengaluru,Narendra Modi Stadium,did not bat,-,-,-,,42,33,10.50,127.27
8,5,25/03/2025,1st,4,Gujarat Titans,Narendra Modi Stadium,c Arshad Khan b R S Kishore,16,15,106.67,,58,48,11.60,120.83
9,,26/04/2025,1st,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,58,48,11.60,120.83
10,,30/04/2025,2nd,-,Chennai Super Kings,MA Chidambaram Stadium,did not bat,-,-,-,,58,48,11.60,120.83
11,,04/05/2025,1st,-,Lucknow Super Giants,Himachal Pradesh Cricket Association Stadium,did not bat,-,-,-,,58,48,11.60,120.83
12,6,18/05/2025,1st,7,Rajasthan Royals,Sawai Mansingh Stadium,not out,21*,9,233.33,,79,57,15.80,138.60
13,7,24/05/2025,1st,8,Delhi Capitals,Sawai Mansingh Stadium,c S Rizvi b Kuldeep Yadav,1,3,33.33,,80,60,13.33,133.33
14,8,29/05/2025,1st,9,Royal Challengers Bengaluru,Maharaja Yadavindra Singh International Cricket St,c †J M Sharma b J R Hazlewood,18,12,150.00,,98,72,14.00,136.11
15,,01/06/2025,2nd,-,Mumbai Indians,Narendra Modi Stadium,did not bat,-,-,-,,98,72,14.00,136.11
