Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,09/04/2022,1st,-,Sunrisers Hyderabad,Dr DY Patil Sports Academy,did not bat,-,-,-,,0,0,,-
2,,12/04/2022,1st,-,Royal Challengers Bengaluru,Dr DY Patil Sports Academy,did not bat,-,-,-,,0,0,,-
3,,17/04/2022,1st,-,Gujarat Titans,Maharashtra Cricket Association Stadium,did not bat,-,-,-,,0,0,,-
4,,21/04/2022,2nd,-,Mumbai Indians,Dr DY Patil Sports Academy,did not bat,-,-,-,,0,0,,-
5,,25/04/2022,2nd,-,Punjab Kings,Wankhede Stadium,did not bat,-,-,-,,0,0,,-
6,,01/05/2022,1st,-,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,did not bat,-,-,-,,0,0,,-
7,1,04/05/2022,2nd,10,Royal Challengers Bengaluru,Maharashtra Cricket Association Stadium,not out,7*,4,175.00,,7,4,,175.00
8,,08/05/2022,1st,-,Delhi Capitals,Dr DY Patil Sports Academy,did not bat,-,-,-,,7,4,,175.00
9,2,12/05/2022,1st,10,Mumbai Indians,Wankhede Stadium,c R G Sharma b Ramandeep Singh,0,3,0.00,,7,7,7.00,100.00
10,,12/04/2023,2nd,-,Rajasthan Royals,MA Chidambaram Stadium,did not bat,-,-,-,,7,7,7.00,100.00
11,,17/04/2023,1st,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,7,7,7.00,100.00
12,,21/04/2023,2nd,-,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bat,-,-,-,,7,7,7.00,100.00
13,,23/04/2023,1st,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,7,7,7.00,100.00
14,,27/04/2023,2nd,-,Rajasthan Royals,Sawai Mansingh Stadium,did not bat,-,-,-,,7,7,7.00,100.00
15,,30/04/2023,1st,-,Punjab Kings,MA Chidambaram Stadium,did not bat,-,-,-,,7,7,7.00,100.00
16,,03/05/2023,2nd,-,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bat,-,-,-,,7,7,7.00,100.00
17,,06/05/2023,2nd,-,Mumbai Indians,MA Chidambaram Stadium,did not bat,-,-,-,,7,7,7.00,100.00
18,,10/05/2023,1st,-,Delhi Capitals,MA Chidambaram Stadium,did not bat,-,-,-,,7,7,7.00,100.00
19,,14/05/2023,1st,-,Kolkata Knight Riders,MA Chidambaram Stadium,did not bat,-,-,-,,7,7,7.00,100.00
20,,20/05/2023,1st,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,7,7,7.00,100.00
21,,23/05/2023,1st,-,Gujarat Titans,MA Chidambaram Stadium,did not bat,-,-,-,,7,7,7.00,100.00
22,,29/05/2023,2nd,-,Gujarat Titans,Narendra Modi Stadium,did not bat,-,-,-,,7,7,7.00,100.00
23,,22/03/2024,2nd,-,Royal Challengers Bengaluru,MA Chidambaram Stadium,did not bat,-,-,-,,7,7,7.00,100.00
24,,05/04/2024,1st,-,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bat,-,-,-,,7,7,7.00,100.00
25,,08/04/2024,2nd,-,Kolkata Knight Riders,MA Chidambaram Stadium,did not bat,-,-,-,,7,7,7.00,100.00
26,,12/05/2024,2nd,-,Rajasthan Royals,MA Chidambaram Stadium,did not bat,-,-,-,,7,7,7.00,100.00
27,,18/05/2024,2nd,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,7,7,7.00,100.00
28,,23/03/2025,2nd,-,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bat,-,-,-,,7,7,7.00,100.00
29,3,26/03/2025,1st,10,Kolkata Knight Riders,Barsapara Cricket Stadium,not out,1*,1,100.00,,8,8,8.00,100.00
30,4,30/03/2025,1st,10,Chennai Super Kings,Barsapara Cricket Stadium,not out,2*,4,50.00,,10,12,10.00,83.33
31,,05/04/2025,1st,-,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bat,-,-,-,,10,12,10.00,83.33
32,5,09/04/2025,2nd,9,Gujarat Titans,Narendra Modi Stadium,c Sai Sudharsan b R S Kishore,5,13,38.46,,15,25,7.50,60.00
33,,13/04/2025,1st,-,Royal Challengers Bengaluru,Sawai Mansingh Stadium,did not bat,-,-,-,,15,25,7.50,60.00
34,,16/04/2025,2nd,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,15,25,7.50,60.00
35,,19/04/2025,2nd,-,Lucknow Super Giants,Sawai Mansingh Stadium,did not bat,-,-,-,,15,25,7.50,60.00
