Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,25/03/2025,1st,1,Gujarat Titans,Narendra Modi Stadium,c Sai Sudharsan b Rashid Khan,47,23,204.35,,47,23,47.00,204.35
2,2,01/04/2025,2nd,1,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,c S N Thakur b Digvesh Rathi,8,9,88.89,,55,32,27.50,171.88
3,3,05/04/2025,2nd,1,Rajasthan Royals,Maharaja Yadavindra Singh International Cricket St,b J C Archer,0,1,0.00,,55,33,18.33,166.67
4,4,08/04/2025,1st,1,Chennai Super Kings,Maharaja Yadavindra Singh International Cricket St,c V Shankar b Noor Ahmad,103,42,245.24,,158,75,39.50,210.67
5,5,12/04/2025,1st,1,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c N K Reddy b H V Patel,36,13,276.92,,194,88,38.80,220.45
6,6,15/04/2025,1st,1,Kolkata Knight Riders,Maharaja Yadavindra Singh International Cricket St,c Ramandeep Singh b H P Rana,22,12,183.33,,216,100,36.00,216.00
7,7,18/04/2025,2nd,1,Royal Challengers Bengaluru,M Chinnaswamy Stadium,c T H David b J R Hazlewood,16,11,145.45,,232,111,33.14,209.01
8,8,20/04/2025,1st,1,Royal Challengers Bengaluru,Maharaja Yadavindra Singh International Cricket St,c T H David b K H Pandya,22,15,146.67,,254,126,31.75,201.59
9,9,26/04/2025,1st,1,Kolkata Knight Riders,Eden Gardens,c V G Arora b A D Russell,69,35,197.14,,323,161,35.89,200.62
10,10,30/04/2025,2nd,1,Chennai Super Kings,MA Chidambaram Stadium,c †M S Dhoni b K K Ahmed,23,15,153.33,,346,176,34.60,196.59
11,11,04/05/2025,1st,1,Lucknow Super Giants,Himachal Pradesh Cricket Association Stadium,c M P Yadav b Akash Singh,1,4,25.00,,347,180,31.55,192.78
12,12,18/05/2025,1st,1,Rajasthan Royals,Sawai Mansingh Stadium,c S O Hetmeyer b T U Deshpande,9,7,128.57,,356,187,29.67,190.37
13,13,24/05/2025,1st,1,Delhi Capitals,Sawai Mansingh Stadium,c †T Stubbs b Mustafizur Rahman,6,9,66.67,,362,196,27.85,184.69
14,14,26/05/2025,2nd,1,Mumbai Indians,Sawai Mansingh Stadium,c S A Yadav b M J Santner,62,35,177.14,,424,231,30.29,183.55
15,15,29/05/2025,1st,1,Royal Challengers Bengaluru,Maharaja Yadavindra Singh International Cricket St,c K H Pandya b Y Dayal,7,5,140.00,,431,236,28.73,182.63
16,16,01/06/2025,2nd,1,Mumbai Indians,Narendra Modi Stadium,c H H Pandya b A Kumar,20,10,200.00,,451,246,28.19,183.33
