Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,04/05/2016,2nd,9,Kolkata Knight Riders,Eden Gardens,lbw b A D Russell,0,1,0.00,,0,1,0.00,0.00
2,,08/04/2017,2nd,-,Rising Pune Supergiant,Holkar Cricket Stadium,did not bat,-,-,-,,0,1,0.00,0.00
3,,20/04/2017,1st,-,Mumbai Indians,Holkar Cricket Stadium,did not bat,-,-,-,,0,1,0.00,0.00
4,2,09/05/2017,1st,7,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,b C R Woakes,2,2,100.00,,2,3,1.00,66.67
5,3,14/05/2017,1st,8,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,c †M S Dhoni b J D Unadkat,10,17,58.82,,12,20,4.00,60.00
6,4,07/05/2023,2nd,7,Gujarat Titans,Narendra Modi Stadium,not out,2*,4,50.00,,14,24,4.67,58.33
7,,16/05/2023,1st,-,Mumbai Indians,BRSABV Ekana Cricket Stadium,did not bat,-,-,-,,14,24,4.67,58.33
8,5,25/04/2024,1st,8,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c Abhishek Sharma b T Natarajan,12,6,200.00,,26,30,6.50,86.67
9,,28/04/2024,2nd,-,Gujarat Titans,Narendra Modi Stadium,did not bat,-,-,-,,26,30,6.50,86.67
10,6,04/05/2024,2nd,8,Gujarat Titans,M Chinnaswamy Stadium,not out,15*,9,166.67,,41,39,10.25,105.13
11,7,09/05/2024,1st,8,Punjab Kings,Himachal Pradesh Cricket Association Stadium,not out,1*,1,100.00,,42,40,10.50,105.00
12,8,12/05/2024,1st,8,Delhi Capitals,M Chinnaswamy Stadium,c Kumar Kushagra b Rasikh Salam,0,1,0.00,,42,41,8.40,102.44
13,,18/05/2024,1st,-,Chennai Super Kings,M Chinnaswamy Stadium,did not bat,-,-,-,,42,41,8.40,102.44
14,9,22/05/2024,1st,8,Rajasthan Royals,Narendra Modi Stadium,not out,9*,4,225.00,,51,45,10.20,113.33
