Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,22/04/2009,2nd,8,Deccan Chargers,Newlands,c †A C Gilchrist b S B Styris,1,3,33.33,,1,3,1.00,33.33
2,2,14/04/2013,2nd,7,Kolkata Knight Riders,Eden Gardens,not out,5*,9,55.56,,6,12,6.00,50.00
3,3,17/04/2013,1st,6,Pune Warriors,Maharashtra Cricket Association Stadium,lbw b R Sharma,7,13,53.85,,13,25,6.50,52.00
4,,19/04/2013,2nd,-,Punjab Kings,Rajiv Gandhi International Stadium,did not bat,-,-,-,,13,25,6.50,52.00
5,,25/04/2013,1st,-,Chennai Super Kings,MA Chidambaram Stadium,did not bat,-,-,-,,13,25,6.50,52.00
6,4,27/04/2013,1st,5,Rajasthan Royals,Sawai Mansingh Stadium,c B J Hodge b J P Faulkner,6,8,75.00,,19,33,6.33,57.58
7,,01/05/2013,2nd,-,Mumbai Indians,Rajiv Gandhi International Stadium,did not bat,-,-,-,,19,33,6.33,57.58
8,,04/05/2013,2nd,-,Delhi Capitals,Rajiv Gandhi International Stadium,did not bat,-,-,-,,19,33,6.33,57.58
9,5,08/05/2013,2nd,7,Chennai Super Kings,Rajiv Gandhi International Stadium,not out,39*,33,118.18,,58,66,19.33,87.88
10,6,11/05/2013,1st,7,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,c †A C Gilchrist b P Awana,22,18,122.22,,80,84,20.00,95.24
11,,13/05/2013,1st,-,Mumbai Indians,Wankhede Stadium,did not bat,-,-,-,,80,84,20.00,95.24
12,7,17/05/2013,1st,9,Rajasthan Royals,Rajiv Gandhi International Stadium,run out,4,3,133.33,,84,87,16.80,96.55
13,,19/05/2013,2nd,-,Kolkata Knight Riders,Rajiv Gandhi International Stadium,did not bat,-,-,-,,84,87,16.80,96.55
14,8,22/05/2013,1st,8,Rajasthan Royals,Arun Jaitley Stadium,not out,2*,2,100.00,,86,89,17.20,96.63
