Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,25/09/2021,1st,8,Sunrisers Hyderabad,Sharjah Cricket Stadium,c M K Pandey b B Kumar,12,12,100.00,,12,12,12.00,100.00
2,2,28/09/2021,1st,8,Mumbai Indians,Sheikh Zayed Stadium,not out,6*,4,150.00,,18,16,18.00,112.50
3,,01/10/2021,2nd,-,Kolkata Knight Riders,Dubai International Cricket Stadium,did not bat,-,-,-,,18,16,18.00,112.50
4,3,20/04/2022,1st,8,Delhi Capitals,Brabourne Stadium,b Kuldeep Yadav,0,2,0.00,,18,18,9.00,100.00
5,,22/05/2022,2nd,-,Sunrisers Hyderabad,Wankhede Stadium,did not bat,-,-,-,,18,18,9.00,100.00
6,,01/04/2023,1st,-,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,18,18,9.00,100.00
7,,05/04/2023,1st,-,Rajasthan Royals,Barsapara Cricket Stadium,did not bat,-,-,-,,18,18,9.00,100.00
8,4,09/04/2023,1st,10,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,b M Markande,0,5,0.00,,18,23,6.00,78.26
9,5,20/04/2023,2nd,10,Royal Challengers Bengaluru,Punjab Cricket Association IS Bindra Stadium,b Mohammed Siraj,1,2,50.00,,19,25,4.75,76.00
10,,22/04/2023,1st,-,Mumbai Indians,Wankhede Stadium,did not bat,-,-,-,,19,25,4.75,76.00
11,,03/05/2023,1st,-,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,19,25,4.75,76.00
12,,08/05/2023,1st,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,19,25,4.75,76.00
13,,13/05/2023,1st,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,19,25,4.75,76.00
14,,17/05/2023,2nd,-,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,did not bat,-,-,-,,19,25,4.75,76.00
15,,19/05/2023,1st,-,Rajasthan Royals,Himachal Pradesh Cricket Association Stadium,did not bat,-,-,-,,19,25,4.75,76.00
16,,15/05/2024,2nd,-,Rajasthan Royals,Barsapara Cricket Stadium,did not bat,-,-,-,,19,25,4.75,76.00
17,,23/03/2025,2nd,-,Mumbai Indians,MA Chidambaram Stadium,did not bat,-,-,-,,19,25,4.75,76.00
