Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,08/04/2018,2nd,-,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,0,0,,-
2,1,13/04/2018,1st,11,Royal Challengers Bengaluru,M Chinnaswamy Stadium,c S N Khan b C R Woakes,0,2,0.00,,0,2,0.00,0.00
3,,15/04/2018,1st,-,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,0,2,0.00,0.00
4,,19/04/2018,1st,-,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,0,2,0.00,0.00
5,,21/04/2018,2nd,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,0,2,0.00,0.00
6,,23/04/2018,1st,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,0,2,0.00,0.00
7,2,26/04/2018,2nd,11,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,not out,10*,5,200.00,,10,7,10.00,142.86
8,,04/05/2018,1st,-,Mumbai Indians,Holkar Cricket Stadium,did not bat,-,-,-,,10,7,10.00,142.86
9,,06/05/2018,2nd,-,Rajasthan Royals,Holkar Cricket Stadium,did not bat,-,-,-,,10,7,10.00,142.86
10,,08/05/2018,2nd,-,Rajasthan Royals,Sawai Mansingh Stadium,did not bat,-,-,-,,10,7,10.00,142.86
11,,12/05/2018,2nd,-,Kolkata Knight Riders,Holkar Cricket Stadium,did not bat,-,-,-,,10,7,10.00,142.86
12,,25/03/2019,1st,-,Rajasthan Royals,Sawai Mansingh Stadium,did not bat,-,-,-,,10,7,10.00,142.86
13,3,01/04/2019,1st,11,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,not out,0*,0,-,,10,7,10.00,142.86
14,,08/04/2019,2nd,-,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,10,7,10.00,142.86
15,,16/04/2019,1st,-,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,10,7,10.00,142.86
16,4,29/04/2019,2nd,9,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,b Sandeep Sharma,0,3,0.00,,10,10,5.00,100.00
17,5,08/10/2020,2nd,7,Sunrisers Hyderabad,Dubai International Cricket Stadium,c †J M Bairstow b K K Ahmed,1,3,33.33,,11,13,3.67,84.62
18,,10/10/2020,2nd,-,Kolkata Knight Riders,Sheikh Zayed Stadium,did not bat,-,-,-,,11,13,3.67,84.62
19,6,17/04/2021,2nd,10,Mumbai Indians,MA Chidambaram Stadium,not out,1*,1,100.00,,12,14,4.00,85.71
20,,29/03/2025,2nd,-,Gujarat Titans,Narendra Modi Stadium,did not bat,-,-,-,,12,14,4.00,85.71
