Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,18/04/2009,2nd,-,Mumbai Indians,Newlands,did not bat,-,-,-,,0,0,,-
2,1,20/05/2009,1st,8,Punjab Kings,Kingsmead,c L A Pommersbach b I K Pathan,8,15,53.33,,8,15,8.00,53.33
3,2,14/03/2010,2nd,8,Deccan Chargers,MA Chidambaram Stadium,c R P Singh b R G Sharma,0,1,0.00,,8,16,4.00,50.00
4,,16/03/2010,1st,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,8,16,4.00,50.00
5,,19/03/2010,2nd,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,8,16,4.00,50.00
6,3,21/03/2010,2nd,8,Punjab Kings,MA Chidambaram Stadium,c M Kaif b I K Pathan,2,5,40.00,,10,21,3.33,47.62
7,4,23/03/2010,2nd,8,Royal Challengers Bengaluru,M Chinnaswamy Stadium,not out,11*,10,110.00,,21,31,7.00,67.74
8,,06/04/2010,1st,-,Mumbai Indians,MA Chidambaram Stadium,did not bat,-,-,-,,21,31,7.00,67.74
9,5,10/04/2010,1st,7,Deccan Chargers,Vidarbha Cricket Association Stadium,c & b R J Harris,5,6,83.33,,26,37,6.50,70.27
10,,13/04/2010,2nd,-,Kolkata Knight Riders,MA Chidambaram Stadium,did not bat,-,-,-,,26,37,6.50,70.27
11,6,15/04/2010,1st,8,Delhi Capitals,MA Chidambaram Stadium,run out,6,13,46.15,,32,50,6.40,64.00
12,,18/04/2010,2nd,-,Punjab Kings,Himachal Pradesh Cricket Association Stadium,did not bat,-,-,-,,32,50,6.40,64.00
13,7,22/04/2010,1st,8,Deccan Chargers,Dr DY Patil Sports Academy,not out,6*,5,120.00,,38,55,7.60,69.09
14,,25/04/2010,1st,-,Mumbai Indians,Dr DY Patil Sports Academy,did not bat,-,-,-,,38,55,7.60,69.09
15,,08/04/2011,1st,-,Kolkata Knight Riders,MA Chidambaram Stadium,did not bat,-,-,-,,38,55,7.60,69.09
16,,13/04/2011,1st,-,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,38,55,7.60,69.09
17,,16/04/2011,1st,-,Royal Challengers Bengaluru,MA Chidambaram Stadium,did not bat,-,-,-,,38,55,7.60,69.09
18,,18/04/2011,1st,-,Kochi Tuskers Kerala,Nehru Stadium (Kochi),did not bat,-,-,-,,38,55,7.60,69.09
19,8,22/04/2011,2nd,8,Mumbai Indians,Wankhede Stadium,c K A Pollard b Harbhajan Singh,0,2,0.00,,38,57,6.33,66.67
20,,25/04/2011,1st,-,Pune Warriors,MA Chidambaram Stadium,did not bat,-,-,-,,38,57,6.33,66.67
21,,27/04/2011,2nd,-,Pune Warriors,Dr DY Patil Sports Academy,did not bat,-,-,-,,38,57,6.33,66.67
22,,01/05/2011,1st,-,Deccan Chargers,MA Chidambaram Stadium,did not bat,-,-,-,,38,57,6.33,66.67
23,,04/05/2011,2nd,-,Rajasthan Royals,MA Chidambaram Stadium,did not bat,-,-,-,,38,57,6.33,66.67
24,,07/05/2011,1st,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,38,57,6.33,66.67
25,,09/05/2011,1st,-,Rajasthan Royals,Sawai Mansingh Stadium,did not bat,-,-,-,,38,57,6.33,66.67
26,,12/05/2011,1st,-,Delhi Capitals,MA Chidambaram Stadium,did not bat,-,-,-,,38,57,6.33,66.67
27,,18/05/2011,1st,-,Kochi Tuskers Kerala,MA Chidambaram Stadium,did not bat,-,-,-,,38,57,6.33,66.67
28,9,22/05/2011,1st,9,Royal Challengers Bengaluru,M Chinnaswamy Stadium,c A Mithun b S Aravind,2,4,50.00,,40,61,5.71,65.57
29,,24/05/2011,2nd,-,Royal Challengers Bengaluru,Wankhede Stadium,did not bat,-,-,-,,40,61,5.71,65.57
30,,28/05/2011,1st,-,Royal Challengers Bengaluru,MA Chidambaram Stadium,did not bat,-,-,-,,40,61,5.71,65.57
31,10,04/04/2012,1st,9,Mumbai Indians,MA Chidambaram Stadium,run out,3,5,60.00,,43,66,5.38,65.15
32,,07/04/2012,1st,-,Deccan Chargers,Dr YS Rajasekhara Reddy Cricket Stadium,did not bat,-,-,-,,43,66,5.38,65.15
33,11,10/04/2012,1st,9,Delhi Capitals,Arun Jaitley Stadium,run out,8,5,160.00,,51,71,5.67,71.83
34,,12/04/2012,2nd,-,Royal Challengers Bengaluru,MA Chidambaram Stadium,did not bat,-,-,-,,51,71,5.67,71.83
35,,14/04/2012,1st,-,Pune Warriors,Maharashtra Cricket Association Stadium,did not bat,-,-,-,,51,71,5.67,71.83
36,,19/04/2012,1st,-,Pune Warriors,MA Chidambaram Stadium,did not bat,-,-,-,,51,71,5.67,71.83
37,,21/04/2012,2nd,-,Rajasthan Royals,MA Chidambaram Stadium,did not bat,-,-,-,,51,71,5.67,71.83
38,,25/04/2012,2nd,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,51,71,5.67,71.83
39,12,28/04/2012,2nd,10,Punjab Kings,MA Chidambaram Stadium,not out,7*,3,233.33,,58,74,6.44,78.38
40,,30/04/2012,1st,-,Kolkata Knight Riders,MA Chidambaram Stadium,did not bat,-,-,-,,58,74,6.44,78.38
41,,04/05/2012,1st,-,Deccan Chargers,MA Chidambaram Stadium,did not bat,-,-,-,,58,74,6.44,78.38
42,13,06/05/2012,1st,9,Mumbai Indians,Wankhede Stadium,c Harbhajan Singh b S L Malinga,0,1,0.00,,58,75,5.80,77.33
43,,10/05/2012,2nd,-,Rajasthan Royals,Sawai Mansingh Stadium,did not bat,-,-,-,,58,75,5.80,77.33
44,,12/05/2012,2nd,-,Delhi Capitals,MA Chidambaram Stadium,did not bat,-,-,-,,58,75,5.80,77.33
45,,14/05/2012,2nd,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,58,75,5.80,77.33
46,14,17/05/2012,1st,9,Punjab Kings,Himachal Pradesh Cricket Association Stadium,not out,0*,1,0.00,,58,76,5.80,76.32
47,,23/05/2012,1st,-,Mumbai Indians,M Chinnaswamy Stadium,did not bat,-,-,-,,58,76,5.80,76.32
48,,25/05/2012,1st,-,Delhi Capitals,MA Chidambaram Stadium,did not bat,-,-,-,,58,76,5.80,76.32
49,,27/05/2012,1st,-,Kolkata Knight Riders,MA Chidambaram Stadium,did not bat,-,-,-,,58,76,5.80,76.32
50,15,06/04/2013,2nd,8,Mumbai Indians,MA Chidambaram Stadium,c K A Pollard b Harbhajan Singh,2,5,40.00,,60,81,5.45,74.07
51,,10/04/2013,2nd,-,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,60,81,5.45,74.07
52,,13/04/2013,2nd,-,Royal Challengers Bengaluru,MA Chidambaram Stadium,did not bat,-,-,-,,60,81,5.45,74.07
53,16,15/04/2013,2nd,10,Pune Warriors,MA Chidambaram Stadium,not out,11*,5,220.00,,71,86,6.45,82.56
54,,18/04/2013,1st,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,71,86,6.45,82.56
55,17,20/04/2013,2nd,2,Kolkata Knight Riders,Eden Gardens,c S M S M Senanayake b S P Narine,11,13,84.62,,82,99,6.83,82.83
56,,22/04/2013,2nd,-,Rajasthan Royals,MA Chidambaram Stadium,did not bat,-,-,-,,82,99,6.83,82.83
57,,25/04/2013,2nd,-,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bat,-,-,-,,82,99,6.83,82.83
58,,28/04/2013,1st,-,Kolkata Knight Riders,MA Chidambaram Stadium,did not bat,-,-,-,,82,99,6.83,82.83
59,,30/04/2013,1st,-,Pune Warriors,Maharashtra Cricket Association Stadium,did not bat,-,-,-,,82,99,6.83,82.83
60,,02/05/2013,1st,-,Punjab Kings,MA Chidambaram Stadium,did not bat,-,-,-,,82,99,6.83,82.83
61,18,05/05/2013,2nd,6,Mumbai Indians,Wankhede Stadium,b Harbhajan Singh,2,8,25.00,,84,107,6.46,78.50
62,,08/05/2013,1st,-,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bat,-,-,-,,84,107,6.46,78.50
