Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,10/04/2015,1st,6,Punjab Kings,Maharashtra Cricket Association Stadium,b Anureet Singh,30,15,200.00,,30,15,30.00,200.00
2,2,12/04/2015,2nd,6,Delhi Capitals,Arun Jaitley Stadium,c A D Mathews b Imran Tahir,54,25,216.00,,84,40,42.00,210.00
3,3,14/04/2015,2nd,4,Mumbai Indians,Narendra Modi Stadium,b S L Malinga,13,4,325.00,,97,44,32.33,220.45
4,,16/04/2015,2nd,-,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,did not bat,-,-,-,,97,44,32.33,220.45
5,,19/04/2015,2nd,-,Chennai Super Kings,Narendra Modi Stadium,did not bat,-,-,-,,97,44,32.33,220.45
6,4,21/04/2015,1st,3,Punjab Kings,Narendra Modi Stadium,b Shivam Sharma,19,9,211.11,,116,53,29.00,218.87
7,5,24/04/2015,1st,5,Royal Challengers Bengaluru,Narendra Modi Stadium,b Iqbal Abdulla,1,3,33.33,,117,56,23.40,208.93
8,,29/04/2015,2nd,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,117,56,23.40,208.93
9,6,01/05/2015,2nd,7,Mumbai Indians,Wankhede Stadium,c U B T Chand b S L Malinga,1,2,50.00,,118,58,19.67,203.45
10,,03/05/2015,1st,-,Delhi Capitals,Brabourne Stadium,did not bat,-,-,-,,118,58,19.67,203.45
11,7,07/05/2015,2nd,5,Sunrisers Hyderabad,Brabourne Stadium,c B Kumar b K V Sharma,7,9,77.78,,125,67,17.86,186.57
12,8,10/05/2015,2nd,5,Chennai Super Kings,MA Chidambaram Stadium,c S K Raina b R A Jadeja,15,14,107.14,,140,81,17.50,172.84
13,,16/05/2015,1st,-,Kolkata Knight Riders,Brabourne Stadium,did not bat,-,-,-,,140,81,17.50,172.84
14,9,20/05/2015,2nd,6,Royal Challengers Bengaluru,Maharashtra Cricket Association Stadium,c M A Starc b D Wiese,11,14,78.57,,151,95,16.78,158.95
15,10,12/04/2016,2nd,5,Royal Challengers Bengaluru,M Chinnaswamy Stadium,c A B de Villiers b Y S Chahal,6,6,100.00,,157,101,15.70,155.45
16,11,16/04/2016,1st,5,Kolkata Knight Riders,Rajiv Gandhi International Stadium,c U T Yadav b A D Russell,6,11,54.55,,163,112,14.82,145.54
17,12,18/04/2016,2nd,5,Mumbai Indians,Rajiv Gandhi International Stadium,not out,17*,9,188.89,,180,121,16.36,148.76
18,,21/04/2016,2nd,-,Gujarat Lions,Saurashtra Cricket Association Stadium,did not bat,-,-,-,,180,121,16.36,148.76
19,13,23/04/2016,2nd,5,Punjab Kings,Rajiv Gandhi International Stadium,run out,5,5,100.00,,185,126,15.42,146.83
20,14,26/04/2016,1st,5,Rising Pune Supergiant,Rajiv Gandhi International Stadium,c †M S Dhoni b R Ashwin,1,9,11.11,,186,135,14.31,137.78
21,15,30/04/2016,1st,6,Royal Challengers Bengaluru,Rajiv Gandhi International Stadium,run out,2,2,100.00,,188,137,13.43,137.23
22,16,06/05/2016,2nd,6,Gujarat Lions,Rajiv Gandhi International Stadium,c †K D Karthik b D J J Bravo,18,12,150.00,,206,149,13.73,138.26
23,,08/05/2016,1st,-,Mumbai Indians,Dr YS Rajasekhara Reddy Cricket Stadium,did not bat,-,-,-,,206,149,13.73,138.26
24,17,10/05/2016,1st,6,Rising Pune Supergiant,Dr YS Rajasekhara Reddy Cricket Stadium,st M S Dhoni b A Zampa,14,5,280.00,,220,154,13.75,142.86
25,18,12/05/2016,1st,6,Delhi Capitals,Rajiv Gandhi International Stadium,hit wicket b N M Coulter-Nile,10,9,111.11,,230,163,13.53,141.10
26,19,15/05/2016,2nd,3,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,c D A Miller b Sandeep Sharma,34,22,154.55,,264,185,14.67,142.70
