Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,28/03/2022,2nd,7,Lucknow Super Giants,Wankhede Stadium,not out,15*,7,214.29,,15,7,,214.29
2,2,02/04/2022,1st,7,Delhi Capitals,Maharashtra Cricket Association Stadium,c A R Patel b Mustafizur Rahman,1,2,50.00,,16,9,16.00,177.78
3,,08/04/2022,2nd,-,Punjab Kings,Brabourne Stadium,did not bat,-,-,-,,16,9,16.00,177.78
4,3,11/04/2022,1st,6,Sunrisers Hyderabad,Dr DY Patil Sports Academy,c R A Tripathi b B Kumar,35,21,166.67,,51,30,25.50,170.00
5,4,14/04/2022,1st,5,Rajasthan Royals,Dr DY Patil Sports Academy,c R Ashwin b Y S Chahal,43,28,153.57,,94,58,31.33,162.07
6,5,17/04/2022,2nd,4,Chennai Super Kings,Maharashtra Cricket Association Stadium,c M M Ali b M M Theekshana,12,12,100.00,,106,70,26.50,151.43
7,6,23/04/2022,1st,7,Kolkata Knight Riders,Dr DY Patil Sports Academy,c Rinku Singh b A D Russell,2,4,50.00,,108,74,21.60,145.95
8,7,27/04/2022,2nd,6,Sunrisers Hyderabad,Wankhede Stadium,b Umran Malik,0,1,0.00,,108,75,18.00,144.00
9,8,09/04/2023,1st,4,Kolkata Knight Riders,Narendra Modi Stadium,b S Sharma,14,8,175.00,,122,83,17.43,146.99
10,9,16/04/2023,1st,6,Rajasthan Royals,Narendra Modi Stadium,c D Padikkal b A Zampa,27,13,207.69,,149,96,18.63,155.21
11,10,22/04/2023,1st,4,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,c Naveen-ul-Haq b A Mishra,3,5,60.00,,152,101,16.89,150.50
12,11,25/04/2023,1st,6,Mumbai Indians,Narendra Modi Stadium,c J P Behrendorff b R P Meredith,42,21,200.00,,194,122,19.40,159.02
13,,29/04/2023,2nd,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,194,122,19.40,159.02
14,12,02/05/2023,2nd,6,Delhi Capitals,Narendra Modi Stadium,c Aman Hakim Khan b K K Ahmed,26,33,78.79,,220,155,20.00,141.94
15,,05/05/2023,2nd,-,Rajasthan Royals,Sawai Mansingh Stadium,did not bat,-,-,-,,220,155,20.00,141.94
16,,07/05/2023,1st,-,Lucknow Super Giants,Narendra Modi Stadium,did not bat,-,-,-,,220,155,20.00,141.94
17,13,12/05/2023,2nd,6,Mumbai Indians,Wankhede Stadium,b Kumar Kartikeya,2,3,66.67,,222,158,18.50,140.51
18,14,10/04/2024,2nd,4,Rajasthan Royals,Sawai Mansingh Stadium,b K R Sen,1,2,50.00,,223,160,17.15,139.38
19,15,17/04/2024,1st,5,Delhi Capitals,Narendra Modi Stadium,st R R Pant b T Stubbs,8,14,57.14,,231,174,16.50,132.76
20,16,23/03/2025,1st,7,Rajasthan Royals,Rajiv Gandhi International Stadium,c R Parag b T U Deshpande,0,1,0.00,,231,175,15.40,132.00
21,17,27/03/2025,1st,7,Lucknow Super Giants,Rajiv Gandhi International Stadium,c Abdul Samad b S N Thakur,2,6,33.33,,233,181,14.56,128.73
22,18,30/03/2025,1st,7,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,c F du Plessis b Kuldeep Yadav,4,6,66.67,,237,187,13.94,126.74
23,,12/04/2025,2nd,-,Punjab Kings,Rajiv Gandhi International Stadium,did not bat,-,-,-,,237,187,13.94,126.74
24,19,23/04/2025,1st,7,Mumbai Indians,Rajiv Gandhi International Stadium,hit wicket b T A Boult,43,37,116.22,,280,224,15.56,125.00
