Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,12/05/2022,2nd,5,Chennai Super Kings,Wankhede Stadium,lbw b Mukesh Choudhary,0,2,0.00,,0,2,0.00,0.00
2,2,17/05/2022,2nd,6,Sunrisers Hyderabad,Wankhede Stadium,run out,2,2,100.00,,2,4,1.00,50.00
3,3,08/04/2023,1st,8,Chennai Super Kings,Wankhede Stadium,c R D Gaikwad b S S B Magala,5,10,50.00,,7,14,2.33,50.00
4,4,06/05/2023,1st,6,Chennai Super Kings,MA Chidambaram Stadium,c R A Jadeja b M Pathirana,20,21,95.24,,27,35,6.75,77.14
5,5,23/03/2024,1st,6,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,c Shashank Singh b R D Chahar,5,8,62.50,,32,43,6.40,74.42
6,6,28/03/2024,2nd,5,Rajasthan Royals,Sawai Mansingh Stadium,not out,44*,23,191.30,,76,66,15.20,115.15
7,7,31/03/2024,1st,5,Chennai Super Kings,Dr YS Rajasekhara Reddy Cricket Stadium,b M Pathirana,0,2,0.00,,76,68,12.67,111.76
8,8,03/04/2024,2nd,6,Kolkata Knight Riders,Dr YS Rajasekhara Reddy Cricket Stadium,c M A Starc b C V Varun,54,32,168.75,,130,100,18.57,130.00
9,9,07/04/2024,2nd,4,Mumbai Indians,Wankhede Stadium,not out,71*,25,284.00,,201,125,28.71,160.80
10,10,12/04/2024,2nd,5,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,not out,15*,9,166.67,,216,134,30.86,161.19
11,,17/04/2024,2nd,-,Gujarat Titans,Narendra Modi Stadium,did not bat,-,-,-,,216,134,30.86,161.19
12,11,20/04/2024,2nd,5,Sunrisers Hyderabad,Arun Jaitley Stadium,c Shahbaz Ahmed b N K Reddy,10,11,90.91,,226,145,28.25,155.86
13,12,24/04/2024,1st,6,Gujarat Titans,Arun Jaitley Stadium,not out,26*,7,371.43,,252,152,31.50,165.79
14,13,27/04/2024,1st,5,Mumbai Indians,Arun Jaitley Stadium,not out,48*,25,192.00,,300,177,37.50,169.49
15,14,29/04/2024,1st,7,Kolkata Knight Riders,Eden Gardens,c †P D Salt b C V Varun,4,7,57.14,,304,184,33.78,165.22
16,15,07/05/2024,1st,6,Rajasthan Royals,Arun Jaitley Stadium,lbw b Sandeep Sharma,41,20,205.00,,345,204,34.50,169.12
17,16,12/05/2024,2nd,7,Royal Challengers Bengaluru,M Chinnaswamy Stadium,run out,3,4,75.00,,348,208,31.64,167.31
18,17,14/05/2024,1st,5,Lucknow Super Giants,Arun Jaitley Stadium,not out,57*,25,228.00,,405,233,36.82,173.82
19,18,24/03/2025,2nd,6,Lucknow Super Giants,Dr YS Rajasekhara Reddy Cricket Stadium,b M Siddharth,34,22,154.55,,439,255,36.58,172.16
20,19,30/03/2025,2nd,5,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,not out,21*,14,150.00,,460,269,38.33,171.00
21,20,05/04/2025,1st,6,Chennai Super Kings,MA Chidambaram Stadium,not out,24*,12,200.00,,484,281,40.33,172.24
22,21,10/04/2025,2nd,6,Royal Challengers Bengaluru,M Chinnaswamy Stadium,not out,38*,23,165.22,,522,304,43.50,171.71
23,22,13/04/2025,2nd,6,Mumbai Indians,Arun Jaitley Stadium,c Naman Dhir b K V Sharma,1,4,25.00,,523,308,40.23,169.81
24,23,16/04/2025,1st,5,Rajasthan Royals,Arun Jaitley Stadium,not out,34*,18,188.89,,557,326,42.85,170.86
25,24,19/04/2025,1st,5,Gujarat Titans,Narendra Modi Stadium,c M Prasidh Krishna b Mohammed Siraj,31,21,147.62,,588,347,42.00,169.45
26,,22/04/2025,2nd,-,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bat,-,-,-,,588,347,42.00,169.45
