Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,21/09/2021,2nd,3,Rajasthan Royals,Dubai International Cricket Stadium,not out,26*,20,130.00,,26,20,,130.00
2,2,25/09/2021,1st,4,Sunrisers Hyderabad,Sharjah Cricket Stadium,c M K Pandey b Abdul Samad,27,32,84.38,,53,52,53.00,101.92
3,3,28/09/2021,1st,4,Mumbai Indians,Sheikh Zayed Stadium,b R D Chahar,42,29,144.83,,95,81,47.50,117.28
4,4,01/10/2021,2nd,4,Kolkata Knight Riders,Dubai International Cricket Stadium,c Shubman Gill b S P Narine,18,16,112.50,,113,97,37.67,116.49
5,5,03/10/2021,2nd,4,Royal Challengers Bengaluru,Sharjah Cricket Stadium,c D T Christian b G H S Garton,20,14,142.86,,133,111,33.25,119.82
6,6,07/10/2021,2nd,5,Chennai Super Kings,Dubai International Cricket Stadium,c †M S Dhoni b S N Thakur,13,8,162.50,,146,119,29.20,122.69
7,7,29/03/2022,2nd,5,Rajasthan Royals,Maharashtra Cricket Association Stadium,not out,57*,41,139.02,,203,160,40.60,126.88
8,8,04/04/2022,2nd,4,Lucknow Super Giants,Dr DY Patil Sports Academy,c K L Rahul b K H Pandya,12,14,85.71,,215,174,35.83,123.56
9,,09/04/2022,2nd,-,Chennai Super Kings,Dr DY Patil Sports Academy,did not bat,-,-,-,,215,174,35.83,123.56
10,9,11/04/2022,2nd,5,Gujarat Titans,Dr DY Patil Sports Academy,not out,12*,8,150.00,,227,182,37.83,124.73
11,10,15/04/2022,2nd,4,Kolkata Knight Riders,Brabourne Stadium,not out,68*,36,188.89,,295,218,49.17,135.32
12,11,17/04/2022,2nd,4,Punjab Kings,Dr DY Patil Sports Academy,not out,41*,27,151.85,,336,245,56.00,137.14
13,,23/04/2022,2nd,-,Royal Challengers Bengaluru,Brabourne Stadium,did not bat,-,-,-,,336,245,56.00,137.14
14,12,27/04/2022,1st,4,Gujarat Titans,Wankhede Stadium,c D A Miller b Y Dayal,56,40,140.00,,392,285,56.00,137.54
15,13,01/05/2022,2nd,4,Chennai Super Kings,Maharashtra Cricket Association Stadium,c R A Jadeja b M J Santner,17,10,170.00,,409,295,51.13,138.64
16,14,05/05/2022,2nd,4,Delhi Capitals,Brabourne Stadium,c Kuldeep Yadav b K K Ahmed,42,25,168.00,,451,320,50.11,140.94
17,15,08/05/2022,2nd,4,Royal Challengers Bengaluru,Wankhede Stadium,c V Kohli b P W H de Silva,21,27,77.78,,472,347,47.20,136.02
18,16,14/05/2022,2nd,4,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,b U T Yadav,32,25,128.00,,504,372,45.82,135.48
19,17,17/05/2022,1st,5,Mumbai Indians,Wankhede Stadium,c T H David b Ramandeep Singh,2,4,50.00,,506,376,42.17,134.57
20,18,22/05/2022,1st,4,Punjab Kings,Wankhede Stadium,st J M Sharma b Harpreet Brar,21,17,123.53,,527,393,40.54,134.10
21  (c),19,07/04/2023,1st,4,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,b K H Pandya,0,1,0.00,,527,394,37.64,133.76
22  (c),20,09/04/2023,2nd,4,Punjab Kings,Rajiv Gandhi International Stadium,not out,37*,21,176.19,,564,415,40.29,135.90
23  (c),21,14/04/2023,1st,4,Kolkata Knight Riders,Eden Gardens,c A D Russell b C V Varun,50,26,192.31,,614,441,40.93,139.23
24  (c),22,18/04/2023,2nd,4,Mumbai Indians,Rajiv Gandhi International Stadium,c H R Shokeen b C Green,22,17,129.41,,636,458,39.75,138.86
25  (c),23,21/04/2023,1st,4,Chennai Super Kings,MA Chidambaram Stadium,c †M S Dhoni b M M Theekshana,12,12,100.00,,648,470,38.12,137.87
26  (c),24,24/04/2023,2nd,5,Delhi Capitals,Rajiv Gandhi International Stadium,b A R Patel,3,5,60.00,,651,475,36.17,137.05
27  (c),25,29/04/2023,1st,4,Delhi Capitals,Arun Jaitley Stadium,c A R Patel b M R Marsh,8,13,61.54,,659,488,34.68,135.04
28  (c),26,04/05/2023,2nd,4,Kolkata Knight Riders,Rajiv Gandhi International Stadium,c Rinku Singh b V G Arora,41,40,102.50,,700,528,35.00,132.58
29  (c),27,07/05/2023,2nd,5,Rajasthan Royals,Sawai Mansingh Stadium,lbw b Y S Chahal,6,5,120.00,,706,533,33.62,132.46
30  (c),28,13/05/2023,1st,4,Lucknow Super Giants,Rajiv Gandhi International Stadium,st Q de Kock b K H Pandya,28,20,140.00,,734,553,33.36,132.73
31  (c),29,15/05/2023,2nd,3,Gujarat Titans,Narendra Modi Stadium,c D Shanaka b Mohammed Shami,10,10,100.00,,744,563,32.35,132.15
32  (c),30,18/05/2023,1st,3,Royal Challengers Bengaluru,Rajiv Gandhi International Stadium,b Shahbaz Ahmed,18,20,90.00,,762,583,31.75,130.70
33  (c),31,21/05/2023,1st,5,Mumbai Indians,Wankhede Stadium,not out,13*,7,185.71,,775,590,32.29,131.36
34,32,23/03/2024,2nd,4,Kolkata Knight Riders,Eden Gardens,c Rinku Singh b C V Varun,18,13,138.46,,793,603,31.72,131.51
35,33,27/03/2024,1st,4,Mumbai Indians,Rajiv Gandhi International Stadium,not out,42*,28,150.00,,835,631,33.40,132.33
36,34,31/03/2024,1st,4,Gujarat Titans,Narendra Modi Stadium,c Rashid Khan b U T Yadav,17,19,89.47,,852,650,32.77,131.08
37,35,05/04/2024,2nd,3,Chennai Super Kings,Rajiv Gandhi International Stadium,lbw b Moeen Ali,50,36,138.89,,902,686,33.41,131.49
