Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,15/04/2023,2nd,1,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,c Avesh Khan b Yudhvir Singh,0,3,0.00,,0,3,0.00,0.00
2,2,20/04/2023,2nd,1,Royal Challengers Bengaluru,Punjab Cricket Association IS Bindra Stadium,lbw b Mohammed Siraj,4,2,200.00,,4,5,2.00,80.00
3,3,22/04/2023,1st,3,Mumbai Indians,Wankhede Stadium,b P P Chawla,29,17,170.59,,33,22,11.00,150.00
4,4,28/04/2023,2nd,3,Lucknow Super Giants,Punjab Cricket Association IS Bindra Stadium,c & b Ravi Bishnoi,66,36,183.33,,99,58,24.75,170.69
5,5,30/04/2023,2nd,3,Chennai Super Kings,MA Chidambaram Stadium,c & b R A Jadeja,13,17,76.47,,112,75,22.40,149.33
6,6,17/05/2023,2nd,3,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,retired,55,42,130.95,,167,117,27.83,142.74
7,7,19/05/2023,1st,3,Rajasthan Royals,Himachal Pradesh Cricket Association Stadium,c D Padikkal b N A Saini,19,12,158.33,,186,129,26.57,144.19
8,8,13/04/2024,1st,1,Rajasthan Royals,Maharaja Yadavindra Singh International Cricket St,c K R Sen b Avesh Khan,15,12,125.00,,201,141,25.13,142.55
9,9,19/05/2024,1st,1,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c Sanvir Singh b T Natarajan,46,27,170.37,,247,168,27.44,147.02
