Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,29/03/2024,2nd,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,0,0,,-
2,1,03/04/2024,1st,3,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,c I Sharma b A Nortje,54,27,200.00,,54,27,54.00,200.00
3,2,08/04/2024,1st,3,Chennai Super Kings,MA Chidambaram Stadium,lbw b R A Jadeja,24,18,133.33,,78,45,39.00,173.33
4,3,14/04/2024,2nd,3,Lucknow Super Giants,Eden Gardens,c †K L Rahul b Mohsin Khan,7,6,116.67,,85,51,28.33,166.67
5,4,16/04/2024,1st,3,Rajasthan Royals,Eden Gardens,c R Ashwin b K R Sen,30,18,166.67,,115,69,28.75,166.67
6,5,21/04/2024,1st,3,Royal Challengers Bengaluru,Eden Gardens,c C Green b Y Dayal,3,4,75.00,,118,73,23.60,161.64
7,,26/04/2024,1st,-,Punjab Kings,Eden Gardens,did not bat,-,-,-,,118,73,23.60,161.64
8,,29/04/2024,2nd,-,Delhi Capitals,Eden Gardens,did not bat,-,-,-,,118,73,23.60,161.64
9,6,03/05/2024,1st,3,Mumbai Indians,Wankhede Stadium,c S A Yadav b I D N Thushara,13,6,216.67,,131,79,21.83,165.82
10,7,05/05/2024,1st,3,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,c †K L Rahul b Yudhvir Singh,32,26,123.08,,163,105,23.29,155.24
11,8,22/03/2025,1st,5,Royal Challengers Bengaluru,Eden Gardens,c †J M Sharma b Y Dayal,30,22,136.36,,193,127,24.13,151.97
12,9,26/03/2025,2nd,4,Rajasthan Royals,Barsapara Cricket Stadium,not out,22*,17,129.41,,215,144,26.88,149.31
13,10,31/03/2025,1st,4,Mumbai Indians,Wankhede Stadium,c Naman Dhir b H H Pandya,26,16,162.50,,241,160,26.78,150.63
14,11,03/04/2025,1st,4,Sunrisers Hyderabad,Eden Gardens,c H V Patel b P H K D Mendis,50,32,156.25,,291,192,29.10,151.56
15,12,08/04/2025,2nd,6,Lucknow Super Giants,Eden Gardens,c †R R Pant b Avesh Khan,5,4,125.00,,296,196,26.91,151.02
16,13,15/04/2025,2nd,4,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,c X C Bartlett b Y S Chahal,37,28,132.14,,333,224,27.75,148.66
17,14,21/04/2025,2nd,9,Gujarat Titans,Eden Gardens,not out,27*,13,207.69,,360,237,30.00,151.90
