Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1  (k),1,04/04/2023,1st,6,Gujarat Titans,Arun Jaitley Stadium,b Rashid Khan,20,11,181.82,,20,11,20.00,181.82
2  (k),2,08/04/2023,2nd,8,Rajasthan Royals,Barsapara Cricket Stadium,c S O Hetmeyer b Y S Chahal,7,9,77.78,,27,20,13.50,135.00
3  (k),3,11/04/2023,1st,8,Mumbai Indians,Arun Jaitley Stadium,c C Green b J P Behrendorff,1,3,33.33,,28,23,9.33,121.74
4  (k),4,15/04/2023,2nd,6,Royal Challengers Bengaluru,M Chinnaswamy Stadium,c W D Parnell b H V Patel,5,8,62.50,,33,31,8.25,106.45
5,5,23/03/2024,1st,9,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,not out,32*,10,320.00,,65,41,16.25,158.54
6,6,28/03/2024,2nd,6,Rajasthan Royals,Sawai Mansingh Stadium,c J C Buttler b Y S Chahal,9,10,90.00,,74,51,14.80,145.10
7,7,31/03/2024,1st,7,Chennai Super Kings,Dr YS Rajasekhara Reddy Cricket Stadium,not out,9*,6,150.00,,83,57,16.60,145.61
8,8,03/04/2024,2nd,4,Kolkata Knight Riders,Dr YS Rajasekhara Reddy Cricket Stadium,c S P Narine b V G Arora,0,5,0.00,,83,62,13.83,133.87
9,9,07/04/2024,2nd,3,Mumbai Indians,Wankhede Stadium,c T H David b J J Bumrah,41,31,132.26,,124,93,17.71,133.33
10,,12/04/2024,2nd,-,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bat,-,-,-,,124,93,17.71,133.33
11,10,17/04/2024,2nd,3,Gujarat Titans,Narendra Modi Stadium,b S Sandeep Warrier,15,7,214.29,,139,100,17.38,139.00
12,11,20/04/2024,2nd,4,Sunrisers Hyderabad,Arun Jaitley Stadium,st H Klaasen b M Markande,42,22,190.91,,181,122,20.11,148.36
13,,24/04/2024,1st,-,Gujarat Titans,Arun Jaitley Stadium,did not bat,-,-,-,,181,122,20.11,148.36
14,12,27/04/2024,1st,2,Mumbai Indians,Arun Jaitley Stadium,c †Ishan Kishan b Mohammad Nabi,36,27,133.33,,217,149,21.70,145.64
15,13,29/04/2024,1st,3,Kolkata Knight Riders,Eden Gardens,b H P Rana,18,15,120.00,,235,164,21.36,143.29
16,14,07/05/2024,1st,2,Rajasthan Royals,Arun Jaitley Stadium,c Sandeep Sharma b R Ashwin,65,36,180.56,,300,200,25.00,150.00
17  (k),15,12/05/2024,2nd,3,Royal Challengers Bengaluru,M Chinnaswamy Stadium,c L H Ferguson b Y Dayal,2,3,66.67,,302,203,23.23,148.77
18,16,14/05/2024,1st,2,Lucknow Super Giants,Arun Jaitley Stadium,c N Pooran b Naveen-ul-Haq,58,33,175.76,,360,236,25.71,152.54
19  (k),17,24/03/2025,2nd,3,Lucknow Super Giants,Dr YS Rajasekhara Reddy Cricket Stadium,c N Pooran b S N Thakur,0,2,0.00,,360,238,24.00,151.26
20,18,30/03/2025,2nd,3,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,not out,34*,18,188.89,,394,256,26.27,153.91
21,19,05/04/2025,1st,3,Chennai Super Kings,MA Chidambaram Stadium,c M Pathirana b R A Jadeja,33,20,165.00,,427,276,26.69,154.71
22,20,10/04/2025,2nd,3,Royal Challengers Bengaluru,M Chinnaswamy Stadium,c †J M Sharma b B Kumar,7,7,100.00,,434,283,25.53,153.36
23,21,13/04/2025,2nd,2,Mumbai Indians,Arun Jaitley Stadium,c Naman Dhir b K V Sharma,33,25,132.00,,467,308,25.94,151.62
24,22,16/04/2025,1st,2,Rajasthan Royals,Arun Jaitley Stadium,c R Parag b P W H de Silva,49,37,132.43,,516,345,27.16,149.57
25,23,19/04/2025,1st,1,Gujarat Titans,Narendra Modi Stadium,c Mohammed Siraj b Arshad Khan,18,9,200.00,,534,354,26.70,150.85
26,24,22/04/2025,2nd,1,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,c D A Miller b A K Markram,51,36,141.67,,585,390,27.86,150.00
