Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,27/03/2019,2nd,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,0,0,,-
2,,26/09/2020,2nd,-,Sunrisers Hyderabad,Sheikh Zayed Stadium,did not bat,-,-,-,,0,0,,-
3,,30/09/2020,1st,-,Rajasthan Royals,Dubai International Cricket Stadium,did not bat,-,-,-,,0,0,,-
4,,03/10/2020,2nd,-,Delhi Capitals,Sharjah Cricket Stadium,did not bat,-,-,-,,0,0,,-
5,1,07/10/2020,1st,11,Chennai Super Kings,Sheikh Zayed Stadium,run out,1,1,100.00,,1,1,1.00,100.00
6,,10/10/2020,1st,-,Punjab Kings,Sheikh Zayed Stadium,did not bat,-,-,-,,1,1,1.00,100.00
7,2,12/10/2020,2nd,10,Royal Challengers Bengaluru,Sharjah Cricket Stadium,not out,7*,10,70.00,,8,11,8.00,72.73
8,,16/10/2020,1st,-,Mumbai Indians,Sheikh Zayed Stadium,did not bat,-,-,-,,8,11,8.00,72.73
9,,18/10/2020,1st,-,Sunrisers Hyderabad,Sheikh Zayed Stadium,did not bat,-,-,-,,8,11,8.00,72.73
10,,21/10/2020,1st,-,Royal Challengers Bengaluru,Sheikh Zayed Stadium,did not bat,-,-,-,,8,11,8.00,72.73
11,,24/10/2020,1st,-,Delhi Capitals,Sheikh Zayed Stadium,did not bat,-,-,-,,8,11,8.00,72.73
12,3,26/10/2020,1st,10,Punjab Kings,Sharjah Cricket Stadium,b C J Jordan,2,4,50.00,,10,15,5.00,66.67
13,,29/10/2020,1st,-,Chennai Super Kings,Dubai International Cricket Stadium,did not bat,-,-,-,,10,15,5.00,66.67
14,,01/11/2020,1st,-,Rajasthan Royals,Dubai International Cricket Stadium,did not bat,-,-,-,,10,15,5.00,66.67
15,,11/04/2021,1st,-,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bat,-,-,-,,10,15,5.00,66.67
16,,13/04/2021,2nd,-,Mumbai Indians,MA Chidambaram Stadium,did not bat,-,-,-,,10,15,5.00,66.67
17,4,18/04/2021,2nd,10,Royal Challengers Bengaluru,MA Chidambaram Stadium,not out,2*,3,66.67,,12,18,6.00,66.67
18,5,21/04/2021,2nd,10,Chennai Super Kings,Wankhede Stadium,run out,0,1,0.00,,12,19,4.00,63.16
19,,24/04/2021,1st,-,Rajasthan Royals,Wankhede Stadium,did not bat,-,-,-,,12,19,4.00,63.16
20,,26/04/2021,2nd,-,Punjab Kings,Narendra Modi Stadium,did not bat,-,-,-,,12,19,4.00,63.16
21,,29/04/2021,1st,-,Delhi Capitals,Narendra Modi Stadium,did not bat,-,-,-,,12,19,4.00,63.16
22,,20/09/2021,2nd,-,Royal Challengers Bengaluru,Sheikh Zayed Stadium,did not bat,-,-,-,,12,19,4.00,63.16
23,,23/09/2021,2nd,-,Mumbai Indians,Sheikh Zayed Stadium,did not bat,-,-,-,,12,19,4.00,63.16
24,,26/09/2021,1st,-,Chennai Super Kings,Sheikh Zayed Stadium,did not bat,-,-,-,,12,19,4.00,63.16
25,,28/09/2021,2nd,-,Delhi Capitals,Sharjah Cricket Stadium,did not bat,-,-,-,,12,19,4.00,63.16
26,,01/10/2021,1st,-,Punjab Kings,Dubai International Cricket Stadium,did not bat,-,-,-,,12,19,4.00,63.16
27,,03/10/2021,2nd,-,Sunrisers Hyderabad,Dubai International Cricket Stadium,did not bat,-,-,-,,12,19,4.00,63.16
28,,07/10/2021,1st,-,Rajasthan Royals,Sharjah Cricket Stadium,did not bat,-,-,-,,12,19,4.00,63.16
29,,11/10/2021,2nd,-,Royal Challengers Bengaluru,Sharjah Cricket Stadium,did not bat,-,-,-,,12,19,4.00,63.16
30,,13/10/2021,2nd,-,Delhi Capitals,Sharjah Cricket Stadium,did not bat,-,-,-,,12,19,4.00,63.16
