Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,15/04/2023,1st,-,Delhi Capitals,M Chinnaswamy Stadium,did not bat,-,-,-,,0,0,,-
2,,17/04/2023,2nd,-,Chennai Super Kings,M Chinnaswamy Stadium,did not bat,-,-,-,,0,0,,-
3,,20/04/2023,1st,-,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,0,0,,-
4,1,23/04/2023,1st,10,Rajasthan Royals,M Chinnaswamy Stadium,c J O Holder b Sandeep Sharma,0,1,0.00,,0,1,0.00,0.00
5,2,26/04/2023,2nd,10,Kolkata Knight Riders,M Chinnaswamy Stadium,not out,13*,8,162.50,,13,9,13.00,144.44
6,,09/05/2023,1st,-,Mumbai Indians,Wankhede Stadium,did not bat,-,-,-,,13,9,13.00,144.44
7,,21/05/2023,1st,-,Gujarat Titans,M Chinnaswamy Stadium,did not bat,-,-,-,,13,9,13.00,144.44
8,,29/03/2024,1st,-,Kolkata Knight Riders,M Chinnaswamy Stadium,did not bat,-,-,-,,13,9,13.00,144.44
9,3,11/04/2024,1st,9,Mumbai Indians,Wankhede Stadium,c Mohammad Nabi b J J Bumrah,0,1,0.00,,13,10,6.50,130.00
10,4,15/04/2024,2nd,9,Sunrisers Hyderabad,M Chinnaswamy Stadium,not out,1*,2,50.00,,14,12,7.00,116.67
11,,04/05/2024,2nd,-,Gujarat Titans,M Chinnaswamy Stadium,did not bat,-,-,-,,14,12,7.00,116.67
12,,25/03/2025,1st,-,Gujarat Titans,Narendra Modi Stadium,did not bat,-,-,-,,14,12,7.00,116.67
13,,04/05/2025,1st,-,Lucknow Super Giants,Himachal Pradesh Cricket Association Stadium,did not bat,-,-,-,,14,12,7.00,116.67
14,,26/05/2025,2nd,-,Mumbai Indians,Sawai Mansingh Stadium,did not bat,-,-,-,,14,12,7.00,116.67
15,,01/06/2025,2nd,-,Mumbai Indians,Narendra Modi Stadium,did not bat,-,-,-,,14,12,7.00,116.67
