Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,02/10/2021,2nd,-,Chennai Super Kings,Sheikh Zayed Stadium,did not bat,-,-,-,,0,0,,-
2,,12/04/2023,2nd,-,Rajasthan Royals,MA Chidambaram Stadium,did not bat,-,-,-,,0,0,,-
3,,17/04/2023,1st,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,0,0,,-
4,,21/04/2023,2nd,-,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bat,-,-,-,,0,0,,-
5,,23/04/2023,1st,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,0,0,,-
6,,27/04/2023,2nd,-,Rajasthan Royals,Sawai Mansingh Stadium,did not bat,-,-,-,,0,0,,-
7,,30/04/2023,1st,-,Punjab Kings,MA Chidambaram Stadium,did not bat,-,-,-,,0,0,,-
8,,04/05/2025,2nd,-,Punjab Kings,Himachal Pradesh Cricket Association Stadium,did not bat,-,-,-,,0,0,,-
9,,22/05/2025,1st,-,Gujarat Titans,Narendra Modi Stadium,did not bat,-,-,-,,0,0,,-
10,,27/05/2025,1st,-,Royal Challengers Bengaluru,BRSABV Ekana Cricket Stadium,did not bat,-,-,-,,0,0,,-
