Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,04/04/2012,1st,1,Mumbai Indians,MA Chidambaram Stadium,run out,3,2,150.00,,3,2,3.00,150.00
2,2,07/04/2012,1st,2,Deccan Chargers,Dr YS Rajasekhara Reddy Cricket Stadium,c B  Chipli b T P C Sudhindra,39,25,156.00,,42,27,21.00,155.56
3,3,10/04/2012,1st,1,Delhi Capitals,Arun Jaitley Stadium,c R E van der Merwe b M Morkel,15,12,125.00,,57,39,19.00,146.15
4,4,12/04/2012,2nd,2,Royal Challengers Bengaluru,MA Chidambaram Stadium,c V Kohli b M Muralitharan,71,46,154.35,,128,85,32.00,150.59
5,5,14/04/2012,1st,1,Pune Warriors,Maharashtra Cricket Association Stadium,st R V Uthappa b R Sharma,43,33,130.30,,171,118,34.20,144.92
6,6,19/04/2012,1st,1,Pune Warriors,MA Chidambaram Stadium,c A D Mathews b M N Samuels,58,48,120.83,,229,166,38.17,137.95
7,7,21/04/2012,2nd,2,Rajasthan Royals,MA Chidambaram Stadium,c †S P Goswami b K  Cooper,73,52,140.38,,302,218,43.14,138.53
8,,25/04/2012,2nd,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,302,218,43.14,138.53
9,8,28/04/2012,2nd,1,Punjab Kings,MA Chidambaram Stadium,c & b Azhar Mahmood,29,20,145.00,,331,238,41.38,139.08
10,9,30/04/2012,1st,1,Kolkata Knight Riders,MA Chidambaram Stadium,c †B B McCullum b B Lee,3,4,75.00,,334,242,37.11,138.02
11,10,04/05/2012,1st,1,Deccan Chargers,MA Chidambaram Stadium,c S Dhawan b V  Pratap Singh,42,35,120.00,,376,277,37.60,135.74
12,11,06/05/2012,1st,2,Mumbai Indians,Wankhede Stadium,run out,9,11,81.82,,385,288,35.00,133.68
13,12,14/05/2012,2nd,4,Kolkata Knight Riders,Eden Gardens,c M K Tiwary b R Bhatia,13,16,81.25,,398,304,33.17,130.92
14,,18/04/2014,1st,-,Punjab Kings,Sheikh Zayed Stadium,did not bat,-,-,-,,398,304,33.17,130.92
15,13,21/04/2014,1st,4,Delhi Capitals,Sheikh Zayed Stadium,c M Vijay b Mohammed Shami,24,17,141.18,,422,321,32.46,131.46
16,14,23/04/2014,1st,4,Rajasthan Royals,Dubai International Cricket Stadium,run out,7,9,77.78,,429,330,30.64,130.00
17,15,25/04/2014,2nd,4,Mumbai Indians,Dubai International Cricket Stadium,st C M  Gautam b Harbhajan Singh,20,25,80.00,,449,355,29.93,126.48
18,16,27/04/2014,2nd,5,Sunrisers Hyderabad,Sharjah Cricket Stadium,c †K L Rahul b B Kumar,0,1,0.00,,449,356,28.06,126.12
19,,02/05/2014,1st,-,Kolkata Knight Riders,JSCA International Stadium Complex,did not bat,-,-,-,,449,356,28.06,126.12
20,,05/05/2014,2nd,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,449,356,28.06,126.12
21,17,07/05/2014,2nd,5,Punjab Kings,Barabati Stadium,c M Kartik b M G Johnson,52,25,208.00,,501,381,29.47,131.50
22,18,10/05/2014,2nd,4,Mumbai Indians,Wankhede Stadium,b S L Malinga,31,24,129.17,,532,405,29.56,131.36
