Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,19/05/2014,1st,-,Rajasthan Royals,Narendra Modi Stadium,did not bat,-,-,-,,0,0,,-
2,,21/05/2014,2nd,-,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,0,0,,-
3,1,23/05/2014,1st,8,Delhi Capitals,Wankhede Stadium,run out,11,10,110.00,,11,10,11.00,110.00
4,,25/05/2014,2nd,-,Rajasthan Royals,Wankhede Stadium,did not bat,-,-,-,,11,10,11.00,110.00
5,2,14/04/2015,1st,8,Rajasthan Royals,Narendra Modi Stadium,not out,1*,1,100.00,,12,11,12.00,109.09
6,3,09/04/2016,1st,7,Rising Pune Supergiant,Wankhede Stadium,c A M Rahane b M Ashwin,2,16,12.50,,14,27,7.00,51.85
7,4,09/04/2018,1st,8,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c Y K Pathan b B Kumar,18,18,100.00,,32,45,10.67,71.11
8,,11/04/2018,1st,-,Delhi Capitals,Sawai Mansingh Stadium,did not bat,-,-,-,,32,45,10.67,71.11
9,,15/04/2018,1st,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,32,45,10.67,71.11
10,5,18/04/2018,1st,8,Kolkata Knight Riders,Sawai Mansingh Stadium,b T K Curran,0,1,0.00,,32,46,8.00,69.57
11,6,20/04/2018,2nd,9,Chennai Super Kings,Maharashtra Cricket Association Stadium,not out,8*,10,80.00,,40,56,10.00,71.43
12,,22/04/2018,2nd,-,Mumbai Indians,Sawai Mansingh Stadium,did not bat,-,-,-,,40,56,10.00,71.43
13,,02/05/2018,2nd,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,40,56,10.00,71.43
14,7,06/05/2018,1st,9,Punjab Kings,Holkar Cricket Stadium,run out,24,16,150.00,,64,72,12.80,88.89
15,,13/05/2018,2nd,-,Mumbai Indians,Wankhede Stadium,did not bat,-,-,-,,64,72,12.80,88.89
16,,19/05/2018,1st,-,Royal Challengers Bengaluru,Sawai Mansingh Stadium,did not bat,-,-,-,,64,72,12.80,88.89
17,,23/05/2018,2nd,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,64,72,12.80,88.89
18,8,25/03/2019,2nd,10,Punjab Kings,Sawai Mansingh Stadium,not out,1*,1,100.00,,65,73,13.00,89.04
19,,29/03/2019,1st,-,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bat,-,-,-,,65,73,13.00,89.04
20,9,31/03/2019,2nd,9,Chennai Super Kings,MA Chidambaram Stadium,c Imran Tahir b D J J Bravo,0,3,0.00,,65,76,10.83,85.53
21,,02/04/2019,2nd,-,Royal Challengers Bengaluru,Sawai Mansingh Stadium,did not bat,-,-,-,,65,76,10.83,85.53
22,,07/04/2019,1st,-,Kolkata Knight Riders,Sawai Mansingh Stadium,did not bat,-,-,-,,65,76,10.83,85.53
23,10,11/04/2019,1st,9,Chennai Super Kings,Sawai Mansingh Stadium,not out,19*,7,271.43,,84,83,14.00,101.20
24,11,13/04/2019,2nd,7,Mumbai Indians,Wankhede Stadium,not out,13*,7,185.71,,97,90,16.17,107.78
25,12,16/04/2019,2nd,8,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,c M A Agarwal b Mohammed Shami,0,1,0.00,,97,91,13.86,106.59
26,,20/04/2019,2nd,-,Mumbai Indians,Sawai Mansingh Stadium,did not bat,-,-,-,,97,91,13.86,106.59
27,,22/04/2019,1st,-,Delhi Capitals,Sawai Mansingh Stadium,did not bat,-,-,-,,97,91,13.86,106.59
28,13,25/04/2019,2nd,7,Kolkata Knight Riders,Eden Gardens,c Shubman Gill b M Prasidh Krishna,18,9,200.00,,115,100,14.38,115.00
29,,27/04/2019,2nd,-,Sunrisers Hyderabad,Sawai Mansingh Stadium,did not bat,-,-,-,,115,100,14.38,115.00
30,,30/04/2019,2nd,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,115,100,14.38,115.00
31,14,04/05/2019,1st,5,Delhi Capitals,Arun Jaitley Stadium,st R R Pant b A Mishra,12,18,66.67,,127,118,14.11,107.63
32,,22/09/2020,1st,-,Chennai Super Kings,Sharjah Cricket Stadium,did not bat,-,-,-,,127,118,14.11,107.63
33,,27/09/2020,2nd,-,Punjab Kings,Sharjah Cricket Stadium,did not bat,-,-,-,,127,118,14.11,107.63
34,15,30/09/2020,2nd,8,Kolkata Knight Riders,Dubai International Cricket Stadium,c †K D Karthik b S P Narine,5,7,71.43,,132,125,13.20,105.60
35,,03/10/2020,1st,-,Royal Challengers Bengaluru,Sheikh Zayed Stadium,did not bat,-,-,-,,132,125,13.20,105.60
