Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,10/05/2022,1st,-,Lucknow Super Giants,Maharashtra Cricket Association Stadium,did not bat,-,-,-,,0,0,,-
2,,15/05/2022,2nd,-,Chennai Super Kings,Wankhede Stadium,did not bat,-,-,-,,0,0,,-
3,,19/05/2022,1st,-,Royal Challengers Bengaluru,Wankhede Stadium,did not bat,-,-,-,,0,0,,-
4,,24/05/2022,2nd,-,Rajasthan Royals,Eden Gardens,did not bat,-,-,-,,0,0,,-
5,,29/05/2022,2nd,-,Rajasthan Royals,Narendra Modi Stadium,did not bat,-,-,-,,0,0,,-
6,,24/03/2024,1st,-,Mumbai Indians,Narendra Modi Stadium,did not bat,-,-,-,,0,0,,-
7,,26/03/2024,2nd,-,Chennai Super Kings,MA Chidambaram Stadium,did not bat,-,-,-,,0,0,,-
8,1,21/04/2024,2nd,9,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,not out,0*,0,-,,0,0,,-
9,2,24/04/2024,2nd,9,Delhi Capitals,Arun Jaitley Stadium,b Rasikh Salam,13,6,216.67,,13,6,13.00,216.67
10,,28/04/2024,1st,-,Royal Challengers Bengaluru,Narendra Modi Stadium,did not bat,-,-,-,,13,6,13.00,216.67
11,,25/03/2025,2nd,-,Punjab Kings,Narendra Modi Stadium,did not bat,-,-,-,,13,6,13.00,216.67
12,3,29/03/2025,1st,9,Mumbai Indians,Narendra Modi Stadium,run out,1,1,100.00,,14,7,7.00,200.00
13,,02/04/2025,2nd,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,14,7,7.00,200.00
14,,06/04/2025,2nd,-,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bat,-,-,-,,14,7,7.00,200.00
15,,09/04/2025,1st,-,Rajasthan Royals,Narendra Modi Stadium,did not bat,-,-,-,,14,7,7.00,200.00
16,,12/04/2025,1st,-,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bat,-,-,-,,14,7,7.00,200.00
17,,19/04/2025,2nd,-,Delhi Capitals,Narendra Modi Stadium,did not bat,-,-,-,,14,7,7.00,200.00
18,,21/04/2025,1st,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,14,7,7.00,200.00
19,,28/04/2025,1st,-,Rajasthan Royals,Sawai Mansingh Stadium,did not bat,-,-,-,,14,7,7.00,200.00
20,,02/05/2025,1st,-,Sunrisers Hyderabad,Narendra Modi Stadium,did not bat,-,-,-,,14,7,7.00,200.00
21,,06/05/2025,2nd,-,Mumbai Indians,Wankhede Stadium,did not bat,-,-,-,,14,7,7.00,200.00
22,,18/05/2025,2nd,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,14,7,7.00,200.00
23,4,22/05/2025,2nd,10,Lucknow Super Giants,Narendra Modi Stadium,b A Badoni,1,2,50.00,,15,9,5.00,166.67
24,5,25/05/2025,2nd,10,Chennai Super Kings,Narendra Modi Stadium,c †M S Dhoni b Anshul Kamboj,3,7,42.86,,18,16,4.50,112.50
