Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,08/04/2018,2nd,6,Royal Challengers Bengaluru,Eden Gardens,c †Q de Kock b C R Woakes,6,6,100.00,,6,6,6.00,100.00
2,2,10/04/2018,1st,6,Chennai Super Kings,MA Chidambaram Stadium,c D J J Bravo b S N Thakur,2,4,50.00,,8,10,4.00,80.00
3,3,03/05/2018,2nd,5,Chennai Super Kings,Eden Gardens,b Harbhajan Singh,16,18,88.89,,24,28,8.00,85.71
4,4,09/05/2018,2nd,7,Mumbai Indians,Eden Gardens,c †Ishan Kishan b J J Bumrah,5,3,166.67,,29,31,7.25,93.55
5,5,21/04/2019,1st,6,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c Rashid Khan b Sandeep Sharma,30,25,120.00,,59,56,11.80,105.36
6,6,25/04/2019,1st,8,Rajasthan Royals,Eden Gardens,not out,3*,3,100.00,,62,59,12.40,105.08
7,,28/04/2019,1st,-,Mumbai Indians,Eden Gardens,did not bat,-,-,-,,62,59,12.40,105.08
8,,03/05/2019,2nd,-,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,62,59,12.40,105.08
9,7,05/05/2019,1st,7,Mumbai Indians,Wankhede Stadium,c H H Pandya b J J Bumrah,4,6,66.67,,66,65,11.00,101.54
10,8,29/10/2020,1st,4,Chennai Super Kings,Dubai International Cricket Stadium,c A T Rayudu b R A Jadeja,11,11,100.00,,77,76,11.00,101.32
11,9,23/04/2022,2nd,5,Gujarat Titans,Dr DY Patil Sports Academy,c †W P Saha b Y Dayal,35,28,125.00,,112,104,14.00,107.69
12,10,28/04/2022,1st,8,Delhi Capitals,Wankhede Stadium,c R Powell b Mustafizur Rahman,23,16,143.75,,135,120,15.00,112.50
13,11,02/05/2022,2nd,5,Rajasthan Royals,Wankhede Stadium,not out,42*,23,182.61,,177,143,19.67,123.78
14,12,07/05/2022,2nd,5,Lucknow Super Giants,Maharashtra Cricket Association Stadium,c K H Pandya b Ravi Bishnoi,6,10,60.00,,183,153,18.30,119.61
15,13,09/05/2022,1st,6,Mumbai Indians,Dr DY Patil Sports Academy,not out,23*,19,121.05,,206,172,20.60,119.77
16,14,14/05/2022,1st,6,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,lbw b T Natarajan,5,6,83.33,,211,178,19.18,118.54
