Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,31/03/2019,1st,-,Rajasthan Royals,MA Chidambaram Stadium,did not bat,-,-,-,,0,0,,-
2,1,11/04/2019,2nd,8,Rajasthan Royals,Sawai Mansingh Stadium,not out,10*,3,333.33,,10,3,,333.33
3,,14/04/2019,2nd,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,10,3,,333.33
4,2,26/04/2019,2nd,8,Mumbai Indians,MA Chidambaram Stadium,c K A Pollard b S L Malinga,22,20,110.00,,32,23,32.00,139.13
5,,25/10/2020,2nd,-,Royal Challengers Bengaluru,Dubai International Cricket Stadium,did not bat,-,-,-,,32,23,32.00,139.13
6,,29/10/2020,2nd,-,Kolkata Knight Riders,Dubai International Cricket Stadium,did not bat,-,-,-,,32,23,32.00,139.13
7,,26/03/2022,1st,-,Kolkata Knight Riders,Wankhede Stadium,did not bat,-,-,-,,32,23,32.00,139.13
8,3,21/04/2022,2nd,3,Mumbai Indians,Dr DY Patil Sports Academy,c J D Unadkat b D R Sams,11,9,122.22,,43,32,21.50,134.38
9,4,25/04/2022,2nd,3,Punjab Kings,Wankhede Stadium,b Arshdeep Singh,9,15,60.00,,52,47,17.33,110.64
10,,01/05/2022,1st,-,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,did not bat,-,-,-,,52,47,17.33,110.64
11,5,15/05/2022,1st,7,Gujarat Titans,Wankhede Stadium,not out,1*,1,100.00,,53,48,17.67,110.42
12,6,20/05/2022,1st,7,Rajasthan Royals,Brabourne Stadium,not out,1*,2,50.00,,54,50,18.00,108.00
13,7,31/03/2023,1st,9,Gujarat Titans,Narendra Modi Stadium,not out,1*,3,33.33,,55,53,18.33,103.77
14,8,03/04/2023,1st,9,Lucknow Super Giants,MA Chidambaram Stadium,not out,1*,1,100.00,,56,54,18.67,103.70
15,,08/04/2023,2nd,-,Mumbai Indians,Wankhede Stadium,did not bat,-,-,-,,56,54,18.67,103.70
16,9,05/05/2024,1st,7,Punjab Kings,Himachal Pradesh Cricket Association Stadium,c S M Curran b R D Chahar,11,11,100.00,,67,65,16.75,103.08
17,10,10/05/2024,2nd,9,Gujarat Titans,Narendra Modi Stadium,b Rashid Khan,0,2,0.00,,67,67,13.40,100.00
18,11,18/05/2024,2nd,7,Royal Challengers Bengaluru,M Chinnaswamy Stadium,c F du Plessis b Mohammed Siraj,3,4,75.00,,70,71,11.67,98.59
19,12,23/03/2025,1st,8,Chennai Super Kings,MA Chidambaram Stadium,lbw b N Ellis,11,13,84.62,,81,84,11.57,96.43
20,13,29/03/2025,2nd,8,Gujarat Titans,Narendra Modi Stadium,not out,18*,9,200.00,,99,93,14.14,106.45
21,,31/03/2025,2nd,-,Kolkata Knight Riders,Wankhede Stadium,did not bat,-,-,-,,99,93,14.14,106.45
22,14,04/04/2025,2nd,7,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,not out,2*,2,100.00,,101,95,14.43,106.32
23,15,07/04/2025,2nd,8,Royal Challengers Bengaluru,Wankhede Stadium,c T H David b K H Pandya,8,4,200.00,,109,99,13.63,110.10
24,,13/04/2025,1st,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,109,99,13.63,110.10
25,16,17/04/2025,2nd,8,Sunrisers Hyderabad,Wankhede Stadium,not out,0*,1,0.00,,109,100,13.63,109.00
26,,20/04/2025,2nd,-,Chennai Super Kings,Wankhede Stadium,did not bat,-,-,-,,109,100,13.63,109.00
27,,23/04/2025,2nd,-,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bat,-,-,-,,109,100,13.63,109.00
28,,21/05/2025,1st,-,Delhi Capitals,Wankhede Stadium,did not bat,-,-,-,,109,100,13.63,109.00
29,17,26/05/2025,1st,8,Punjab Kings,Sawai Mansingh Stadium,not out,1*,1,100.00,,110,101,13.75,108.91
30,18,30/05/2025,1st,7,Gujarat Titans,Maharaja Yadavindra Singh International Cricket St,not out,0*,2,0.00,,110,103,13.75,106.80
