Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,22/04/2018,2nd,7,Mumbai Indians,Sawai Mansingh Stadium,c & b H H Pandya,8,9,88.89,,8,9,8.00,88.89
2,2,29/04/2018,2nd,8,Sunrisers Hyderabad,Sawai Mansingh Stadium,not out,1*,1,100.00,,9,10,9.00,90.00
3,3,02/05/2018,2nd,7,Delhi Capitals,Arun Jaitley Stadium,not out,0*,0,-,,9,10,9.00,90.00
4,4,06/05/2018,1st,7,Punjab Kings,Holkar Cricket Stadium,b Mujeeb Ur Rahman,0,1,0.00,,9,11,4.50,81.82
5,5,08/05/2018,1st,8,Punjab Kings,Sawai Mansingh Stadium,c M K Tiwary b A J Tye,0,1,0.00,,9,12,3.00,75.00
6,6,11/05/2018,2nd,8,Chennai Super Kings,Sawai Mansingh Stadium,not out,0*,0,-,,9,12,3.00,75.00
7,,13/05/2018,2nd,-,Mumbai Indians,Wankhede Stadium,did not bat,-,-,-,,9,12,3.00,75.00
8,7,15/05/2018,1st,10,Kolkata Knight Riders,Eden Gardens,c Shubman Gill b A D Russell,6,5,120.00,,15,17,3.75,88.24
9,8,19/05/2018,1st,2,Royal Challengers Bengaluru,Sawai Mansingh Stadium,c †P A Patel b U T Yadav,0,4,0.00,,15,21,3.00,71.43
10,,23/05/2018,2nd,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,15,21,3.00,71.43
11,9,25/03/2019,2nd,8,Punjab Kings,Sawai Mansingh Stadium,run out,2,2,100.00,,17,23,2.83,73.91
12,,29/03/2019,1st,-,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bat,-,-,-,,17,23,2.83,73.91
13,10,31/03/2019,2nd,8,Chennai Super Kings,MA Chidambaram Stadium,not out,24*,11,218.18,,41,34,6.83,120.59
14,,02/04/2019,2nd,-,Royal Challengers Bengaluru,Sawai Mansingh Stadium,did not bat,-,-,-,,41,34,6.83,120.59
15,,07/04/2019,1st,-,Kolkata Knight Riders,Sawai Mansingh Stadium,did not bat,-,-,-,,41,34,6.83,120.59
16,11,11/04/2019,1st,8,Chennai Super Kings,Sawai Mansingh Stadium,not out,13*,12,108.33,,54,46,9.00,117.39
17,,13/04/2019,2nd,-,Mumbai Indians,Wankhede Stadium,did not bat,-,-,-,,54,46,9.00,117.39
18,12,16/04/2019,2nd,6,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,c K L Rahul b Mohammed Shami,1,3,33.33,,55,49,7.86,112.24
19,,20/04/2019,2nd,-,Mumbai Indians,Sawai Mansingh Stadium,did not bat,-,-,-,,55,49,7.86,112.24
20,,22/04/2019,1st,-,Delhi Capitals,Sawai Mansingh Stadium,did not bat,-,-,-,,55,49,7.86,112.24
21,13,25/04/2019,2nd,8,Kolkata Knight Riders,Eden Gardens,not out,27*,12,225.00,,82,61,11.71,134.43
22,14,22/09/2020,1st,9,Chennai Super Kings,Sharjah Cricket Stadium,not out,27*,8,337.50,,109,69,15.57,157.97
