Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,13/04/2016,1st,-,Mumbai Indians,Eden Gardens,did not bat,-,-,-,,0,0,,-
2,,22/05/2016,1st,-,Sunrisers Hyderabad,Eden Gardens,did not bat,-,-,-,,0,0,,-
3,,25/05/2016,2nd,-,Sunrisers Hyderabad,Arun Jaitley Stadium,did not bat,-,-,-,,0,0,,-
4,,07/04/2017,2nd,-,Gujarat Lions,Saurashtra Cricket Association Stadium,did not bat,-,-,-,,0,0,,-
5,,09/04/2017,1st,-,Mumbai Indians,Wankhede Stadium,did not bat,-,-,-,,0,0,,-
6,,15/04/2017,1st,-,Sunrisers Hyderabad,Eden Gardens,did not bat,-,-,-,,0,0,,-
7,,17/04/2017,2nd,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,0,0,,-
8,,21/04/2017,1st,-,Gujarat Lions,Eden Gardens,did not bat,-,-,-,,0,0,,-
9,1,23/04/2017,1st,11,Royal Challengers Bengaluru,Eden Gardens,b S Aravind,4,7,57.14,,4,7,4.00,57.14
10,,26/04/2017,2nd,-,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,did not bat,-,-,-,,4,7,4.00,57.14
11,,28/04/2017,2nd,-,Delhi Capitals,Eden Gardens,did not bat,-,-,-,,4,7,4.00,57.14
12,,30/04/2017,2nd,-,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bat,-,-,-,,4,7,4.00,57.14
13,,03/05/2017,1st,-,Rising Pune Supergiant,Eden Gardens,did not bat,-,-,-,,4,7,4.00,57.14
14,,09/05/2017,2nd,-,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,4,7,4.00,57.14
15,2,13/05/2017,2nd,8,Mumbai Indians,Eden Gardens,c †A T Rayudu b T G Southee,16,15,106.67,,20,22,10.00,90.91
16,,08/04/2018,2nd,-,Royal Challengers Bengaluru,Eden Gardens,did not bat,-,-,-,,20,22,10.00,90.91
