Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1  (k),1,09/04/2016,1st,4,Rising Pune Supergiant,Wankhede Stadium,c R Ashwin b M R Marsh,0,2,0.00,,0,2,0.00,0.00
2,2,13/04/2016,2nd,5,Kolkata Knight Riders,Eden Gardens,c S A Yadav b A D Russell,41,22,186.36,,41,24,20.50,170.83
3,3,16/04/2016,1st,4,Gujarat Lions,Wankhede Stadium,st K D Karthik b S B Jakati,16,21,76.19,,57,45,19.00,126.67
4,4,18/04/2016,1st,5,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c †N V Ojha b B B Sran,11,11,100.00,,68,56,17.00,121.43
5,5,20/04/2016,2nd,4,Royal Challengers Bengaluru,Barabati Stadium,c S R Watson b Iqbal Abdulla,28,14,200.00,,96,70,19.20,137.14
6,6,23/04/2016,2nd,5,Delhi Capitals,Arun Jaitley Stadium,lbw b A Mishra,2,6,33.33,,98,76,16.33,128.95
7,7,25/04/2016,1st,4,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,b M M Sharma,24,13,184.62,,122,89,17.43,137.08
8,8,28/04/2016,2nd,5,Kolkata Knight Riders,Wankhede Stadium,c C A Lynn b S P Narine,15,15,100.00,,137,104,17.13,131.73
9,9,01/05/2016,2nd,4,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,not out,27*,17,158.82,,164,121,20.50,135.54
10,10,08/05/2016,2nd,5,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,c †N V Ojha b A Nehra,2,2,100.00,,166,123,18.44,134.96
11,11,11/05/2016,2nd,6,Royal Challengers Bengaluru,M Chinnaswamy Stadium,not out,29*,11,263.64,,195,134,21.67,145.52
12  (k),12,13/05/2016,1st,5,Punjab Kings,Dr YS Rajasekhara Reddy Cricket Stadium,c Gurkeerat Singh b M P Stoinis,9,10,90.00,,204,144,20.40,141.67
13  (k),13,15/05/2016,1st,5,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,not out,18*,9,200.00,,222,153,22.20,145.10
14  (k),14,21/05/2016,1st,5,Gujarat Lions,Green Park,c & b D J J Bravo,33,31,106.45,,255,184,23.18,138.59
15,15,06/04/2017,1st,2,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,lbw b Imran Tahir,38,19,200.00,,293,203,24.42,144.33
16,16,09/04/2017,2nd,2,Kolkata Knight Riders,Wankhede Stadium,lbw b A S Rajpoot,28,22,127.27,,321,225,24.69,142.67
17,17,12/04/2017,2nd,2,Sunrisers Hyderabad,Wankhede Stadium,b A Nehra,14,11,127.27,,335,236,23.93,141.95
