Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,25/09/2020,2nd,-,Delhi Capitals,Dubai International Cricket Stadium,did not bat,-,-,-,,0,0,,-
2,,19/10/2020,1st,-,Rajasthan Royals,Sheikh Zayed Stadium,did not bat,-,-,-,,0,0,,-
3,,23/10/2020,1st,-,Mumbai Indians,Sharjah Cricket Stadium,did not bat,-,-,-,,0,0,,-
4,,19/09/2021,1st,-,Mumbai Indians,Dubai International Cricket Stadium,did not bat,-,-,-,,0,0,,-
5,,24/09/2021,2nd,-,Royal Challengers Bengaluru,Sharjah Cricket Stadium,did not bat,-,-,-,,0,0,,-
6,,26/09/2021,2nd,-,Kolkata Knight Riders,Sheikh Zayed Stadium,did not bat,-,-,-,,0,0,,-
7,,30/09/2021,2nd,-,Sunrisers Hyderabad,Sharjah Cricket Stadium,did not bat,-,-,-,,0,0,,-
8,,02/10/2021,1st,-,Rajasthan Royals,Sheikh Zayed Stadium,did not bat,-,-,-,,0,0,,-
9,,04/10/2021,1st,-,Delhi Capitals,Dubai International Cricket Stadium,did not bat,-,-,-,,0,0,,-
10,,07/10/2021,1st,-,Punjab Kings,Dubai International Cricket Stadium,did not bat,-,-,-,,0,0,,-
11,,10/10/2021,2nd,-,Delhi Capitals,Dubai International Cricket Stadium,did not bat,-,-,-,,0,0,,-
12,,15/10/2021,1st,-,Kolkata Knight Riders,Dubai International Cricket Stadium,did not bat,-,-,-,,0,0,,-
13,1,12/04/2022,2nd,11,Chennai Super Kings,Dr DY Patil Sports Academy,not out,7*,7,100.00,,7,7,,100.00
14,,16/04/2022,1st,-,Delhi Capitals,Wankhede Stadium,did not bat,-,-,-,,7,7,,100.00
15,,19/04/2022,1st,-,Lucknow Super Giants,Dr DY Patil Sports Academy,did not bat,-,-,-,,7,7,,100.00
16,2,23/04/2022,1st,10,Sunrisers Hyderabad,Brabourne Stadium,not out,3*,11,27.27,,10,18,,55.56
17,3,26/04/2022,2nd,11,Rajasthan Royals,Maharashtra Cricket Association Stadium,not out,0*,2,0.00,,10,20,,50.00
18,,30/04/2022,1st,-,Gujarat Titans,Brabourne Stadium,did not bat,-,-,-,,10,20,,50.00
19,,04/05/2022,1st,-,Chennai Super Kings,Maharashtra Cricket Association Stadium,did not bat,-,-,-,,10,20,,50.00
20,,08/05/2022,1st,-,Sunrisers Hyderabad,Wankhede Stadium,did not bat,-,-,-,,10,20,,50.00
21,4,13/05/2022,2nd,11,Punjab Kings,Brabourne Stadium,not out,7*,4,175.00,,17,24,,70.83
22,,19/05/2022,2nd,-,Gujarat Titans,Wankhede Stadium,did not bat,-,-,-,,17,24,,70.83
23,,25/05/2022,1st,-,Lucknow Super Giants,Eden Gardens,did not bat,-,-,-,,17,24,,70.83
24,5,27/05/2022,1st,10,Rajasthan Royals,Narendra Modi Stadium,not out,1*,2,50.00,,18,26,,69.23
25,6,01/05/2023,1st,11,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,not out,1*,2,50.00,,19,28,,67.86
26,,06/05/2023,1st,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,19,28,,67.86
27,,09/05/2023,1st,-,Mumbai Indians,Wankhede Stadium,did not bat,-,-,-,,19,28,,67.86
28,,22/03/2025,2nd,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,19,28,,67.86
29,,28/03/2025,1st,-,Chennai Super Kings,MA Chidambaram Stadium,did not bat,-,-,-,,19,28,,67.86
30,,02/04/2025,1st,-,Gujarat Titans,M Chinnaswamy Stadium,did not bat,-,-,-,,19,28,,67.86
31,,07/04/2025,1st,-,Mumbai Indians,Wankhede Stadium,did not bat,-,-,-,,19,28,,67.86
32,,10/04/2025,1st,-,Delhi Capitals,M Chinnaswamy Stadium,did not bat,-,-,-,,19,28,,67.86
33,,13/04/2025,2nd,-,Rajasthan Royals,Sawai Mansingh Stadium,did not bat,-,-,-,,19,28,,67.86
34,7,18/04/2025,1st,11,Punjab Kings,M Chinnaswamy Stadium,not out,0*,1,0.00,,19,29,,65.52
35,,20/04/2025,2nd,-,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bat,-,-,-,,19,29,,65.52
36,,24/04/2025,1st,-,Rajasthan Royals,M Chinnaswamy Stadium,did not bat,-,-,-,,19,29,,65.52
37,,27/04/2025,2nd,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,19,29,,65.52
38,,29/05/2025,2nd,-,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bat,-,-,-,,19,29,,65.52
