Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,27/03/2022,2nd,6,Mumbai Indians,Brabourne Stadium,c D R Sams b Basil Thampi,0,2,0.00,,0,2,0.00,0.00
2,2,02/04/2022,2nd,6,Gujarat Titans,Maharashtra Cricket Association Stadium,lbw b Mohammed Shami,20,12,166.67,,20,14,10.00,142.86
3,3,07/04/2022,1st,3,Lucknow Super Giants,Dr DY Patil Sports Academy,b Ravi Bishnoi,3,10,30.00,,23,24,7.67,95.83
4,4,10/04/2022,1st,5,Kolkata Knight Riders,Brabourne Stadium,c sub b S P Narine,8,6,133.33,,31,30,7.75,103.33
5,5,16/04/2022,2nd,5,Royal Challengers Bengaluru,Wankhede Stadium,c †K D Karthik b J R Hazlewood,0,1,0.00,,31,31,6.20,100.00
6,,20/04/2022,2nd,-,Punjab Kings,Brabourne Stadium,did not bat,-,-,-,,31,31,6.20,100.00
7,6,22/04/2022,2nd,8,Rajasthan Royals,Wankhede Stadium,c †S V Samson b O C McCoy,36,15,240.00,,67,46,11.17,145.65
8,7,28/04/2022,2nd,6,Kolkata Knight Riders,Wankhede Stadium,not out,33*,16,206.25,,100,62,16.67,161.29
9,8,01/05/2022,2nd,6,Lucknow Super Giants,Wankhede Stadium,c K H Pandya b Mohsin Khan,35,21,166.67,,135,83,19.29,162.65
10,9,05/05/2022,1st,5,Sunrisers Hyderabad,Brabourne Stadium,not out,67*,35,191.43,,202,118,28.86,171.19
11,10,08/05/2022,2nd,5,Chennai Super Kings,Dr DY Patil Sports Academy,c †M S Dhoni b Mukesh Choudhary,3,9,33.33,,205,127,25.63,161.42
12,,11/05/2022,2nd,-,Rajasthan Royals,Dr DY Patil Sports Academy,did not bat,-,-,-,,205,127,25.63,161.42
13,11,16/05/2022,1st,6,Punjab Kings,Dr DY Patil Sports Academy,c S Dhawan b L S Livingstone,2,6,33.33,,207,133,23.00,155.64
14,12,21/05/2022,1st,6,Mumbai Indians,Wankhede Stadium,b J J Bumrah,43,34,126.47,,250,167,25.00,149.70
15,13,01/04/2023,2nd,6,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,lbw b Ravi Bishnoi,1,3,33.33,,251,170,22.82,147.65
16,14,08/04/2023,2nd,7,Rajasthan Royals,Barsapara Cricket Stadium,c S O Hetmeyer b R Ashwin,2,2,100.00,,253,172,21.08,147.09
17,15,11/04/2023,1st,5,Mumbai Indians,Arun Jaitley Stadium,lbw b P P Chawla,4,4,100.00,,257,176,19.77,146.02
18,16,13/04/2024,2nd,7,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,c †J M Sharma b S M Curran,11,5,220.00,,268,181,19.14,148.07
19,17,16/04/2024,2nd,8,Kolkata Knight Riders,Eden Gardens,lbw b S P Narine,26,13,200.00,,294,194,19.60,151.55
20,,22/04/2024,2nd,-,Mumbai Indians,Sawai Mansingh Stadium,did not bat,-,-,-,,294,194,19.60,151.55
21,,27/04/2024,2nd,-,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bat,-,-,-,,294,194,19.60,151.55
22,18,02/05/2024,2nd,6,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,lbw b B Kumar,27,15,180.00,,321,209,20.06,153.59
23,19,07/05/2024,2nd,6,Delhi Capitals,Arun Jaitley Stadium,b M Kumar,13,10,130.00,,334,219,19.65,152.51
24,20,15/05/2024,1st,7,Punjab Kings,Barsapara Cricket Stadium,c & b R D Chahar,4,5,80.00,,338,224,18.78,150.89
25,,19/05/2024,1st,-,Kolkata Knight Riders,Barsapara Cricket Stadium,did not bat,-,-,-,,338,224,18.78,150.89
26,21,22/05/2024,2nd,7,Royal Challengers Bengaluru,Narendra Modi Stadium,not out,16*,8,200.00,,354,232,19.67,152.59
27,22,24/05/2024,2nd,8,Sunrisers Hyderabad,MA Chidambaram Stadium,c Abhishek Sharma b T Natarajan,6,12,50.00,,360,244,18.95,147.54
