Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,09/04/2022,2nd,-,Chennai Super Kings,Dr DY Patil Sports Academy,did not bat,-,-,-,,0,0,,-
2,,11/04/2022,2nd,-,Gujarat Titans,Dr DY Patil Sports Academy,did not bat,-,-,-,,0,0,,-
3,,15/04/2022,2nd,-,Kolkata Knight Riders,Brabourne Stadium,did not bat,-,-,-,,0,0,,-
4,,17/04/2022,2nd,-,Punjab Kings,Dr DY Patil Sports Academy,did not bat,-,-,-,,0,0,,-
5,,23/04/2022,2nd,-,Royal Challengers Bengaluru,Brabourne Stadium,did not bat,-,-,-,,0,0,,-
6,1,27/04/2022,1st,7,Gujarat Titans,Wankhede Stadium,not out,25*,6,416.67,,25,6,,416.67
7,2,01/05/2022,2nd,6,Chennai Super Kings,Maharashtra Cricket Association Stadium,c †M S Dhoni b Mukesh Choudhary,15,14,107.14,,40,20,40.00,200.00
8,3,05/05/2022,2nd,6,Delhi Capitals,Brabourne Stadium,c A Nortje b S N Thakur,10,6,166.67,,50,26,25.00,192.31
9,4,08/05/2022,2nd,7,Royal Challengers Bengaluru,Wankhede Stadium,c G J Maxwell b P W H de Silva,8,9,88.89,,58,35,19.33,165.71
10,5,14/05/2022,2nd,7,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,c S S Iyer b T G Southee,11,12,91.67,,69,47,17.25,146.81
11,6,23/03/2024,2nd,7,Delhi Capitals,Maharaja Yadavindra Singh International Cricket St,c †R R Pant b K K Ahmed,0,1,0.00,,69,48,13.80,143.75
12,7,25/03/2024,1st,7,Royal Challengers Bengaluru,M Chinnaswamy Stadium,not out,21*,8,262.50,,90,56,18.00,160.71
13,8,30/03/2024,2nd,7,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,not out,9*,7,128.57,,99,63,19.80,157.14
14,9,04/04/2024,2nd,6,Gujarat Titans,Narendra Modi Stadium,not out,61*,29,210.34,,160,92,32.00,173.91
15,10,09/04/2024,2nd,6,Sunrisers Hyderabad,Maharaja Yadavindra Singh International Cricket St,not out,46*,25,184.00,,206,117,41.20,176.07
16,11,13/04/2024,1st,6,Rajasthan Royals,Maharaja Yadavindra Singh International Cricket St,c D C Jurel b K R Sen,9,9,100.00,,215,126,35.83,170.63
17,12,18/04/2024,2nd,6,Mumbai Indians,Maharaja Yadavindra Singh International Cricket St,c Tilak Varma b J J Bumrah,41,25,164.00,,256,151,36.57,169.54
18,13,21/04/2024,1st,6,Gujarat Titans,Maharaja Yadavindra Singh International Cricket St,c & b R S Kishore,8,12,66.67,,264,163,33.00,161.96
19,14,26/04/2024,2nd,4,Kolkata Knight Riders,Eden Gardens,not out,68*,28,242.86,,332,191,41.50,173.82
20,15,01/05/2024,2nd,4,Chennai Super Kings,MA Chidambaram Stadium,not out,25*,26,96.15,,357,217,44.63,164.52
21,16,05/05/2024,2nd,4,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,c Simarjeet Singh b M J Santner,27,20,135.00,,384,237,42.67,162.03
22,17,09/05/2024,2nd,4,Royal Challengers Bengaluru,Himachal Pradesh Cricket Association Stadium,run out,37,19,194.74,,421,256,42.10,164.45
23,18,15/05/2024,2nd,4,Rajasthan Royals,Barsapara Cricket Stadium,lbw b Avesh Khan,0,2,0.00,,421,258,38.27,163.18
24,19,19/05/2024,1st,4,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,run out,2,4,50.00,,423,262,35.25,161.45
25,20,25/03/2025,1st,7,Gujarat Titans,Narendra Modi Stadium,not out,44*,16,275.00,,467,278,38.92,167.99
26,,01/04/2025,2nd,-,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bat,-,-,-,,467,278,38.92,167.99
27,21,05/04/2025,2nd,7,Rajasthan Royals,Maharaja Yadavindra Singh International Cricket St,not out,10*,13,76.92,,477,291,39.75,163.92
28,22,08/04/2025,1st,7,Chennai Super Kings,Maharaja Yadavindra Singh International Cricket St,not out,52*,36,144.44,,529,327,44.08,161.77
29,23,12/04/2025,1st,5,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,lbw b H V Patel,2,3,66.67,,531,330,40.85,160.91
30,24,15/04/2025,1st,8,Kolkata Knight Riders,Maharaja Yadavindra Singh International Cricket St,lbw b V G Arora,18,17,105.88,,549,347,39.21,158.21
31,25,18/04/2025,2nd,6,Royal Challengers Bengaluru,M Chinnaswamy Stadium,c P D Salt b B Kumar,1,5,20.00,,550,352,36.67,156.25
32,26,20/04/2025,1st,6,Royal Challengers Bengaluru,Maharaja Yadavindra Singh International Cricket St,not out,31*,33,93.94,,581,385,38.73,150.91
33,,26/04/2025,1st,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,581,385,38.73,150.91
34,27,30/04/2025,2nd,5,Chennai Super Kings,MA Chidambaram Stadium,c D Brevis b R A Jadeja,23,12,191.67,,604,397,37.75,152.14
35,28,04/05/2025,1st,6,Lucknow Super Giants,Himachal Pradesh Cricket Association Stadium,not out,33*,15,220.00,,637,412,39.81,154.61
36,29,18/05/2025,1st,6,Rajasthan Royals,Sawai Mansingh Stadium,not out,59*,30,196.67,,696,442,43.50,157.47
37,30,24/05/2025,1st,6,Delhi Capitals,Sawai Mansingh Stadium,c †T Stubbs b Mustafizur Rahman,11,10,110.00,,707,452,41.59,156.42
38,,26/05/2025,2nd,-,Mumbai Indians,Sawai Mansingh Stadium,did not bat,-,-,-,,707,452,41.59,156.42
