Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,26/03/2022,1st,2,Kolkata Knight Riders,Wankhede Stadium,c S S Iyer b U T Yadav,3,8,37.50,,3,8,3.00,37.50
2,2,01/05/2022,1st,2,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,not out,85*,55,154.55,,88,63,88.00,139.68
3,3,04/05/2022,2nd,2,Royal Challengers Bengaluru,Maharashtra Cricket Association Stadium,c Shahbaz Ahmed b P W H de Silva,56,37,151.35,,144,100,72.00,144.00
4,4,08/05/2022,1st,2,Delhi Capitals,Dr DY Patil Sports Academy,c †R R Pant b K K Ahmed,87,49,177.55,,231,149,77.00,155.03
5,5,12/05/2022,1st,2,Mumbai Indians,Wankhede Stadium,lbw b D R Sams,0,1,0.00,,231,150,57.75,154.00
6,6,15/05/2022,1st,2,Gujarat Titans,Wankhede Stadium,c †W P Saha b Mohammed Shami,5,9,55.56,,236,159,47.20,148.43
7,7,20/05/2022,1st,2,Rajasthan Royals,Brabourne Stadium,lbw b R Ashwin,16,14,114.29,,252,173,42.00,145.66
8,8,31/03/2023,1st,1,Gujarat Titans,Narendra Modi Stadium,b Mohammed Shami,1,6,16.67,,253,179,36.14,141.34
9,9,03/04/2023,1st,2,Lucknow Super Giants,MA Chidambaram Stadium,c K H Pandya b M A Wood,47,29,162.07,,300,208,37.50,144.23
10,10,08/04/2023,2nd,1,Mumbai Indians,Wankhede Stadium,b J P Behrendorff,0,4,0.00,,300,212,33.33,141.51
11,11,12/04/2023,2nd,2,Rajasthan Royals,MA Chidambaram Stadium,c Y B K Jaiswal b Y S Chahal,50,38,131.58,,350,250,35.00,140.00
12,12,17/04/2023,1st,2,Royal Challengers Bengaluru,M Chinnaswamy Stadium,b H V Patel,83,45,184.44,,433,295,39.36,146.78
13,13,21/04/2023,2nd,2,Sunrisers Hyderabad,MA Chidambaram Stadium,not out,77*,57,135.09,,510,352,46.36,144.89
14,14,23/04/2023,1st,2,Kolkata Knight Riders,Eden Gardens,c D Wiese b C V Varun,56,40,140.00,,566,392,47.17,144.39
15,15,27/04/2023,2nd,2,Rajasthan Royals,Sawai Mansingh Stadium,c Sandeep Sharma b A Zampa,8,16,50.00,,574,408,44.15,140.69
16,16,30/04/2023,1st,2,Punjab Kings,MA Chidambaram Stadium,not out,92*,52,176.92,,666,460,51.23,144.78
17,,03/05/2023,2nd,-,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bat,-,-,-,,666,460,51.23,144.78
18,17,06/05/2023,2nd,2,Mumbai Indians,MA Chidambaram Stadium,lbw b A Madhwal,44,42,104.76,,710,502,50.71,141.43
19,18,10/05/2023,1st,2,Delhi Capitals,MA Chidambaram Stadium,lbw b A R Patel,10,13,76.92,,720,515,48.00,139.81
20,19,14/05/2023,1st,2,Kolkata Knight Riders,MA Chidambaram Stadium,c Rinku Singh b S N Thakur,30,28,107.14,,750,543,46.88,138.12
21,20,20/05/2023,1st,2,Delhi Capitals,Arun Jaitley Stadium,c Aman Hakim Khan b A Nortje,87,52,167.31,,837,595,49.24,140.67
22,21,23/05/2023,1st,2,Gujarat Titans,MA Chidambaram Stadium,c Rashid Khan b Mohammed Shami,40,34,117.65,,877,629,48.72,139.43
23,22,29/05/2023,2nd,2,Gujarat Titans,Narendra Modi Stadium,c M M Sharma b Noor Ahmad,47,25,188.00,,924,654,48.63,141.28
24,23,05/04/2025,2nd,2,Delhi Capitals,MA Chidambaram Stadium,c A R Patel b V Nigam,13,14,92.86,,937,668,46.85,140.27
25,24,08/04/2025,2nd,2,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,retired,69,49,140.82,,1006,717,47.90,140.31
26,25,11/04/2025,1st,2,Kolkata Knight Riders,MA Chidambaram Stadium,lbw b M M Ali,12,11,109.09,,1018,728,46.27,139.84
