Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,29/04/2018,2nd,6,Sunrisers Hyderabad,Sawai Mansingh Stadium,c †W P Saha b S Kaul,11,12,91.67,,11,12,11.00,91.67
2,2,08/05/2018,1st,7,Punjab Kings,Sawai Mansingh Stadium,not out,9*,9,100.00,,20,21,20.00,95.24
3,,30/04/2019,2nd,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,20,21,20.00,95.24
4,3,04/05/2019,1st,4,Delhi Capitals,Arun Jaitley Stadium,c †R R Pant b I Sharma,8,3,266.67,,28,24,14.00,116.67
5,4,03/10/2020,1st,5,Royal Challengers Bengaluru,Sheikh Zayed Stadium,c D Padikkal b Y S Chahal,47,39,120.51,,75,63,25.00,119.05
6,5,06/10/2020,2nd,5,Mumbai Indians,Sheikh Zayed Stadium,c sub b R D Chahar,11,13,84.62,,86,76,21.50,113.16
7,6,09/10/2020,2nd,5,Delhi Capitals,Sharjah Cricket Stadium,c A R Patel b R Ashwin,1,2,50.00,,87,78,17.40,111.54
8,7,21/09/2021,1st,5,Punjab Kings,Dubai International Cricket Stadium,c A K Markram b Arshdeep Singh,43,17,252.94,,130,95,21.67,136.84
9,8,25/09/2021,2nd,5,Delhi Capitals,Sheikh Zayed Stadium,c Avesh Khan b K Rabada,19,24,79.17,,149,119,21.29,125.21
10,9,27/09/2021,1st,5,Sunrisers Hyderabad,Dubai International Cricket Stadium,not out,29*,28,103.57,,178,147,25.43,121.09
11,10,29/09/2021,1st,4,Royal Challengers Bengaluru,Dubai International Cricket Stadium,st K S Bharat b Y S Chahal,3,4,75.00,,181,151,22.63,119.87
12,11,30/04/2022,1st,7,Gujarat Titans,Brabourne Stadium,c D A Miller b A S Joseph,16,8,200.00,,197,159,21.89,123.90
13,12,04/05/2022,1st,4,Chennai Super Kings,Maharashtra Cricket Association Stadium,c R D Gaikwad b M M Theekshana,42,27,155.56,,239,186,23.90,128.49
14,,08/05/2022,1st,-,Sunrisers Hyderabad,Wankhede Stadium,did not bat,-,-,-,,239,186,23.90,128.49
15,13,13/05/2022,2nd,4,Punjab Kings,Brabourne Stadium,c S Dhawan b R Dhawan,6,3,200.00,,245,189,22.27,129.63
16,,19/05/2022,2nd,-,Gujarat Titans,Wankhede Stadium,did not bat,-,-,-,,245,189,22.27,129.63
17,14,25/05/2022,1st,5,Lucknow Super Giants,Eden Gardens,c K L Rahul b Ravi Bishnoi,14,9,155.56,,259,198,21.58,130.81
18,15,27/05/2022,1st,5,Rajasthan Royals,Narendra Modi Stadium,c R Ashwin b O C McCoy,8,10,80.00,,267,208,20.54,128.37
19,,10/04/2023,1st,-,Lucknow Super Giants,M Chinnaswamy Stadium,did not bat,-,-,-,,267,208,20.54,128.37
20,16,15/04/2023,1st,3,Delhi Capitals,M Chinnaswamy Stadium,c †A Porel b M R Marsh,26,18,144.44,,293,226,20.93,129.65
21,17,17/04/2023,2nd,3,Chennai Super Kings,M Chinnaswamy Stadium,c R D Gaikwad b T U Deshpande,0,5,0.00,,293,231,19.53,126.84
22,18,20/04/2023,1st,5,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,not out,7*,9,77.78,,300,240,20.00,125.00
23,19,23/04/2023,1st,5,Rajasthan Royals,M Chinnaswamy Stadium,c D Padikkal b Y S Chahal,8,6,133.33,,308,246,19.25,125.20
24,20,26/04/2023,2nd,5,Kolkata Knight Riders,M Chinnaswamy Stadium,c A D Russell b C V Varun,34,18,188.89,,342,264,20.12,129.55
25,21,01/05/2023,1st,7,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,lbw b Naveen-ul-Haq,3,4,75.00,,345,268,19.17,128.73
26,22,06/05/2023,1st,4,Delhi Capitals,Arun Jaitley Stadium,not out,54*,29,186.21,,399,297,22.17,134.34
27,23,09/05/2023,1st,5,Mumbai Indians,Wankhede Stadium,b Kumar Kartikeya,1,3,33.33,,400,300,21.05,133.33
28,24,14/05/2023,1st,4,Rajasthan Royals,Sawai Mansingh Stadium,c D C Jurel b A Zampa,1,2,50.00,,401,302,20.05,132.78
29,,18/05/2023,2nd,-,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bat,-,-,-,,401,302,20.05,132.78
30,25,21/05/2023,1st,4,Gujarat Titans,M Chinnaswamy Stadium,st W P Saha b Noor Ahmad,1,3,33.33,,402,305,19.14,131.80
31,26,25/03/2024,2nd,8,Punjab Kings,M Chinnaswamy Stadium,not out,17*,8,212.50,,419,313,19.95,133.87
32,27,02/04/2024,2nd,7,Lucknow Super Giants,M Chinnaswamy Stadium,c N Pooran b Y Thakur,33,13,253.85,,452,326,20.55,138.65
33,28,11/04/2024,1st,7,Mumbai Indians,Wankhede Stadium,lbw b J J Bumrah,0,1,0.00,,452,327,19.65,138.23
34,29,15/04/2024,2nd,7,Sunrisers Hyderabad,M Chinnaswamy Stadium,b P J Cummins,19,11,172.73,,471,338,19.63,139.35
35,30,21/04/2024,2nd,7,Kolkata Knight Riders,Eden Gardens,c & b S P Narine,4,3,133.33,,475,341,19.00,139.30
36,31,25/04/2024,1st,6,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c P J Cummins b J D Unadkat,7,4,175.00,,482,345,18.54,139.71
37,32,09/05/2024,1st,7,Punjab Kings,Himachal Pradesh Cricket Association Stadium,b H V Patel,0,2,0.00,,482,347,17.85,138.90
38,33,12/05/2024,1st,6,Delhi Capitals,M Chinnaswamy Stadium,c †A Porel b K K Ahmed,13,8,162.50,,495,355,17.68,139.44
39,34,18/05/2024,1st,7,Chennai Super Kings,M Chinnaswamy Stadium,not out,0*,1,0.00,,495,356,17.68,139.04
40,35,22/05/2024,1st,6,Rajasthan Royals,Narendra Modi Stadium,c R Powell b Avesh Khan,32,17,188.24,,527,373,18.17,141.29
