Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,10/05/2012,2nd,-,Deccan Chargers,Rajiv Gandhi International Stadium,did not bat,-,-,-,,0,0,,-
2,1,17/05/2012,2nd,7,Royal Challengers Bengaluru,Arun Jaitley Stadium,c V Kohli b P  Parameswaran,31,15,206.67,,31,15,31.00,206.67
3,,19/05/2012,2nd,-,Punjab Kings,Himachal Pradesh Cricket Association Stadium,did not bat,-,-,-,,31,15,31.00,206.67
4,2,25/05/2012,2nd,5,Chennai Super Kings,MA Chidambaram Stadium,c D J J Bravo b R Ashwin,16,11,145.45,,47,26,23.50,180.77
5,3,03/04/2013,1st,8,Kolkata Knight Riders,Eden Gardens,c & b S P Narine,4,8,50.00,,51,34,17.00,150.00
6,4,06/04/2013,2nd,5,Rajasthan Royals,Arun Jaitley Stadium,b K  Cooper,7,6,116.67,,58,40,14.50,145.00
7,,21/04/2013,2nd,-,Mumbai Indians,Arun Jaitley Stadium,did not bat,-,-,-,,58,40,14.50,145.00
8,5,02/05/2014,2nd,8,Chennai Super Kings,JSCA International Stadium Complex,b M M Sharma,1,5,20.00,,59,45,11.80,131.11
9,6,05/05/2014,2nd,3,Rajasthan Royals,Narendra Modi Stadium,b S R Watson,1,3,33.33,,60,48,10.00,125.00
10,,08/04/2015,2nd,-,Mumbai Indians,Eden Gardens,did not bat,-,-,-,,60,48,10.00,125.00
11,7,11/04/2015,1st,6,Royal Challengers Bengaluru,Eden Gardens,not out,41*,17,241.18,,101,65,16.83,155.38
12,8,18/04/2015,2nd,7,Punjab Kings,Maharashtra Cricket Association Stadium,b M G Johnson,66,36,183.33,,167,101,23.86,165.35
13,,20/04/2015,2nd,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,167,101,23.86,165.35
14,9,22/04/2015,2nd,4,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,c D W Steyn b R S Bopara,19,10,190.00,,186,111,23.25,167.57
15,10,28/04/2015,2nd,7,Chennai Super Kings,MA Chidambaram Stadium,run out,4,4,100.00,,190,115,21.11,165.22
16,11,30/04/2015,2nd,5,Chennai Super Kings,Eden Gardens,not out,55*,32,171.88,,245,147,27.22,166.67
17,12,02/05/2015,1st,3,Royal Challengers Bengaluru,M Chinnaswamy Stadium,run out,45,17,264.71,,290,164,29.00,176.83
18,13,04/05/2015,1st,4,Sunrisers Hyderabad,Eden Gardens,c E J G Morgan b Bipul Sharma,1,3,33.33,,291,167,26.45,174.25
19,14,07/05/2015,1st,6,Delhi Capitals,Eden Gardens,c A D Mathews b Imran Tahir,5,5,100.00,,296,172,24.67,172.09
20,15,09/05/2015,2nd,6,Punjab Kings,Eden Gardens,c †W P Saha b A R Patel,51,21,242.86,,347,193,26.69,179.79
21,16,14/05/2015,2nd,6,Mumbai Indians,Wankhede Stadium,c †P A Patel b S L Malinga,2,4,50.00,,349,197,24.93,177.16
22,17,16/05/2015,2nd,5,Rajasthan Royals,Brabourne Stadium,c D S Kulkarni b C H Morris,37,20,185.00,,386,217,25.73,177.88
23,,10/04/2016,2nd,-,Delhi Capitals,Eden Gardens,did not bat,-,-,-,,386,217,25.73,177.88
24,18,13/04/2016,1st,4,Mumbai Indians,Eden Gardens,b M J McClenaghan,36,17,211.76,,422,234,26.38,180.34
25,19,16/04/2016,2nd,3,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,b Mustafizur Rahman,2,5,40.00,,424,239,24.94,177.41
26,,19/04/2016,2nd,-,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,424,239,24.94,177.41
27,20,24/04/2016,2nd,6,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,c F du Plessis b N L T C Perera,17,11,154.55,,441,250,24.50,176.40
28,21,28/04/2016,1st,5,Mumbai Indians,Wankhede Stadium,b T G Southee,22,16,137.50,,463,266,24.37,174.06
29,22,30/04/2016,2nd,7,Delhi Capitals,Arun Jaitley Stadium,c & b A Mishra,17,12,141.67,,480,278,24.00,172.66
